DIRECTORIO;SECUENCIA_P;ORDEN;AREA;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;DSI;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DPTO;fex_c_2011
512689;1;2;50;70;3;54;3; ;1;1;2;24;5; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;200000;1;54;45;5529;55;50;204,268864775835
512702;1;3;50;70;12;56;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;50;583,268937759557
512702;1;4;50;70;20;56;1; ;1;1;2;24;1; ;2;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;45;39;7499;74;50;583,268937759557
512704;1;2;50;70;8;28;1; ;1;1;2;84;1; ;9;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;9242;92;50;711,886784869387
512710;1;3;52;70;8;50;1; ;1;1;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;45;5211;52;52;103,574970180937
512711;1;2;52;70;20;40;1; ;1;1;2;60;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5239;52;52;127,496702000667
512713;1;3;52;70;20;20;3; ;1;1;2;32;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;90000;1;54;54;9500;95;52;75,2239327361549
512716;1;3;52;70;20;60;4; ;1;1;2;20;4; ;1;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;52;610,109277679929
512717;1;4;52;70;104;40;1; ;1;1;2;300;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;52;346,425778094
512719;1;3;52;70;3;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;52;137,932555890044
512719;1;4;52;70;8;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;52;137,932555890044
512726;1;2;52;70;52;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;52;90,3267185554081
512727;1;1;52;70;17;20;4; ;1;1;2;17;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;37;53;8532;85;52;64,908677170459
512729;1;2;52;70;8;40;1; ;1;1;2;32;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;45;45;5125;51;52;415,524081532301
512731;1;7;52;70;4;20;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;52;504,600760385032
512736;1;2;52;70;12;40;1; ;1;1;2;12;1; ;6;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;33;45;5241;52;52;109,312295433867
512736;1;3;52;70;2;40;1; ;2;2;2;4;1; ;5;9;POR EL  TRABAJO  ANTERIOR  TODAVIA  SE  ENCUENTRA  AFILIADO; ; ; ;1; ; ; ; ; ; ;2; ;1;5600000;1;33;30;7499;74;52;109,312295433867
512740;1;7;52;70;156;40;1; ;1;1;2;156;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;33;5020;50;52;92,3494594429261
512743;1;1;52;70;156;48;1; ;1;1;2;156;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;03;5272;52;52;139,835046055313
512743;1;2;52;70;8;40;1; ;1;1;2;64;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7411;74;52;139,835046055313
512745;1;2;52;70;156;48;1; ;1;1;2;312;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;19;7513;75;52;459,217714543991
512755;1;3;52;70;52;48;1; ;1;1;2;52;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;77;77;1551;15;52;137,733577861343
512758;1;1;52;70;17;48;1; ;1;1;2;17;4; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;55;55;7530;75;52;104,213623465298
512759;1;3;52;70;26;56;1; ;2;2;2;26;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;53;53;5521;55;52;65,718377479773
512759;1;4;52;70;17;48;1; ;1;1;2;17;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;33;97;1530;15;52;65,718377479773
512762;1;3;52;70;26;48;1; ;2;2;2;6;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2800000;1;44;44;6422;64;52;109,181664438821
512768;1;5;52;70;7;40;4; ;2;2;2;7;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8400000;1;39;59;8512;85;52;71,7634948842875
512772;1;2;52;70;17;60;1; ;1;1;2;156;1; ;2;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;95;4521;45;52;157,935035649166
512772;1;4;52;70;50;50;1; ;1;1;2;4;1; ;3;7; ; ; ; ; ; ; ; ; ;1; ;1;150000;1;300000;1;53;53;5521;55;52;157,935035649166
512779;1;2;52;70;12;48;1; ;1;1;2;12;2; ;9;9;CON LA HOJA DEL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;58;58;7524;75;52;99,8067401774846
512779;1;6;52;70;8;50;4; ;2;2;2;8;4; ;1;9;CON LA HOJA DEL SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;95;95;4521;45;52;99,8067401774846
512782;1;5;52;70;3;70;4; ;1;1;2;1;1; ;5;9;TIENE PROTECCION LABORAL; ; ; ; ; ; ; ; ;1; ;1;585000;1;8000000;1;41;33;5239;52;52;58,5716615803547
512783;1;8;52;70;52;48;1; ;1;1;2;52;1; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;300000;1;98;97;6042;60;52;86,5124282571744
512873;1;1;66;70;8;84;4; ;2;2;2;16;5; ;2;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;7200000;1;21;21;6422;64;66;336,691495912666
512889;1;1;66;70;24;21;1; ;1;1;2;520;4; ;1;9;BENEFICIARIA; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;70;79;1810;18;66;206,202762952285
512893;1;3;66;70;4;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;66;150,258192847987
512912;1;2;66;70;24;48;1; ;1;1;2;24;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;45;39;5219;52;66;206,202762952285
512926;1;2;68;70;26;45;1; ;1;1;2;52;1; ;4;9;ES COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;44;7020;70;68;298,815063169848
512933;1;2;68;70;52;40;1; ;2;2;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;433704;1;03;39;7512;75;68;366,146807342713
512936;1;5;68;70;2;48;3; ;1;1;2;2;1; ;2;9;SISBEN; ; ; ; ; ; ; ; ;1; ;1;300000;1;3000000;1;54;54;8532;85;68;302,376192432129
512938;1;3;68;70;8;48;1; ;1;1;2;7;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;79;79;1810;18;68;340,975336271457
512938;1;4;68;70;6;84;4; ;1;1;2;6;1; ;7;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;9000000;1;95;95;4521;45;68;340,975336271457
512939;1;1;68;70;16;48;4; ;1;2;2;16;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;20000000;1;21;31;7512;75;68;403,522035737192
512942;2;4;68;70;4;4;1; ;1;1;2;4;1; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4800000;1;39;39;9302;93;68;196,725200913976
512942;3;1;68;70;12;55;1; ;1;1;2;12;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;58;58;7020;70;68;196,725200913976
512942;3;4;68;70;40;48;1; ;2;2;2;40;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;900000;1;55;55;5511;55;68;196,725200913976
512943;1;2;68;70;2;84;1; ;1;1;2;15;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;85;98;6031;60;68;298,832179246103
512945;1;2;68;70;4;48;1; ;2;2;2;250;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;30;6599;65;68;323,289062415625
512946;1;1;68;70;40;36;1; ;2;2;2;40;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;840000;1;02;45;3699;36;68;361,847915909334
512951;1;2;68;70;4;40;1; ;1;1;2;14;2; ;9;9;EPS; ; ; ; ; ; ; ; ;1; ;2; ;1;8100000;1;02;02;8050;80;68;381,436947814421
513064;1;3;76;70;104;48;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;83; ; ; ;76;652,199590744352
513069;1;2;76;70;75;40;1; ;2;2;2;6;1; ;7;8; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1000000;1;45;45;6340;63;76;748,470890493423
513077;1;2;76;70;20;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;76;584,381148153874
513089;1;2;76;70;52;48;1; ;1;1;2;52;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;33;4010;40;76;638,992239194999
513098;1;2;76;70;3;48;1; ;1;1;2;8;1; ;5;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;05;05;0118;01;76;855,104034999908
513114;1;1;76;70;2;70;1; ;2;2;2;15;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;470000;1;4000000;1;95;95;4530;45;76;754,817170693622
513125;1;1;76;70;104;84;1; ;1;2;2;36;1; ;9;9;TENIA EPS; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;97;97;1926;19;76;817,538646455246
513131;1;3;76;70;5;20;1; ;2;2;2;40;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;60000;1;45;45;5522;55;76;548,538751981216
513134;2;2;76;70;12;40;1; ;2;2;2;208;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;1932;19;76;579,219861900394
513139;1;2;76;70;4;48;1; ;2;2;2;192;1; ;9;9;EPS; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;45;33;6340;63;76;645,357561776337
513145;1;4;76;70;2;60;1; ;2;2;2;8;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;33;57;9302;93;76;591,787050486705
513145;1;5;76;70;1;30;1; ;1;1;2;4;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;1;75000;1;1500000;1;97;85;5139;51;76;591,787050486705
513149;1;1;76;70;1;40;4; ;2;2;2;168;1; ;8;5; ; ; ; ; ; ; ; ;1; ;RESIBE PENSION;2; ;2; ;1;70;95;4521;45;76;652,199590744352
513160;1;2;76;70;12;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;99; ; ; ;76;727,680404883835
513175;1;5;76;70;8;36;1; ;1;1;2;104;1; ;3;9;ES  AFILIADA  A  EPS; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7499;74;76;808,371749952386
513181;1;5;76;70;13;56;1; ;2;1;2;600;1; ;2;9;TENIA EPS; ; ; ; ; ; ; ;1; ;ESTA ESTUDIANDO;2; ;2; ;1;32;32;7411;74;76;576,850206659772
513182;1;2;76;70;8;66;1; ;1;1;2;17;1; ;7;9;TENIA EPS; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;90;74;2429;24;76;1018,72087367868
513185;1;4;76;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;76;1997,73859991347
513187;1;4;76;70;4;48;1; ;2;2;2;12;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;45;45;5244;52;76;2558,08680786412
513189;1;2;76;70;4;48;4; ;1;1;2;2;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;600000;1;54;55;7493;74;76;664,346920143713
513195;1;2;76;70;5;50;1; ;2;1;2;5;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5300000;1;55;55;7493;74;76;633,811781058732
513201;2;2;76;70;108;48;1; ;1;1;2;208;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;97;1511;15;76;740,376075634504
513203;1;3;76;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;76;2282,08097274996
513209;1;1;76;70;16;50;1; ;2;2;2;5;1; ;8;8; ; ;1; ; ; ; ; ; ; ; ;2; ;1;3000000;1;95;97;4530;45;76;589,999609188427
513212;1;3;76;70;8;48;1; ;1;1;2;8;1; ;3;9;CARTA SISBEN; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;39;53;9242;92;76;836,174471722802
513227;1;3;76;70;36;48;1; ;2;2;2;36;4; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;92;85;4542;45;76;768,554974907085
513227;1;9;76;70;2;72;1; ;1;1;2;2;1; ;2;1; ; ; ; ;1; ; ; ; ; ; ;1;120000;1;4200000;1;95;95;4521;45;76;768,554974907085
513227;1;10;76;70;4;48;1; ;1;2;2;4;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;97;7495;74;76;768,554974907085
513229;1;2;76;70;8;24;1; ;1;1;2;8;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;10000;1;98;1;95;93;3430;34;76;730,521280572281
513232;1;1;76;70;8;48;1; ;1;1;2;18;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;56;9301;93;76;662,42888009579
513232;1;3;76;70;2;48;1; ;1;1;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;490000;1;5500000;1;37;58;6512;65;76;662,42888009579
513239;1;2;76;70;8;48;1; ;1;2;2;40;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;960000;1;45;45;5234;52;76;830,92053255233
513241;1;4;76;70;28;24;1; ;1;1;2;80;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;58;5211;52;76;845,106712106574
513244;1;3;76;70;8;24;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;1140,89519572778
513247;1;2;76;70;52;50;1; ;2;2;2;52;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5249;52;76;642,949129397804
513252;1;2;76;70;40;48;1; ;1;2;2;60;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;8512;85;76;553,206698013541
513254;1;1;76;70;104;48;1; ;2;2;2;156;1; ;9;9;ES COTIZANTE; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5237;52;76;795,676079201717
513256;1;3;76;70;2;50;1; ;2;2;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;867400;1;39;38;5040;50;76;594,195482865238
513259;1;6;76;70;28;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;76;589,378618108171
513436;1;3;08;70;78;48;1; ;1;1;2;208;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;08;39;5211;52;08;448,771159922401
513437;1;4;08;70;26;48;1; ;1;1;2;26;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;97;97;5211;52;08;526,634295304272
513444;1;3;08;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;452,644708010929
513447;1;5;08;70;10;48;1; ;2;2;2;10;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;13;13;8041;80;08;409,195792960514
513451;1;1;08;70;4;48;1; ;2;2;2;4;1; ;4;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;6600000;1;84;84;2899;28;08;450,686179271892
513451;1;3;08;70;52;50;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;55; ; ; ;08;450,686179271892
513452;1;1;08;70;24;60;4; ;2;2;2;24;1; ;4;4; ; ; ; ; ; ; ;1; ; ; ;2; ;1;3150000;1;84;84;3511;35;08;556,701768465046
513456;1;3;08;70;12;48;1; ;1;1;2;12;1; ;8;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;11;11;5141;51;08;479,260322593525
513456;1;6;08;70;32;48;1; ;1;1;2;32;1; ;5;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;45;45;5241;52;08;479,260322593525
513457;1;1;08;70;2;40;4; ;1;1;2;2;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;3000000;1;41;41;5233;52;08;506,140916091466
513460;1;2;08;70;24;48;1; ;1;1;2;24;1; ;7;1; ; ;1; ; ; ; ; ; ; ; ;2; ;1;2800000;1;39;55;6512;65;08;450,729688661438
513463;1;3;08;70;108;48;1; ;2;2;2;108;1; ;6;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;19;19;8045;80;08;570,596483603164
513463;1;7;08;70;2;48;1; ;1;1;2;2;1; ;8;1; ; ;1; ; ; ; ; ; ; ; ;1;400000;1;2400000;1;39;39;4100;41;08;570,596483603164
513470;1;3;05;70;60;48;1; ;2;2;2;60;2; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;19;8532;85;05;833,018530055293
513471;1;1;05;70;16;48;1; ;1;1;2;16;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;80;80;1921;19;05;500,764008050219
513471;1;2;05;70;1;48;1; ;1;1;2;2;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;433700;1;45;45;5521;55;05;500,764008050219
513473;1;2;05;70;8;24;4; ;1;1;2;8;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;640000;1;79;79;1810;18;05;718,2929845756
513475;1;1;05;70;16;48;1; ;1;2;2;16;2; ;9;2; ; ; ; ; ;1; ; ; ; ; ;2; ;1;10300000;1;15;15;7512;75;05;760,043647112546
513476;1;5;05;70;9;48;1; ;1;1;2;12;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;39;39;5233;52;05;902,104481144479
513488;1;1;05;70;32;24;4; ;1;1;2;180;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;81;45;5262;52;05;586,631528541919
513489;1;5;05;70;52;24;1; ;2;2;2;104;1; ;8;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5127;51;05;797,804460031962
513502;1;3;05;70;4;48;1; ;2;2;2;4;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;700000;1;1900000;1;59;59;8513;85;05;601,213731001441
513506;1;4;05;70;52;48;4; ;2;2;2;52;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;03;03;7421;74;05;631,423955158576
513517;1;3;05;70;20;50;1; ;2;2;2;20;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2450000;1;03;84;3430;34;05;718,2929845756
513534;1;3;05;70;8;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;05;710,754883136662
513540;1;2;05;70;12;48;1; ;2;2;2;12;1; ;4;4; ; ;1; ; ; ; ; ; ; ; ;1;400000;1;1500000;1;37;37;7020;70;05;967,6321903085
513552;1;2;08;70;3;50;3; ;1;1;2;3;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;54;54;9500;95;08;515,518157092766
513560;1;3;08;70;3;70;3; ;1;1;2;26;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;630000;1;54;54;9500;95;08;343,148911872452
513562;1;4;08;70;12;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;08;427,286790983755
513569;1;3;08;70;6;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;08;465,000814108732
513576;1;2;08;70;8;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;08;418,658407560453
513582;1;6;08;70;52;48;1; ;1;1;2;52;1; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;45;5233;52;08;542,197176674811
513595;1;2;08;70;48;48;1; ;2;1;2;12;1; ;8;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;08;448,327501812859
513599;1;6;08;70;50;50;1; ;1;1;2;20;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;08;687,792249748907
513600;1;3;08;70;20;50;1; ;2;2;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;2424;24;08;366,83914253014
513605;1;2;08;70;20;50;1; ;1;1;2;20;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;08;456,054847242331
513605;1;3;08;70;12;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;456,054847242331
513628;1;4;08;70;16;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;08;156,92734195769
513643;1;2;08;70;4;48;1; ;1;1;2;4;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;600000;1;54;54;9500;95;08;98,1179025792982
513648;1;4;08;70;120;48;4; ;1;1;2;800;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;98;98;6031;60;08;351,86286323538
513649;1;2;08;70;44;48;1; ;1;1;2;48;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;11;8511;85;08;491,093231614999
513650;1;2;08;70;40;48;1; ;1;1;2;48;4; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;34;8012;80;08;479,051920869695
513657;1;3;11;70;22;28;4; ;2;2;2;58;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6500000;1;03;37;6041;60;11;2303,48803538724
513665;1;2;11;70;4;48;3; ;1;1;2;4;3; ;1;2; ; ; ; ; ; ; ;1; ; ; ;1;20000;1;5300000;1;54;54;9500;95;11;2130,58073478479
513669;1;4;11;70;5;48;1; ;2;2;2;16;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;39;33;8514;85;11;2381,73383283092
513679;1;2;11;70;4;38;3; ;2;1;2;8;3; ;1;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;98;1;54;54;9500;95;11;2249,17967524902
513681;1;1;11;70;8;50;1; ;2;2;2;8;1; ;7;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;11;11;5211;52;11;2693,99798711255
513681;1;2;11;70;3;50;1; ;2;2;2;4;1; ;9;7; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;03;44;5511;55;11;2693,99798711255
513685;1;2;11;70;52;40;1; ;1;1;2;52;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;7491;74;11;1831,39199773695
513689;1;1;11;70;4;48;1; ;1;1;2;4;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;2500000;1;95;95;7010;70;11;2127,58498940768
513697;1;1;11;70;16;40;4; ;2;2;2;24;1; ;3;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1;12000000;1;21;44;6340;63;11;4286,89984412455
513746;1;4;11;70;4;50;1; ;1;1;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;95;95;4521;45;11;2425,25170505627
513754;1;2;11;70;6;48;1; ;1;1;2;6;1; ;5;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2000000;1;32;39;5030;50;11;2247,89787636246
513757;1;2;11;70;208;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;11; ; ; ;11;2407,88144099363
513768;1;4;11;70;8;48;1; ;2;2;2;8;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;59;55;5211;52;11;1718,10010993621
513775;2;1;11;70;8;72;1; ;1;1;2;8;1; ;8;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;37;33;5139;51;11;2523,55876493856
513779;1;3;11;70;20;48;1; ;2;2;2;25;1; ;7;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1600000;1;33;34;6512;65;11;2198,5303027064
513783;1;1;11;70;200;48;4; ;1;1;2;24;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;600000;1;95;93;4552;45;11;2189,53696554218
513788;1;2;11;70;150;48;1; ;2;1;2;150;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;2529;25;11;2486,77502433474
513810;1;2;11;70;52;20;1; ;1;1;2;112;1; ;9;9;COBERTURA  DEL  POS POR  PARTE  DE  LA  EPS; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;06;06;7530;75;11;2418,82545641314
513820;1;3;11;70;52;48;1; ;2;2;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;19;19;5211;52;11;1865,85786026132
513822;1;1;11;70;4;70;4; ;1;1;2;4;5; ;4;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;9600000;1;51;51;5530;55;11;1762,16063092878
513829;1;1;11;70;3;50;1; ;1;1;2;3;1; ;7;9;EPS; ; ; ; ; ; ; ; ;1; ;1;433000;1;950000;1;55;87;3430;34;11;2538,7838153697
513831;1;2;11;70;18;50;1; ;1;1;2;18;1; ;5;9;EPS; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;33;33;7499;74;11;2868,05710735968
513835;1;1;11;70;32;48;1; ;1;1;2;32;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;98;1;95;95;4521;45;11;2130,58073478479
513838;1;2;11;70;12;48;1; ;1;1;2;12;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;34;44;6512;65;11;2407,88144099363
513839;1;4;11;70;20;20;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;34; ; ; ;11;2220,4183335454
513840;1;2;11;70;8;48;1; ;1;1;2;48;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;54;9500;95;11;2607,32464305425
