directorio;secuencia_p;orden;p6020;p6040;mes;area;clase;DPTO;fex_c_2011
24611;1;3;1;49;04;68;1;68;671,996336001143
24612;1;1;1;37;04;05;1;05;1080,33387684445
24612;1;2;2;37;04;05;1;05;1080,33387684445
24612;1;3;1;17;04;05;1;05;1080,33387684445
24612;1;4;2;5;04;05;1;05;1080,33387684445
24613;1;1;1;62;04;19;1;19;62,6270316598166
24613;1;2;2;56;04;19;1;19;62,6270316598166
24613;1;3;2;23;04;19;1;19;62,6270316598166
24613;2;1;2;18;04;19;1;19;62,6270316598166
24614;1;1;2;26;04;50;1;50;294,489681373811
24614;1;2;2;51;04;50;1;50;294,489681373811
24614;1;3;1;9;04;50;1;50;294,489681373811
24614;1;4;2;6;04;50;1;50;294,489681373811
24615;1;1;2;30;04;52;1;52;185,270678489497
24615;1;2;1;12;04;52;1;52;185,270678489497
24616;1;1;2;49;04;41;1;41;195,660229339821
24616;1;2;1;53;04;41;1;41;195,660229339821
24616;1;3;2;25;04;41;1;41;195,660229339821
24616;1;4;2;22;04;41;1;41;195,660229339821
24616;1;5;2;29;04;41;1;41;195,660229339821
24616;1;6;2;5;04;41;1;41;195,660229339821
24616;1;7;2;27;04;41;1;41;195,660229339821
24616;1;8;1;8;04;41;1;41;195,660229339821
24617;1;1;2;49;04;27;1;27;20,6940836620189
24617;1;2;1;23;04;27;1;27;20,6940836620189
24617;1;3;2;20;04;27;1;27;20,6940836620189
24617;1;4;2;27;04;27;1;27;20,6940836620189
24617;1;5;1;3;04;27;1;27;20,6940836620189
24618;1;1;2;57;04;52;1;52;153,546806125748
24619;1;1;1;63;04;19;1;19;149,408660560732
24619;1;2;2;61;04;19;1;19;149,408660560732
24619;1;3;1;40;04;19;1;19;149,408660560732
24619;1;4;2;35;04;19;1;19;149,408660560732
24620;1;1;1;75;04;63;1;63;84,4654986691863
24620;1;2;2;75;04;63;1;63;84,4654986691863
24620;1;3;1;18;04;63;1;63;84,4654986691863
24620;1;4;2;18;04;63;1;63;84,4654986691863
24621;1;1;1;71;04;41;1;41;42,1326622008245
24621;1;2;2;66;04;41;1;41;42,1326622008245
24621;1;3;1;21;04;41;1;41;42,1326622008245
24621;1;4;1;19;04;41;1;41;42,1326622008245
24623;1;1;1;34;04;41;1;41;98,3399948556815
24623;1;2;2;26;04;41;1;41;98,3399948556815
24623;1;3;1;10;04;41;1;41;98,3399948556815
24623;1;4;2;4;04;41;1;41;98,3399948556815
24624;1;1;2;25;04;52;1;52;197,111723429212
24625;1;1;2;38;04;19;1;19;72,7637027119082
24626;1;1;1;34;04;19;1;19;129,101310923395
24626;1;2;2;32;04;19;1;19;129,101310923395
24626;1;3;2;10;04;19;1;19;129,101310923395
24626;1;4;1;6;04;19;1;19;129,101310923395
24626;1;5;1;0;04;19;1;19;129,101310923395
24627;1;1;1;27;04;17;1;17;167,11598820155
24629;1;1;1;30;04;47;1;47;934,357316890254
24629;1;2;2;27;04;47;1;47;934,357316890254
24629;1;3;1;6;04;47;1;47;934,357316890254
24629;1;4;1;4;04;47;1;47;934,357316890254
24630;1;1;2;40;04;05;1;05;2108,77360604958
24630;1;2;2;30;04;05;1;05;2108,77360604958
24631;1;1;1;38;04;47;1;47;297,980519788542
24631;1;2;2;25;04;47;1;47;297,980519788542
24631;1;3;2;10;04;47;1;47;297,980519788542
24631;1;4;2;0;04;47;1;47;297,980519788542
24633;1;1;2;43;04;20;1;20;286,464571139947
24633;1;2;1;44;04;20;1;20;286,464571139947
24633;1;3;1;13;04;20;1;20;286,464571139947
24633;1;4;2;9;04;20;1;20;286,464571139947
24633;1;5;2;6;04;20;1;20;286,464571139947
24633;1;6;1;4;04;20;1;20;286,464571139947
24634;1;1;1;86;04;19;1;19;117,657847920999
24634;1;2;2;80;04;19;1;19;117,657847920999
24635;1;1;2;67;04;27;1;27;16,7693436571532
24635;1;2;1;46;04;27;1;27;16,7693436571532
24636;1;1;2;77;04;68;1;68;972,347892864689
24637;1;1;1;82;04;63;1;63;67,9153920072512
24637;1;2;2;73;04;63;1;63;67,9153920072512
24637;1;3;2;55;04;63;1;63;67,9153920072512
24638;1;1;1;28;04;05;1;05;1418,08538401414
24638;1;2;2;30;04;05;1;05;1418,08538401414
24638;1;3;2;8;04;05;1;05;1418,08538401414
24638;1;4;1;4;04;05;1;05;1418,08538401414
24638;1;5;1;18;04;05;1;05;1418,08538401414
24638;1;6;2;63;04;05;1;05;1418,08538401414
24639;1;1;1;42;04;17;1;17;269,769422469658
24639;1;2;2;24;04;17;1;17;269,769422469658
24640;1;1;2;75;04;70;1;70;153,500407349967
24640;1;2;2;52;04;70;1;70;153,500407349967
24641;1;1;1;68;04;52;1;52;124,426815030419
24641;1;2;2;56;04;52;1;52;124,426815030419
24642;1;1;2;87;04;27;1;27;23,2428035248043
24642;1;2;1;94;04;27;1;27;23,2428035248043
24644;1;1;1;50;04;47;1;47;239,578001436648
24644;1;2;2;51;04;47;1;47;239,578001436648
24644;1;3;1;22;04;47;1;47;239,578001436648
24644;1;4;1;12;04;47;1;47;239,578001436648
24646;1;1;1;46;04;68;1;68;543,795896759484
24646;1;2;2;43;04;68;1;68;543,795896759484
24646;1;3;1;23;04;68;1;68;543,795896759484
24646;1;4;2;19;04;68;1;68;543,795896759484
24647;1;1;2;32;04;05;1;05;574,673903621478
24647;1;2;2;14;04;05;1;05;574,673903621478
24648;1;1;2;38;04;05;1;05;1079,66557466617
24648;1;2;1;32;04;05;1;05;1079,66557466617
24648;1;3;2;17;04;05;1;05;1079,66557466617
24649;1;1;2;60;04;27;1;27;23,2428035248043
24649;1;2;2;28;04;27;1;27;23,2428035248043
24649;1;3;1;24;04;27;1;27;23,2428035248043
24649;1;4;2;28;04;27;1;27;23,2428035248043
24650;1;1;1;58;04;19;1;19;126,578740420294
24650;1;2;2;43;04;19;1;19;126,578740420294
24650;1;3;1;19;04;19;1;19;126,578740420294
24650;1;4;1;15;04;19;1;19;126,578740420294
24651;1;1;2;79;04;63;1;63;81,0830787974368
24651;1;2;2;55;04;63;1;63;81,0830787974368
24651;1;3;1;28;04;63;1;63;81,0830787974368
24651;1;4;1;29;04;63;1;63;81,0830787974368
24652;1;1;1;38;04;27;1;27;152,5681462141
24652;1;2;2;35;04;27;1;27;152,5681462141
24652;1;3;1;16;04;27;1;27;152,5681462141
24652;1;4;1;15;04;27;1;27;152,5681462141
24652;1;5;1;8;04;27;1;27;152,5681462141
24652;1;6;1;5;04;27;1;27;152,5681462141
24652;1;7;1;8;04;27;1;27;152,5681462141
24653;1;1;1;46;04;47;1;47;864,382213932161
24654;1;1;1;24;04;19;1;19;175,118904016906
24655;1;1;2;29;04;23;1;23;132,164775981594
24655;1;2;1;9;04;23;1;23;132,164775981594
24655;1;3;1;0;04;23;1;23;132,164775981594
24655;1;4;2;53;04;23;1;23;132,164775981594
24655;1;5;1;55;04;23;1;23;132,164775981594
24655;1;6;1;24;04;23;1;23;132,164775981594
24657;1;1;1;59;04;19;1;19;104,875400305914
24657;1;2;2;51;04;19;1;19;104,875400305914
24657;1;3;1;22;04;19;1;19;104,875400305914
24657;1;4;2;16;04;19;1;19;104,875400305914
24657;1;5;1;13;04;19;1;19;104,875400305914
24657;1;6;2;37;04;19;1;19;104,875400305914
24658;1;1;1;72;04;17;1;17;85,650186941122
24658;1;2;2;71;04;17;1;17;85,650186941122
24659;1;1;1;27;04;05;1;05;2749,77913734217
24659;1;2;2;21;04;05;1;05;2749,77913734217
24659;1;3;1;1;04;05;1;05;2749,77913734217
24660;1;1;1;54;04;23;1;23;163,641724800169
24660;1;2;2;50;04;23;1;23;163,641724800169
24660;1;3;2;17;04;23;1;23;163,641724800169
24660;1;4;1;17;04;23;1;23;163,641724800169
24661;1;1;2;21;04;19;1;19;192,907115730221
24663;1;1;1;46;04;47;1;47;268,779260612595
24663;1;2;2;45;04;47;1;47;268,779260612595
24663;1;3;1;13;04;47;1;47;268,779260612595
24663;1;4;2;6;04;47;1;47;268,779260612595
24664;1;1;1;18;04;19;1;19;175,118904016906
24665;1;1;1;48;04;47;1;47;221,239381509105
24665;1;2;2;51;04;47;1;47;221,239381509105
24665;1;3;2;32;04;47;1;47;221,239381509105
24666;1;1;2;34;04;44;1;44;145,834848010873
24666;1;2;1;34;04;44;1;44;145,834848010873
24666;1;3;1;11;04;44;1;44;145,834848010873
24666;1;4;1;8;04;44;1;44;145,834848010873
24666;1;5;1;2;04;44;1;44;145,834848010873
24667;1;1;2;52;04;27;1;27;23,2428035248043
24667;1;2;1;30;04;27;1;27;23,2428035248043
24667;1;3;2;12;04;27;1;27;23,2428035248043
24669;1;1;1;63;04;47;1;47;739,569034038513
24670;1;1;1;30;04;63;1;63;117,365034763774
24670;1;2;2;25;04;63;1;63;117,365034763774
24670;1;3;1;3;04;63;1;63;117,365034763774
24672;1;1;2;68;04;66;1;66;225,267446037173
24672;1;2;1;70;04;66;1;66;225,267446037173
24672;1;3;2;64;04;66;1;66;225,267446037173
24674;1;1;2;53;04;19;1;19;140,460386342699
24674;1;2;1;34;04;19;1;19;140,460386342699
24674;1;3;1;23;04;19;1;19;140,460386342699
24674;1;4;2;19;04;19;1;19;140,460386342699
24674;1;5;2;15;04;19;1;19;140,460386342699
24675;1;1;1;36;04;68;1;68;1085,61539637809
24675;1;2;2;65;04;68;1;68;1085,61539637809
24676;1;1;2;50;04;19;1;19;158,060109850124
24676;1;2;2;27;04;19;1;19;158,060109850124
24676;1;3;1;9;04;19;1;19;158,060109850124
24677;1;1;1;100;04;19;1;19;57,8457438860384
24677;1;2;2;68;04;19;1;19;57,8457438860384
24677;1;3;1;65;04;19;1;19;57,8457438860384
24678;1;1;1;42;04;19;1;19;171,012280397571
24678;1;2;2;38;04;19;1;19;171,012280397571
24678;1;3;2;16;04;19;1;19;171,012280397571
24678;1;4;2;6;04;19;1;19;171,012280397571
24680;1;1;2;43;04;27;1;27;43,4030071126319
24680;1;2;1;55;04;27;1;27;43,4030071126319
24680;1;3;1;11;04;27;1;27;43,4030071126319
24681;1;1;2;31;04;44;1;44;89,3484728664178
24681;1;2;1;41;04;44;1;44;89,3484728664178
24681;1;3;1;9;04;44;1;44;89,3484728664178
24681;1;4;1;6;04;44;1;44;89,3484728664178
24681;1;5;1;1;04;44;1;44;89,3484728664178
24681;1;6;2;56;04;44;1;44;89,3484728664178
24682;1;1;1;39;04;54;1;54;472,34124217664
24682;1;2;2;37;04;54;1;54;472,34124217664
24682;1;3;2;12;04;54;1;54;472,34124217664
24683;1;1;1;50;04;17;1;17;187,34434597375
24683;1;2;2;52;04;17;1;17;187,34434597375
24683;1;3;1;27;04;17;1;17;187,34434597375
24683;1;4;2;18;04;17;1;17;187,34434597375
24684;1;1;2;41;04;15;1;15;35,4605901131252
24686;1;1;2;30;04;68;1;68;1226,69757220547
24686;1;2;1;35;04;68;1;68;1226,69757220547
24686;1;3;2;14;04;68;1;68;1226,69757220547
24686;1;4;2;12;04;68;1;68;1226,69757220547
24686;1;5;1;9;04;68;1;68;1226,69757220547
24686;1;6;2;6;04;68;1;68;1226,69757220547
24686;1;7;2;4;04;68;1;68;1226,69757220547
24688;1;1;1;38;04;66;1;66;663,134456937244
24688;1;2;2;37;04;66;1;66;663,134456937244
24688;1;3;1;16;04;66;1;66;663,134456937244
24688;1;4;1;7;04;66;1;66;663,134456937244
24689;1;1;1;60;04;54;1;54;397,83804698714
24689;1;2;2;41;04;54;1;54;397,83804698714
24689;1;3;2;24;04;54;1;54;397,83804698714
24689;1;4;2;15;04;54;1;54;397,83804698714
24690;1;1;1;58;04;47;1;47;147,345434582818
24690;1;2;2;26;04;47;1;47;147,345434582818
24690;1;3;1;7;04;47;1;47;147,345434582818
24691;1;1;1;62;04;23;1;23;129,310870409363
24691;1;2;2;57;04;23;1;23;129,310870409363
24692;1;1;2;65;04;63;1;63;55,183760185784
24692;1;2;1;51;04;63;1;63;55,183760185784
24692;1;3;2;47;04;63;1;63;55,183760185784
24692;1;4;2;25;04;63;1;63;55,183760185784
24692;1;5;1;16;04;63;1;63;55,183760185784
24692;1;6;1;42;04;63;1;63;55,183760185784
24692;1;7;1;59;04;63;1;63;55,183760185784
24693;1;1;1;62;04;19;1;19;36,9993232455972
24693;1;2;2;67;04;19;1;19;36,9993232455972
24694;1;1;1;59;04;05;1;05;1572,56278159423
24694;1;2;2;35;04;05;1;05;1572,56278159423
24694;1;3;2;21;04;05;1;05;1572,56278159423
24694;1;4;2;33;04;05;1;05;1572,56278159423
24694;1;5;1;8;04;05;1;05;1572,56278159423
24694;1;6;2;31;04;05;1;05;1572,56278159423
24694;1;7;2;8;04;05;1;05;1572,56278159423
24695;1;1;2;24;04;27;1;27;146,465420365536
24695;1;2;1;36;04;27;1;27;146,465420365536
24695;1;3;2;2;04;27;1;27;146,465420365536
24696;1;1;2;62;04;11;1;11;1223,80205492982
24696;1;2;1;38;04;11;1;11;1223,80205492982
24697;1;1;2;55;04;15;1;15;51,7366411558684
24697;1;2;1;23;04;15;1;15;51,7366411558684
24698;1;1;2;42;04;47;1;47;608,136498509044
24698;1;2;1;17;04;47;1;47;608,136498509044
24698;1;3;1;16;04;47;1;47;608,136498509044
24698;1;4;1;7;04;47;1;47;608,136498509044
24699;1;1;2;40;04;05;1;05;1318,26705727127
24699;1;2;2;11;04;05;1;05;1318,26705727127
24701;1;1;1;83;04;63;1;63;89,8420812883909
24701;1;2;2;79;04;63;1;63;89,8420812883909
24701;1;3;1;49;04;63;1;63;89,8420812883909
24703;1;1;2;41;04;19;1;19;51,8160041944114
24703;1;2;2;37;04;19;1;19;51,8160041944114
24703;1;3;2;15;04;19;1;19;51,8160041944114
24703;1;4;1;9;04;19;1;19;51,8160041944114
24703;1;5;1;5;04;19;1;19;51,8160041944114
24704;1;1;2;19;04;13;1;13;287,353460188946
24704;1;2;2;40;04;13;1;13;287,353460188946
24704;1;3;2;17;04;13;1;13;287,353460188946
24705;1;1;1;57;04;15;1;15;36,5120110747037
24706;1;1;2;79;04;23;1;23;117,384749318783
24706;1;2;2;17;04;23;1;23;117,384749318783
24706;1;3;1;0;04;23;1;23;117,384749318783
24706;1;4;2;20;04;23;1;23;117,384749318783
24706;1;5;1;3;04;23;1;23;117,384749318783
24706;1;6;1;1;04;23;1;23;117,384749318783
24708;1;1;1;38;04;54;1;54;587,55884431689
24708;1;2;2;43;04;54;1;54;587,55884431689
24708;1;3;1;13;04;54;1;54;587,55884431689
24709;1;1;1;76;04;63;1;63;84,5565092854077
24710;1;1;2;80;04;41;1;41;71,04337125021
24710;1;2;1;32;04;41;1;41;71,04337125021
24710;1;3;1;8;04;41;1;41;71,04337125021
24711;1;1;2;48;04;44;1;44;155,109785217899
24711;1;2;1;49;04;44;1;44;155,109785217899
24711;1;3;1;20;04;44;1;44;155,109785217899
24711;1;4;1;13;04;44;1;44;155,109785217899
24711;1;5;2;3;04;44;1;44;155,109785217899
24712;1;1;1;64;04;41;1;41;110,204219749111
24712;1;2;2;61;04;41;1;41;110,204219749111
24712;1;3;2;37;04;41;1;41;110,204219749111
24712;1;4;1;32;04;41;1;41;110,204219749111
24712;1;5;2;7;04;41;1;41;110,204219749111
24713;1;1;1;54;04;66;1;66;416,142489664012
24713;1;2;2;54;04;66;1;66;416,142489664012
24713;1;3;1;15;04;66;1;66;416,142489664012
24714;1;1;2;65;04;68;1;68;363,815417855631
24714;1;2;1;86;04;68;1;68;363,815417855631
24714;1;3;2;27;04;68;1;68;363,815417855631
24714;1;4;1;18;04;68;1;68;363,815417855631
24714;1;5;1;10;04;68;1;68;363,815417855631
24715;1;1;2;30;04;73;1;73;166,03110712409
24715;1;2;2;14;04;73;1;73;166,03110712409
24715;1;3;2;13;04;73;1;73;166,03110712409
24716;1;1;2;46;04;11;1;11;5215,9980132976
24716;1;2;1;39;04;11;1;11;5215,9980132976
24716;1;3;2;24;04;11;1;11;5215,9980132976
24717;1;1;2;74;04;27;1;27;16,7693436571532
24717;1;2;1;85;04;27;1;27;16,7693436571532
24717;1;3;1;70;04;27;1;27;16,7693436571532
24719;1;1;2;38;04;68;1;68;1152,55829088256
24719;1;2;1;46;04;68;1;68;1152,55829088256
24719;1;3;1;19;04;68;1;68;1152,55829088256
24720;1;1;2;63;04;05;1;05;498,839612237188
24720;1;2;1;44;04;05;1;05;498,839612237188
24720;1;3;2;40;04;05;1;05;498,839612237188
24720;1;4;2;15;04;05;1;05;498,839612237188
24721;1;1;2;68;04;19;1;19;68,1549684802744
24721;1;2;1;44;04;19;1;19;68,1549684802744
24721;1;3;2;65;04;19;1;19;68,1549684802744
24721;1;4;1;27;04;19;1;19;68,1549684802744
24722;1;1;2;59;04;54;1;54;490,212343629922
24722;1;2;2;25;04;54;1;54;490,212343629922
24723;1;1;1;56;04;05;1;05;1023,86848924484
24724;1;1;2;57;04;47;1;47;168,138005416226
24724;1;2;1;33;04;47;1;47;168,138005416226
24725;1;1;2;28;04;05;1;05;2083,8782833169
24726;1;1;2;61;04;27;1;27;20,6940836620189
24726;1;2;1;62;04;27;1;27;20,6940836620189
24726;1;3;1;32;04;27;1;27;20,6940836620189
24726;1;4;2;24;04;27;1;27;20,6940836620189
24727;1;1;1;44;04;41;1;41;141,843581799754
24727;1;2;2;31;04;41;1;41;141,843581799754
24727;1;3;1;16;04;41;1;41;141,843581799754
24727;1;4;2;5;04;41;1;41;141,843581799754
24727;1;5;1;2;04;41;1;41;141,843581799754
24728;1;1;1;78;04;52;1;52;70,9240759380415
24728;1;2;2;76;04;52;1;52;70,9240759380415
24728;1;3;1;56;04;52;1;52;70,9240759380415
24728;1;4;1;22;04;52;1;52;70,9240759380415
24729;1;1;1;65;04;52;1;52;273,379787733275
24729;1;2;2;17;04;52;1;52;273,379787733275
24730;1;1;1;38;04;15;1;15;99,265163494314
24730;1;2;2;34;04;15;1;15;99,265163494314
24730;1;3;2;17;04;15;1;15;99,265163494314
24730;1;4;1;15;04;15;1;15;99,265163494314
24730;1;5;1;7;04;15;1;15;99,265163494314
24730;1;6;2;5;04;15;1;15;99,265163494314
24731;1;1;1;21;04;15;1;15;49,2367477039316
24732;1;1;2;55;04;50;1;50;210,594485577564
24734;1;1;2;69;04;66;1;66;109,386166654386
24735;1;1;2;42;04;19;1;19;111,605721634955
24735;1;2;1;14;04;19;1;19;111,605721634955
24736;1;1;1;79;04;63;1;63;72,7626201181288
24736;1;2;2;68;04;63;1;63;72,7626201181288
24736;1;3;1;49;04;63;1;63;72,7626201181288
24737;1;1;1;31;04;05;1;05;1932,12556281623
24738;1;1;2;20;04;23;1;23;149,508252976873
24738;1;2;1;11;04;23;1;23;149,508252976873
24738;1;3;1;9;04;23;1;23;149,508252976873
24739;1;1;1;82;04;47;1;47;208,600932857394
24739;1;2;2;51;04;47;1;47;208,600932857394
24739;1;3;1;34;04;47;1;47;208,600932857394
24739;1;4;1;30;04;47;1;47;208,600932857394
24739;1;5;1;26;04;47;1;47;208,600932857394
24739;1;6;2;25;04;47;1;47;208,600932857394
24739;1;7;2;6;04;47;1;47;208,600932857394
24739;1;8;2;0;04;47;1;47;208,600932857394
24740;1;1;1;67;04;08;1;08;512,827949596206
24740;1;2;2;61;04;08;1;08;512,827949596206
24740;1;3;1;21;04;08;1;08;512,827949596206
24741;1;1;1;29;04;68;1;68;1595,26422294445
24741;1;2;2;23;04;68;1;68;1595,26422294445
24743;1;1;2;66;04;11;1;11;1223,80205492982
24743;1;2;1;33;04;11;1;11;1223,80205492982
24744;1;1;1;52;04;52;1;52;336,407692781121
24744;1;2;2;48;04;52;1;52;336,407692781121
24744;1;3;1;11;04;52;1;52;336,407692781121
24744;1;4;1;6;04;52;1;52;336,407692781121
24745;1;1;2;91;04;66;1;66;313,178028657958
24745;1;2;2;56;04;66;1;66;313,178028657958
24746;1;1;1;88;04;76;1;76;393,453190465412
24746;1;2;2;65;04;76;1;76;393,453190465412
24746;1;3;2;54;04;76;1;76;393,453190465412
24747;1;1;1;62;04;52;1;52;141,310772394562
24747;1;2;2;62;04;52;1;52;141,310772394562
24747;1;3;1;31;04;52;1;52;141,310772394562
24747;1;4;2;29;04;52;1;52;141,310772394562
24748;1;1;1;34;04;13;1;13;309,038898730239
24748;1;2;2;30;04;13;1;13;309,038898730239
24748;1;3;1;6;04;13;1;13;309,038898730239
24749;1;1;2;64;04;44;1;44;128,803148314756
24749;1;2;1;11;04;44;1;44;128,803148314756
24749;1;3;1;10;04;44;1;44;128,803148314756
24750;1;1;1;49;04;66;1;66;379,627291754738
24750;1;2;2;33;04;66;1;66;379,627291754738
24750;1;3;2;12;04;66;1;66;379,627291754738
24750;1;4;1;10;04;66;1;66;379,627291754738
24751;1;1;1;38;04;17;1;17;346,083700440528
24751;1;2;2;34;04;17;1;17;346,083700440528
24751;1;3;1;10;04;17;1;17;346,083700440528
24751;1;4;1;5;04;17;1;17;346,083700440528
24752;1;1;1;42;04;68;1;68;1192,80194089874
24752;1;2;1;37;04;68;1;68;1192,80194089874
24752;1;3;1;62;04;68;1;68;1192,80194089874
24753;1;1;1;59;04;63;1;63;71,837755611721
24753;1;2;2;55;04;63;1;63;71,837755611721
24754;1;1;2;46;04;50;1;50;81,9625625156274
24754;1;2;1;18;04;50;1;50;81,9625625156274
24756;1;1;2;32;04;15;1;15;40,8408429322344
24756;1;2;2;8;04;15;1;15;40,8408429322344
24759;1;1;1;53;04;08;1;08;731,251707613622
24759;1;2;2;15;04;08;1;08;731,251707613622
24760;1;1;2;70;04;27;1;27;36,616355091384
24760;1;2;1;47;04;27;1;27;36,616355091384
24761;1;1;1;36;04;52;1;52;155,22225406076
24762;1;1;2;41;04;27;1;27;184,842177144006
24762;1;2;1;28;04;27;1;27;184,842177144006
24762;1;3;1;26;04;27;1;27;184,842177144006
24762;1;4;1;22;04;27;1;27;184,842177144006
24762;1;5;2;18;04;27;1;27;184,842177144006
24762;1;6;1;10;04;27;1;27;184,842177144006
24762;1;7;2;7;04;27;1;27;184,842177144006
24763;1;1;1;89;04;47;1;47;107,188625252552
24763;1;2;1;48;04;47;1;47;107,188625252552
24763;1;3;2;53;04;47;1;47;107,188625252552
24763;1;4;2;35;04;47;1;47;107,188625252552
24763;1;5;2;17;04;47;1;47;107,188625252552
24763;1;6;1;14;04;47;1;47;107,188625252552
24763;1;7;2;12;04;47;1;47;107,188625252552
24763;1;8;1;47;04;47;1;47;107,188625252552
24764;1;1;1;21;04;68;1;68;190,533455847705
24764;1;2;2;20;04;68;1;68;190,533455847705
24764;1;3;1;0;04;68;1;68;190,533455847705
24764;1;4;1;17;04;68;1;68;190,533455847705
24764;1;5;1;14;04;68;1;68;190,533455847705
24764;1;6;2;8;04;68;1;68;190,533455847705
24764;1;7;1;21;04;68;1;68;190,533455847705
24764;1;8;2;23;04;68;1;68;190,533455847705
24764;1;9;1;1;04;68;1;68;190,533455847705
24764;1;10;2;0;04;68;1;68;190,533455847705
24764;2;1;1;26;04;68;1;68;190,533455847705
24764;2;2;1;2;04;68;1;68;190,533455847705
24764;2;3;2;0;04;68;1;68;190,533455847705
24765;1;1;1;33;04;05;1;05;2110,67106395375
24765;1;2;2;36;04;05;1;05;2110,67106395375
24765;1;3;1;15;04;05;1;05;2110,67106395375
24765;1;4;2;6;04;05;1;05;2110,67106395375
24766;1;1;2;40;04;05;1;05;953,470150909688
24766;1;2;1;10;04;05;1;05;953,470150909688
24767;1;1;1;76;04;23;1;23;170,703183766207
24767;1;2;2;68;04;23;1;23;170,703183766207
24768;1;1;2;57;04;66;1;66;364,123743320816
24768;1;2;1;19;04;66;1;66;364,123743320816
24769;1;1;1;61;04;63;1;63;195,49710242058
24769;1;2;2;56;04;63;1;63;195,49710242058
24769;1;3;1;17;04;63;1;63;195,49710242058
24770;1;1;2;43;04;73;1;73;303,950200474114
24770;1;2;2;8;04;73;1;73;303,950200474114
24770;1;3;2;69;04;73;1;73;303,950200474114
24772;1;1;2;61;04;23;1;23;127,812540894694
24772;1;2;2;30;04;23;1;23;127,812540894694
24772;1;3;1;13;04;23;1;23;127,812540894694
24772;1;4;1;13;04;23;1;23;127,812540894694
24772;1;5;1;4;04;23;1;23;127,812540894694
24772;1;6;1;11;04;23;1;23;127,812540894694
24772;1;7;2;6;04;23;1;23;127,812540894694
24774;1;1;2;28;04;44;1;44;92,550732172739
24774;1;2;1;36;04;44;1;44;92,550732172739
24774;1;3;2;4;04;44;1;44;92,550732172739
24775;1;1;1;55;04;52;1;52;121,090178425733
24776;1;1;2;58;04;52;1;52;256,525172323752
24776;1;2;2;33;04;52;1;52;256,525172323752
24776;1;3;2;26;04;52;1;52;256,525172323752
24776;2;1;1;53;04;52;1;52;256,525172323752
24776;2;2;2;43;04;52;1;52;256,525172323752
24776;2;3;1;14;04;52;1;52;256,525172323752
24777;1;1;2;63;04;15;1;15;41,2168207853919
24779;1;1;1;51;04;23;1;23;154,542677485106
24779;1;2;2;40;04;23;1;23;154,542677485106
24779;1;3;1;16;04;23;1;23;154,542677485106
24779;1;4;2;7;04;23;1;23;154,542677485106
24781;1;1;2;39;04;70;1;70;144,564373601464
24781;1;2;2;22;04;70;1;70;144,564373601464
24781;1;3;2;16;04;70;1;70;144,564373601464
24781;1;4;1;10;04;70;1;70;144,564373601464
24782;1;1;1;58;04;15;1;15;32,5212391789837
24782;1;2;1;82;04;15;1;15;32,5212391789837
24783;1;1;2;61;04;63;1;63;71,1360153320413
24783;1;2;1;25;04;63;1;63;71,1360153320413
24784;1;1;1;75;04;15;1;15;40,6875010629169
24784;1;2;2;68;04;15;1;15;40,6875010629169
24784;1;3;1;40;04;15;1;15;40,6875010629169
24784;1;4;2;11;04;15;1;15;40,6875010629169
24784;1;5;1;63;04;15;1;15;40,6875010629169
24787;1;1;1;53;04;17;1;17;161,720355030694
24787;1;2;2;51;04;17;1;17;161,720355030694
24787;1;3;2;12;04;17;1;17;161,720355030694
24787;1;4;1;20;04;17;1;17;161,720355030694
24787;1;5;1;42;04;17;1;17;161,720355030694
24787;1;6;2;81;04;17;1;17;161,720355030694
24788;1;1;2;60;04;05;1;05;491,420800397258
24788;1;2;2;28;04;05;1;05;491,420800397258
24788;1;3;2;23;04;05;1;05;491,420800397258
24788;1;4;1;19;04;05;1;05;491,420800397258
24788;1;5;2;17;04;05;1;05;491,420800397258
24789;1;1;1;41;04;27;1;27;184,842177144006
24789;1;2;2;14;04;27;1;27;184,842177144006
24789;1;3;2;11;04;27;1;27;184,842177144006
24790;1;1;1;37;04;47;1;47;206,878908145897
24790;1;2;2;27;04;47;1;47;206,878908145897
24790;1;3;2;5;04;47;1;47;206,878908145897
24791;1;1;1;49;04;18;1;18;70,491961266193
24791;1;2;2;48;04;18;1;18;70,491961266193
24791;1;3;2;15;04;18;1;18;70,491961266193
24791;1;4;2;8;04;18;1;18;70,491961266193
24792;1;1;1;19;04;52;1;52;133,407349278364
24793;1;1;2;50;04;05;1;05;2290,18182013715
24793;1;2;1;26;04;05;1;05;2290,18182013715
24794;1;1;2;81;04;66;1;66;377,814062457583
24796;1;1;2;65;04;41;1;41;129,275749859576
24798;1;1;1;50;04;15;1;15;308,571216265886
24798;1;2;2;47;04;15;1;15;308,571216265886
24798;1;3;2;20;04;15;1;15;308,571216265886
24801;1;1;1;58;04;52;1;52;60,1762882528801
24801;1;2;2;54;04;52;1;52;60,1762882528801
24801;1;3;1;86;04;52;1;52;60,1762882528801
24802;1;1;1;23;04;52;1;52;128,742756646253
24803;1;1;1;53;04;66;1;66;416,142489664012
24803;1;2;2;39;04;66;1;66;416,142489664012
24803;1;3;1;15;04;66;1;66;416,142489664012
24804;1;1;1;64;04;15;1;15;60,2029656132665
24804;1;2;2;51;04;15;1;15;60,2029656132665
24804;1;3;2;25;04;15;1;15;60,2029656132665
24804;1;4;1;20;04;15;1;15;60,2029656132665
