DIRECTORIO;SECUENCIA_P;ORDEN;REGIS;P7250;P7260;P7280;P7280S1;P7290;P7300;P7310;P7320;P7350;P7350S1;P7360;P7390;P7390S1;P7420;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7420S7A1;P7422;P7422S1;P7424;P7424S1;CLASE;OFICIO1;OFICIO2;RAMA4D_D;RAMA2D_D;DSI;DPTO;AREA;fex_c_2011
559440;4;1;70;1;72;1; ;1;1;2;2;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;433700;1;6000000;1;55;55;5521;55;1;68;68;422,54269832801
559456;3;1;70;4;48;1; ;1;1;2;4;1; ;7;1; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;6000000;1;45;90;3430;34;1;68;68;457,120128296157
559467;1;2;70;52;48;1; ;1;1;2;52;1; ;4;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5139;51;1;68;68;495,762134042496
559469;1;3;70;6;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;1;68;68;402,053982930507
559475;1;1;70;2;48;1; ;1;1;2;3;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;120000;1;1200000;1;78;78;1600;16;1;68;68;258,651278104369
559475;1;6;70;2;48;3; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;1;68;68;258,651278104369
559484;1;1;70;4;48;1; ;1;1;2;3;1; ;9;1; ; ;1; ; ; ; ; ; ; ; ;1;520000;1;5200000;1;59;59;8043;80;1;68;68;421,905893033505
559488;1;2;70;1;60;1; ;1;1;2;3;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;510000;1;5100000;1;45;55;8043;80;1;68;68;269,130109549848
559501;1;2;70;4;40;1; ;1;1;2;4;1; ;3;8; ; ; ; ; ; ; ; ; ;1; ;1;450000;1;450000;1;53;53;5521;55;1;70;70;101,600253316211
559503;1;2;70;8;48;1; ;1;1;2;32;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;44;6512;65;1;70;70;103,29631974348
559504;1;1;70;40;40;1; ;1;1;2;40;1; ;8;6; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1000000;1;98;98;9242;92;1;70;70;88,6192138149178
559505;1;5;70;8;40;1; ;1;1;2;52;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;5233;52;1;70;70;73,5986773517383
559511;1;2;70;42;40;1; ;2;2;2;624;1; ;9;2; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;33;33;6512;65;1;70;70;81,6326240210807
559522;1;1;70;4;50;1; ;1;1;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;70;70;116,621573820733
559522;1;3;70;52;48;2; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;1;70;70;116,621573820733
559522;1;5;70;8;48;1; ;1;1;2;8;1; ;5;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4350000;1;33;39;8512;85;1;70;70;116,621573820733
559524;2;1;70;4;48;3; ;1;1;2;4;3; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;400000;1;54;54;9500;95;1;70;70;49,763833612921
559525;1;1;70;8;48;4; ;1;1;2;8;4; ;1;5; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;93;93;4552;45;1;70;70;100,761337068003
559536;1;3;70;16;50;1; ;1;1;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3200000;1;37;37;6412;64;1;70;70;117,324168764813
559537;1;3;70;144;40;3; ;1;1;2;144;3; ;1;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;70;70;88,7325770217154
559544;1;2;70;4;40;1; ;1;1;2;60;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8043;80;1;70;70;63,873415632735
559546;1;1;70;4;40;3; ;1;1;2;4;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;250000;1;2500000;1;54;77;1551;15;1;70;70;78,6661376855322
559553;1;8;70;16;20;3; ;1;1;2;24;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;140000;1;54;54;9500;95;1;70;70;43,921747789443
559566;1;1;70;1;35;4; ;1;1;2;2;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;1;144000;2; ;1;56;56;9301;93;1;70;70;89,4079123608437
559570;1;3;70;8;48;1; ;1;1;2;12;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;97;5219;52;1;70;70;106,587701627341
559576;1;2;70;4;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;81; ; ; ;1;70;70;78,7393968609331
559580;1;12;70;2;40;1; ;2;2;2;8;2; ;5;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1800000;1;45;39;9231;92;1;70;70;43,921747789443
559588;1;2;70;1;50;1; ;1;1;2;24;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5262;52;1;70;70;91,9931127386029
559614;1;2;70;3;25;3; ;1;1;2;3;1; ;3;3; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;3900000;1;54;53;5529;55;1;73;73;395,587587078905
559616;1;5;70;1;48;3; ;1;1;2;80;1; ;2;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;99;5521;55;1;73;73;1015,99149821233
559619;1;2;70;2;40;4; ;1;1;2;999;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;55;5211;52;1;73;73;778,289782108167
559620;2;2;70;4;48;1; ;1;1;2;3;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;1;300000;2; ;1;62;62;0115;01;1;73;73;397,574563208934
559627;1;2;70;45;25;4; ;1;1;2;60;3; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;54;9500;95;1;73;73;195,259160091841
559627;1;3;70;52;40;1; ;1;2;2;12;1; ;2;4; ; ; ; ;1; ; ; ; ; ; ;2; ;1;433700;1;58;38;6421;64;1;73;73;195,259160091841
559629;1;1;70;15;45;1; ;1;1;2;15;8; ;3;1; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO;1;15000;1;600000;1;95;62;0111;01;1;73;73;253,494230965635
559635;1;2;70;8;40;1; ;1;1;2;17;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;8511;85;1;73;73;488,977921743001
559638;1;3;70;8;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;147,854431759028
559643;1;4;70;8;40;1; ;2;2;2;74;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;62;54;9500;95;1;73;73;537,141248709871
559644;1;2;70;8;40;1; ;1;2;2;18;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5521;55;1;73;73;164,029711128981
559645;1;5;70;10;40;1; ;1;1;2;10;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;53;5521;55;1;73;73;136,429182348105
559647;1;2;70;240;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;73;73;295,32898341927
559648;1;1;70;12;40;1; ;1;2;2;12;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;39;39;7523;75;1;73;73;322,821397886895
559648;1;3;70;140;40;1; ;1;1;2;1;1; ;6;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;34;95;4521;45;1;73;73;322,821397886895
559650;1;1;70;1;48;4; ;1;1;2;1;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;50000;1;300000;1;62;62;0140;01;1;73;73;332,233745211149
559654;1;2;70;4;48;1; ;1;1;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;09;32;5243;52;1;73;73;227,800818598326
559660;1;4;70;4;48;1; ;2;1;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;800000;1;95;93;4552;45;1;73;73;390,518320183681
559662;1;1;70;8;48;1; ;2;2;2;16;3; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1350000;1;79;54;9500;95;1;73;73;252,28955931188
559663;1;2;70;4;40;1; ;2;2;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;800000;1;10000000;1;45;44;8511;85;1;73;73;162,979903331085
559663;1;5;70;2;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;39; ; ; ;1;73;73;162,979903331085
559663;1;8;70;52;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;162,979903331085
559664;1;4;70;4;54;1; ;2;2;2;4;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;240000;1;2400000;1;81;81;5241;52;1;73;73;470,931877054268
559668;1;2;70;2;48;4; ;1;2;2;2;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;400000;1;1600000;1;98;53;9219;92;1;73;73;765,48753205575
559671;1;3;70;52;40;1; ;1;1;2;520;1; ;6;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5231;52;1;73;73;144,591613869932
559671;1;4;70;104;48;1; ;1;2;2;52;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;39;5521;55;1;73;73;144,591613869932
559671;1;5;70;8;40;1; ;2;2;2;52;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;57;57;9302;93;1;73;73;144,591613869932
559671;1;6;70;52;48;1; ;1;2;2;520;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5211;52;1;73;73;144,591613869932
559671;1;7;70;104;40;1; ;2;2;2;104;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;77;0123;01;1;73;73;144,591613869932
559675;1;3;70;2;48;1; ;1;1;2;2;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;80000;1;960000;1;81;45;5221;52;1;73;73;445,156971081662
559684;1;4;70;2;48;1; ;1;1;2;2;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;45;54;9500;95;1;73;73;278,142081939209
559686;1;2;70;4;40;3; ;1;1;2;12;3; ;1;1; ; ;1; ; ; ; ; ; ; ; ;2; ;2; ;1;54;54;9500;95;1;73;73;645,64279577379
559699;1;2;70;2;40;1; ;2;1;2;48;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;15;6421;64;1;73;73;181,449359619413
559705;1;2;70;24;48;1; ;1;1;2;102;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;5233;52;1;73;73;113,816030561242
559706;1;3;70;8;40;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;73;73;195,259160091841
559707;1;1;70;4;40;4; ;1;1;2;120;6; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;45;5030;50;1;73;73;247,220292416657
559709;1;2;70;52;40;1; ;1;1;2;52;4; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;58;41;5211;52;1;73;73;403,449405105257
559711;1;1;70;2;48;4; ;1;1;2;2;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;1500000;1;99;99;4530;45;1;73;73;107,544426783464
559711;1;3;70;3;48;1; ;1;1;2;3;1; ;3;4; ; ; ; ; ; ; ; ; ;1; ;1;170000;1;1800000;1;39;39;7491;74;1;73;73;107,544426783464
559713;1;1;70;104;48;2; ;1;1;2;104;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;300000;1;19;31;7512;75;1;73;73;176,743185957286
559713;1;2;70;208;48;1; ;1;1;2;208;2; ;7;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;8050;80;1;73;73;176,743185957286
559715;1;3;70;1;48;2; ;1;1;2;4;4; ;9;1; ; ; ; ; ; ; ; ; ;1; ;1;650000;1;6800000;1;13;13;8041;80;1;73;73;145,216571771145
559722;1;1;70;50;48;1; ;2;2;2;50;1; ;9;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1200000;1;58;35;6331;63;1;73;73;197,643486791715
559723;1;1;70;24;20;1; ;1;2;2;300;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;53;5529;55;1;73;73;205,868398051164
559726;1;4;70;2;40;1; ;2;1;2;24;4; ;1;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;120000;1;45;13;8060;80;1;73;73;198,39612936633
559726;1;5;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;73;73;198,39612936633
559739;1;2;70;156;28;1; ;2;2;2;104;1; ;3;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;55;53;5521;55;1;76;76;906,211479351245
559741;1;3;70;12;48;1; ;1;1;2;12;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;180000;1;45;45;5261;52;1;76;76;799,144003468071
559745;1;1;70;34;48;1; ;1;1;2;39;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;97;97;2511;25;1;76;76;556,379335879917
559746;1;1;70;998;48;1; ;1;1;2;350;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;11;11;7512;75;1;76;76;818,666144910179
559754;1;2;70;4;48;1; ;2;2;2;4;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;11000000;1;50;52;5521;55;1;76;76;779,695232443373
559755;1;2;70;8;40;1; ;1;1;2;52;1; ;4;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;79;30;2521;25;1;76;76;779,695232443373
559764;1;1;70;4;72;4; ;1;1;2;4;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;1;500000;1;5000000;1;98;98;6042;60;1;76;76;771,519082715921
559764;1;3;70;3;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;771,519082715921
559770;1;1;70;2;66;1; ;1;1;2;3;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;390000;1;4680000;1;81;81;2811;28;1;76;76;666,950673014704
559776;1;2;70;4;48;4; ;1;1;2;104;1; ;3;6; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;97;3693;36;1;76;76;795,301222793374
559778;1;2;70;4;24;1; ;1;1;2;57;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;1;25000;1;350000;1;53;45;5521;55;1;76;76;578,867430453083
559786;2;1;70;26;48;1; ;1;1;2;26;1; ;4;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADO;2; ;1;4550000;1;58;58;7020;70;1;76;76;665,124475577554
559795;1;2;70;6;48;1; ;2;2;2;6;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2600000;1;59;19;9219;92;1;76;76;605,001653973429
559801;2;1;70;48;48;1; ;1;1;2;8;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;85;85;4543;45;1;76;76;789,784442089666
559810;1;1;70;156;48;1; ;1;1;2;156;4; ;1;9;PENSIONADO; ; ; ; ; ; ; ;1; ;PENSION;2; ;2; ;1;98;98;6031;60;1;76;76;588,934474963356
559810;1;3;70;48;48;1; ;2;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;588,934474963356
559821;1;2;70;4;48;1; ;1;1;2;8;1; ;9;3; ; ; ; ; ; ; ; ;1; ;ES PENSIONADO;2; ;1;10000000;1;53;53;5521;55;1;76;76;626,837268090612
559823;1;1;70;86;48;1; ;2;2;2;156;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;1;6000000;1;21;21;0114;01;1;76;76;640,570049934578
559823;1;2;70;8;72;1; ;1;1;2;48;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;98;1;98;1;45;45;5211;52;1;76;76;640,570049934578
559823;1;3;70;48;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;640,570049934578
559862;1;1;70;4;48;1; ;1;1;2;4;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;8800000;1;77;77;1551;15;1;76;76;907,547086239609
559866;1;2;70;4;48;1; ;1;1;2;4;1; ;3;1; ; ; ; ; ; ; ; ; ;1; ;1;100000;1;500000;1;45;39;8515;85;1;76;76;596,497985643232
559869;1;1;70;48;63;4; ;1;1;2;10;4; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;41;79;1810;18;1;76;76;550,84038003579
559878;1;2;70;16;48;1; ;2;2;2;16;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2598000;1;45;45;5211;52;1;76;76;1855,81579427195
559884;1;2;70;96;40;3; ;2;2;2;96;3; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;54;54;9500;95;1;76;76;898,133227122448
559896;1;3;70;24;48;1; ;1;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;600,256205969439
559909;1;3;70;36;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;1636,14159797212
559937;1;4;70;45;54;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;58; ; ; ;1;76;76;834,599823477555
559937;1;5;70;2;30;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;834,599823477555
559949;1;3;70;2;16;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;33; ; ; ;1;76;76;1004,05196134808
559978;1;4;70;4;28;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;76;76;739,319850368054
559980;1;2;70;4;48;4; ;1;1;2;780;4; ;1;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;53;53;5523;55;1;76;76;545,812503473111
559985;1;4;70;1;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;76;76;1064,8502625952
559991;1;5;70;6;48;1; ;1;1;2;6;1; ;9;1; ; ; ; ;1; ; ; ; ; ; ;2; ;1;98;1;32;32;7499;74;1;76;76;681,027227460251
560117;1;2;70;8;48;1; ;2;2;2;156;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;32;5211;52;1;05;05;1086,67819788838
560201;1;1;70;12;48;1; ;1;1;2;250;1; ;2;1; ; ; ; ; ; ; ; ;1; ;YA ES PENSIONADA;2; ;2; ;1;55;53;1551;15;1;11;11;3353,75764721736
560215;1;3;70;2;48;1; ;2;2;2;78;1; ;9;2; ; ; ; ; ;1; ; ; ; ; ;2; ;2; ;1;05;59;9219;92;1;11;11;3947,02162073163
560216;1;3;70;2;48;1; ;2;2;2;78;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;03;33;5211;52;1;11;11;3596,1961158811
560224;1;2;70;16;48;1; ;2;2;2;16;1; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;5000000;1;19;19;8532;85;1;11;11;3704,58315206789
560227;1;1;70;72;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;84; ; ; ;1;11;11;3547,97020830912
560227;1;2;70;4;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;05; ; ; ;1;11;11;3547,97020830912
560227;1;4;70;12;40;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;02; ; ; ;1;11;11;3547,97020830912
560255;1;3;70;12;48;1; ;1;1;2;96;1; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;44;64;6421;64;1;11;11;3796,31036893038
560257;1;3;70;16;48;1; ;2;2;2;16;1; ;9;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1;5000000;1;34;34;8512;85;1;11;11;3049,89944181269
560285;1;3;70;2;48;2; ;2;2;2;4;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;1;1600000;1;17000000;1;58;58;8050;80;1;11;11;2142,33777727138
560286;1;2;70;8;48;1; ;2;2;2;48;1; ;6;5; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;58;7492;74;1;11;11;3366,83389717859
560295;1;4;70;1;24;1; ;2;2;2;48;1; ;2;2; ; ; ; ; ; ; ; ;1; ;ESTA ESTUDIANDO;2; ;1;200000;1;45;37;7421;74;1;11;11;2844,10636618015
560306;1;2;70;3;48;1; ;2;2;2;3;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;2400000;1;98;81;2090;20;1;11;11;2829,64610402272
560311;1;3;70;1;50;1; ;1;1;2;6;1; ;5;4; ; ; ; ; ; ; ; ;1; ;TERMINANDO SU CARRERA;2; ;1;1200000;1;15;15;5211;52;1;11;11;3904,69740511717
560311;1;4;70;2;48;1; ;1;1;2;16;1; ;9;4; ; ; ; ; ; ; ; ; ;1; ;2; ;1;3000000;1;30;39;6512;65;1;11;11;3904,69740511717
560324;1;3;70;2;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;45; ; ; ;1;11;11;3691,97489183544
560325;1;3;70;4;48;1; ;2;2;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;00; ; ; ;1;11;11;3061,77848419436
560329;1;6;70;48;48;1; ;1;1;2;60;1; ;9;8; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;33;33;6512;65;1;11;11;3528,78680779724
560333;1;1;70;48;48;4; ;2;2;2;48;4; ;1;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;83;83;2925;29;1;11;11;1942,2235242221
560369;1;2;70;3;48;1; ;1;1;2;12;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;500000;1;16;16;7430;74;1;17;98;928,181003936063
560374;1;1;70;8;48;2; ;1;1;2;154;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8511;85;1;17;98;729,225099103075
560389;1;2;70;3;48;2; ;1;1;2;156;2; ;9;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;59;59;8511;85;1;17;98;1081,58732225896
560602;3;1;70;8;48;1; ;1;1;2;10;1; ;4;3; ; ; ; ; ; ; ; ; ;1; ;2; ;1;4000000;1;93;09;3611;36;1;76;76;844,562125346169
560611;1;2;70;4;48;1; ;1;1;2;24;1; ;2;2; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2400000;1;45;45;5249;52;1;76;76;892,490632309401
560624;1;3;70;1;36;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;37; ; ; ;1;76;76;574,746808315571
560640;1;1;70;52;48;1; ;2;2;2;104;1; ;3;1; ; ; ; ; ; ; ;1; ; ; ;2; ;2; ;1;11;11;5211;52;1;08;08;400,039386948441
560640;1;3;70;52;48;1; ;2;2;2;156;1; ;6;4; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;45;2211;22;1;08;08;400,039386948441
560640;1;4;70;52;48;1; ;2;2;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;32;45;5219;52;1;08;08;400,039386948441
560647;1;1;70;4;60;1; ;1;1;2;24;1; ;6;3; ; ; ; ;1; ; ; ; ; ; ;2; ;1;3500000;1;58;58;7020;70;1;11;11;3506,78702161307
560655;1;3;70;108;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;59; ; ; ;1;11;11;2849,76507485989
560678;1;2;70;4;90;4; ;1;1;2;4;4; ;1;1; ; ;1; ;1;1; ; ; ; ; ;2; ;1;16000000;1;19;19;7414;74;1;11;11;1577,98075838127
560693;1;2;70;12;40;1; ;2;2;2;48;5; ;4;7; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;21;21;8515;85;1;11;11;3445,48486407986
560722;1;2;70;24;50;1; ;2;2;2;24;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;2500000;1;55;55;5522;55;1;11;11;4486,4740334139
560733;1;3;70;12;24;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;32; ; ; ;1;11;11;4225,07773673491
560733;1;4;70;44;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;97; ; ; ;1;11;11;4225,07773673491
560736;1;4;70;12;48;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;39;57;9302;93;1;11;11;4182,75352112045
560747;1;3;70;1;48;1; ;1;1;2;1;1; ;2;4; ; ; ; ; ; ; ; ; ;1; ;1;300000;1;3000000;1;32;38;6421;64;1;11;11;3553,87190026664
560752;1;2;70;1;48;1; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;13; ; ; ;1;11;11;3019,4542685799
560768;2;1;70;12;48;1; ;1;1;2;52;1; ;7;2; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;45;38;5239;52;1;11;11;2668,23727771106
560812;1;2;70;4;48;1; ;1;1;2;4;1; ;8;1; ; ; ; ; ; ; ; ; ;1; ;1;200000;1;1400000;1;71;71;1010;10;1;25;98;9970,91508053733
560812;1;3;70;4;40;1; ;1;2;2;52;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;96000;1;95;77;1551;15;1;25;98;9970,91508053733
560830;2;2;70;1;40;1; ;1;1;2;12;1; ;2;1; ; ; ; ; ; ; ; ; ;1; ;2; ;1;1500000;1;53;53;5521;55;1;25;98;6439,616084277
560832;1;4;70;104;40;1; ;2;2;2;104;2; ;9;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;39;7512;75;1;25;98;10621,5936124278
560850;1;2;70;4;40;4; ;1;1;2;52;1; ;4;1; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;77;53;8532;85;1;25;98;8536,19955256486
560852;1;2;70;52;30;4; ;1;1;1; ; ;.; ; ;.;.; ; ; ; ; ; ; ; ;.; ; ; ; ;1;56; ; ; ;1;25;98;7983,30537005125
560885;1;1;70;156;40;1; ;2;2;2;156;1; ;6;3; ; ; ; ; ; ; ; ; ;1; ;2; ;2; ;1;13;13;8043;80;1;13;13;285,467400887266
