DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P6290;P6290S1;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;MES;DPTO;fex_c_2011
5147168;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147168;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147168;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147170;1;1;1;50; ;2;1; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;591,379522290931
5147170;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;591,379522290931
5147170;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;591,379522290931
5147170;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;591,379522290931
5147170;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;591,379522290931
5147170;1;6;1;50; ;2; ; ;6;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;591,379522290931
5147172;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;480,018064271636
5147172;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;480,018064271636
5147172;1;3;1;50; ;2;1; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;480,018064271636
5147172;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;480,018064271636
5147173;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;447,076630936423
5147173;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;447,076630936423
5147174;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;606,092397529913
5147174;1;2;1;50; ;2; ; ;2;2; ;1; ; ; ; ; ; ; ; ; ; ; ;02;18;606,092397529913
5147174;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;606,092397529913
5147174;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;606,092397529913
5147175;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;512,553008826492
5147175;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;512,553008826492
5147175;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;512,553008826492
5147176;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;527,593384206508
5147176;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;527,593384206508
5147176;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;527,593384206508
5147177;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;445,906513146391
5147177;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;445,906513146391
5147178;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;627,102324582499
5147178;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;627,102324582499
5147178;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;627,102324582499
5147178;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;627,102324582499
5147178;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;627,102324582499
5147179;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;281,87669588076
5147179;1;2;1;50; ;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;281,87669588076
5147179;1;3;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;281,87669588076
5147180;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;396,256987052798
5147181;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;480,018064271636
5147181;1;2;1;50; ;2;1; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;480,018064271636
5147181;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;480,018064271636
5147181;1;4;1;50; ;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;480,018064271636
5147182;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;346,400833869993
5147182;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;346,400833869993
5147182;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;346,400833869993
5147182;1;5;1;50; ;2; ; ;5;4; ;2;2;2;2;1;11; ; ; ; ; ; ;02;18;346,400833869993
5147183;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;347,46038216563
5147183;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;347,46038216563
5147184;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;585,082470477326
5147184;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;585,082470477326
5147184;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;585,082470477326
5147185;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;347,46038216563
5147185;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;347,46038216563
5147186;1;1;1;50; ;2;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;429,119431748688
5147186;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;429,119431748688
5147187;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;18;573,043655799898
5147187;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;573,043655799898
5147187;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;573,043655799898
5147187;1;5;1;50; ;2; ; ;5;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;573,043655799898
5147188;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;506,583457153921
5147188;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;506,583457153921
5147189;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;323,020037624827
5147189;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;323,020037624827
5147190;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;334,87255526813
5147190;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;334,87255526813
5147191;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;396,256987052798
5147192;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;334,87255526813
5147192;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;334,87255526813
5147193;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;491,87058191494
5147193;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;491,87058191494
5147193;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;491,87058191494
5147193;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;491,87058191494
5147194;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;490,483533478268
5147194;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;490,483533478268
5147194;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;490,483533478268
5147194;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;490,483533478268
5147195;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;411,984520154863
5147195;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;411,984520154863
5147195;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;411,984520154863
5147196;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;355,882482320717
5147196;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;355,882482320717
5147196;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;355,882482320717
5147197;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;540,339686661073
5147198;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;527,565562729448
5147198;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;527,565562729448
5147199;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;445,906513146391
5147199;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;445,906513146391
5147200;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;728,813109567101
5147200;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;728,813109567101
5147200;1;4;1;50; ;2; ; ;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;728,813109567101
5147200;1;5;1;50; ;2; ; ;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;728,813109567101
5147201;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;447,076630936423
5147201;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;447,076630936423
5147202;1;1;1;50; ;2;2; ;1;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;347,46038216563
5147202;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;347,46038216563
5147204;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;434,381495644122
5147204;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147204;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147204;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;434,381495644122
5147205;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;347,46038216563
5147205;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;347,46038216563
5147206;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;608,322063615582
5147206;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;608,322063615582
5147207;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;248,306763407733
5147207;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;248,306763407733
5147207;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;1;2; ;1;2; ; ; ;02;18;248,306763407733
5147208;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;561,34961371366
5147208;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;561,34961371366
5147209;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;396,256987052798
5147210;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;585,082470477326
5147210;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;585,082470477326
5147210;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;585,082470477326
5147211;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;413,044068450501
5147212;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;548,603311259094
5147212;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;548,603311259094
5147212;1;3;1;50; ;2;1; ;3;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;18;548,603311259094
5147212;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;548,603311259094
5147213;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;390,974593102277
5147213;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;390,974593102277
5147214;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;687,423946971936
5147214;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;687,423946971936
5147215;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;437,839734609398
5147215;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;437,839734609398
5147215;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;437,839734609398
5147215;1;5;1;50; ;2; ; ;5;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;437,839734609398
5147216;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;445,906513146391
5147216;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;18;445,906513146391
5147217;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1658,02548589841
5147217;1;2;1;50; ;2; ; ;2;4; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;1658,02548589841
5147217;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1658,02548589841
5147218;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1217,9241352023
5147219;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1067,94428689721
5147219;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1067,94428689721
5147220;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1319,01471604782
5147220;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1319,01471604782
5147220;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;18;1319,01471604782
5147221;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;2112,84657050499
5147221;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;2112,84657050499
5147222;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1029,25470238731
5147222;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1029,25470238731
5147223;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1660,7725973157
5147224;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1270,52702322945
5147224;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1270,52702322945
5147224;1;3;1;50; ;2; ; ;3;2; ;2;2;1; ; ; ; ; ; ; ; ; ;02;18;1270,52702322945
5147225;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1471,53056726813
5147225;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1471,53056726813
5147225;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1471,53056726813
5147226;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1869,7212855827
5147226;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1869,7212855827
5147227;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;2257,21974825166
5147227;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;2257,21974825166
5147228;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;18;1067,94428689721
5147228;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;18;1067,94428689721
5147285;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2676,97806584122
5147285;1;2;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;2676,97806584122
5147286;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2119,2939004344
5147286;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2119,2939004344
5147286;1;3;1;50; ;2; ; ;2;6;ESCUCHAR MUSICA Y MIRAR TELEVISION;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2119,2939004344
5147286;1;5;1;50; ;2; ; ;5;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2119,2939004344
5147286;1;6;1;50; ;2; ; ;2;6;DESCANSAR POR EDAD;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2119,2939004344
5147287;1;1;1;50; ;2; ; ;2;6;DESCANSANDO;2;1; ; ; ; ; ; ; ; ; ; ;02;19;2797,13792814371
5147287;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;7; ;2; ;2; ; ;02;19;2797,13792814371
5147287;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2797,13792814371
5147288;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2461,13421774052
5147289;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2307,52270123711
5147289;1;2;1;50; ;2; ; ;2;6;DESCANSANDO;2;2;1; ; ; ; ; ; ; ; ; ;02;19;2307,52270123711
5147289;1;3;1;50; ;2; ; ;3;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;19;2307,52270123711
5147289;1;6;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2307,52270123711
5147290;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2995,46026531272
5147290;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;2995,46026531272
5147291;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2487,33422922417
5147291;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2487,33422922417
5147291;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2487,33422922417
5147291;1;4;1;50; ;2; ; ;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2487,33422922417
5147292;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2065,69215892745
5147293;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1877,12994086262
5147293;1;2;1;50; ;2;2; ;2;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;19;1877,12994086262
5147293;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1877,12994086262
5147293;1;4;1;50; ;2; ; ;4;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1877,12994086262
5147294;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2158,28313408294
5147294;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2158,28313408294
5147296;1;1;1;50; ;2; ; ;1;6;CAMINAR;2;2;2;2;1;7; ;2; ;2; ; ;02;19;2461,13421774052
5147297;1;1;1;50; ;2; ; ;1;6;ESTA ENFERMO;2;1; ; ; ; ; ; ; ; ; ; ;02;19;1642,51405584367
5147297;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1642,51405584367
5147298;1;1;1;50; ;2; ; ;1;6;DESCANSAR POR EDAD;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1861,71389263401
5147298;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;5; ;2; ;1;12;1;02;19;1861,71389263401
5147298;1;3;1;50; ;2; ; ;3;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1861,71389263401
5147299;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2271,49038112347
5147299;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2271,49038112347
5147299;1;3;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;2271,49038112347
5147300;1;1;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1558,64774139111
5147300;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;19;1558,64774139111
5147300;1;3;1;50; ;2;4; ;3;2; ;2;2;2;1; ; ; ; ; ; ; ;1;02;19;1558,64774139111
5147300;1;4;1;50; ;2; ; ;2;6;DESCANSAR POR EDAD;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1558,64774139111
5147302;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1339,66297218609
5147302;1;2;1;50; ;2; ; ;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1339,66297218609
5147302;1;3;1;50; ;2; ; ;2;6;ESTABA VISITANDO UN FAMILIAR;2;1; ; ; ; ; ; ; ; ; ; ;02;19;1339,66297218609
5147303;1;1;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1173,96348534999
5147303;1;2;1;50; ;2; ; ;2;4; ;2;1; ; ; ; ; ; ; ; ; ; ;02;19;1173,96348534999
5147303;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1173,96348534999
5147303;1;4;1;50; ;2;2; ;4;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;19;1173,96348534999
5147304;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1349,75650855238
5147304;1;2;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1349,75650855238
5147304;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1349,75650855238
5147306;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;1;2; ;2; ;1;12;1;02;19;1529,30680880314
5147307;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1529,30680880314
5147316;1;1;1;50; ;2; ; ;1;6;ESTA ENFERMO;2;2;2;2;2; ; ; ; ; ; ; ;02;19;3136,06749206592
5147316;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;3136,06749206592
5147316;1;3;1;50; ;2;1; ;2;6;DESCANSANDO;2;2;2;1; ; ; ; ; ; ; ;1;02;19;3136,06749206592
5147316;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;1;2; ;2; ;2; ; ;02;19;3136,06749206592
5147316;1;5;1;50; ;2; ; ;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;3136,06749206592
5147317;1;1;1;50; ;2; ; ;1;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1642,51405584367
5147317;1;2;1;50; ;2; ; ;2;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1642,51405584367
5147318;1;1;1;50; ;2;1; ;1;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;19;1173,96348534999
5147318;1;2;1;50; ;2;2; ;2;4; ;2;2;2;1; ; ; ; ; ; ; ;1;02;19;1173,96348534999
5147318;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1173,96348534999
5147318;1;4;1;50; ;2; ; ;1;6;ESTA EN CALI REALIZANDOSE EXAMENES MEDICOS;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1173,96348534999
5147319;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1438,70294667393
5147319;1;2;1;50; ;2; ; ;2;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1438,70294667393
5147319;1;3;1;50; ;2; ; ;1;3; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1438,70294667393
5147320;1;1;1;50; ;2; ; ;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;2986,78176476076
5147321;1;1;1;50; ;2; ; ;1;4; ;1; ; ; ; ; ; ; ; ; ; ; ;02;19;1173,96348534999
5147321;1;2;1;50; ;2; ; ;2;4; ;2;2;2;2;2; ; ; ; ; ; ; ;02;19;1173,96348534999
5147321;1;3;1;50; ;2; ; ;3;1; ; ; ; ; ; ; ; ; ; ; ; ; ;02;19;1173,96348534999
5147321;1;4;1;50; ;2; ; ;4;4; ;2;2;2;2;1;10; ; ; ; ; ; ;02;19;1173,96348534999
