directorio;secuencia_p;orden;p6020;p6040;mes;area;dpto;clase;fex_c_2011
15583;1;3;2;21;03;44;44;1;39,7056452543318
15587;1;1;1;41;03;17;17;1;403,818755973684
15599;1;1;1;69;03;17;17;1;73,8561003714721
15614;1;1;1;55;03;17;17;1;73,8561003714721
15616;1;1;1;41;03;05;05;1;1080,24125021921
15616;1;2;2;46;03;05;05;1;1080,24125021921
15616;1;3;1;26;03;05;05;1;1080,24125021921
15616;1;4;1;4;03;05;05;1;1080,24125021921
15627;1;1;1;68;03;17;17;1;229,926597008158
15627;1;2;2;44;03;17;17;1;229,926597008158
15627;1;3;1;28;03;17;17;1;229,926597008158
15627;1;4;2;20;03;17;17;1;229,926597008158
15627;1;5;1;1;03;17;17;1;229,926597008158
15628;1;1;1;35;03;17;17;1;116,20204471889
15628;1;2;2;34;03;17;17;1;116,20204471889
15628;1;3;1;5;03;17;17;1;116,20204471889
15647;1;1;2;22;03;17;17;1;94,7026630645717
15652;1;1;2;70;03;44;44;1;77,2670365799635
15652;1;2;1;72;03;44;44;1;77,2670365799635
15652;1;3;2;45;03;44;44;1;77,2670365799635
15652;1;4;1;22;03;44;44;1;77,2670365799635
15652;1;5;2;17;03;44;44;1;77,2670365799635
15658;1;1;1;32;03;17;17;1;162,476397878813
15667;1;1;2;33;03;05;05;1;905,226978341616
15667;1;2;2;18;03;05;05;1;905,226978341616
15668;1;1;2;36;03;05;05;1;932,245840299907
15668;1;2;1;35;03;05;05;1;932,245840299907
15673;1;1;1;55;03;17;17;1;221,994652178705
15673;1;2;2;55;03;17;17;1;221,994652178705
15676;1;1;1;74;03;05;05;1;908,217664406682
15682;1;1;1;74;03;17;17;1;221,994652178705
15682;1;2;2;71;03;17;17;1;221,994652178705
15683;1;1;1;77;03;05;05;1;638,112033578352
15683;1;2;2;76;03;05;05;1;638,112033578352
15683;1;3;2;55;03;05;05;1;638,112033578352
15683;1;4;2;50;03;05;05;1;638,112033578352
15683;1;5;1;52;03;05;05;1;638,112033578352
15683;1;6;2;50;03;05;05;1;638,112033578352
15683;1;7;2;13;03;05;05;1;638,112033578352
15687;1;1;1;33;03;05;05;1;932,245840299907
15687;1;2;2;25;03;05;05;1;932,245840299907
15694;1;1;1;50;03;17;17;1;154,289579150633
15694;1;2;2;50;03;17;17;1;154,289579150633
15694;1;3;1;21;03;17;17;1;154,289579150633
15711;1;1;1;42;03;05;05;1;1344,66947069474
15711;1;2;1;14;03;05;05;1;1344,66947069474
15711;1;3;1;11;03;05;05;1;1344,66947069474
15711;1;4;1;5;03;05;05;1;1344,66947069474
15722;1;1;1;25;03;17;17;1;162,476397878813
15723;1;1;2;69;03;05;05;1;911,250461508974
15730;1;1;2;78;03;05;05;1;821,320992876555
15730;1;2;1;56;03;05;05;1;821,320992876555
15730;1;3;2;38;03;05;05;1;821,320992876555
15733;1;1;1;57;03;17;17;1;110,801520374035
15733;1;2;2;51;03;17;17;1;110,801520374035
15739;1;1;2;40;03;17;17;1;154,289579150633
15739;1;2;1;42;03;17;17;1;154,289579150633
15739;1;3;1;16;03;17;17;1;154,289579150633
15747;1;1;1;19;03;17;17;1;148,060840210696
15747;1;2;2;19;03;17;17;1;148,060840210696
15747;1;3;2;48;03;17;17;1;148,060840210696
15747;1;4;2;26;03;17;17;1;148,060840210696
15748;1;1;2;39;03;17;17;1;144,351962144505
15748;1;2;2;15;03;17;17;1;144,351962144505
15749;1;1;1;69;03;76;76;1;723,512577003332
15749;1;2;2;62;03;76;76;1;723,512577003332
15753;1;1;2;53;03;17;17;1;138,186867665877
15753;1;2;1;69;03;17;17;1;138,186867665877
15753;1;3;1;27;03;17;17;1;138,186867665877
15753;1;4;1;28;03;17;17;1;138,186867665877
15753;1;5;2;26;03;17;17;1;138,186867665877
15753;1;6;1;8;03;17;17;1;138,186867665877
15754;1;1;1;53;03;17;17;1;191,019913712889
15754;1;2;2;92;03;17;17;1;191,019913712889
15773;1;1;1;48;03;17;17;1;143,917648653316
15773;1;2;2;38;03;17;17;1;143,917648653316
15777;1;1;2;60;03;17;17;1;118,223444230336
15777;1;2;1;63;03;17;17;1;118,223444230336
15777;1;3;2;40;03;17;17;1;118,223444230336
15777;1;4;1;38;03;17;17;1;118,223444230336
15777;1;5;2;37;03;17;17;1;118,223444230336
15777;1;6;2;36;03;17;17;1;118,223444230336
15782;1;1;2;71;03;17;17;1;163,199023484478
15782;1;2;1;45;03;17;17;1;163,199023484478
15788;1;1;1;39;03;17;17;1;264,13295526102
15788;1;2;2;32;03;17;17;1;264,13295526102
15788;1;3;2;3;03;17;17;1;264,13295526102
15805;1;1;1;63;03;17;17;1;116,363150442489
15805;1;2;2;58;03;17;17;1;116,363150442489
15805;1;3;2;34;03;17;17;1;116,363150442489
15805;1;4;1;28;03;17;17;1;116,363150442489
15806;1;1;1;51;03;76;76;1;1567,776966182
15806;1;2;1;30;03;76;76;1;1567,776966182
15828;1;1;2;64;03;17;17;1;122,551140551555
15828;1;2;1;67;03;17;17;1;122,551140551555
15830;1;1;2;74;03;17;17;1;198,217537577347
15830;1;2;2;33;03;17;17;1;198,217537577347
15830;1;3;1;5;03;17;17;1;198,217537577347
15855;1;1;2;37;03;17;17;1;190,019286294712
15855;1;2;1;15;03;17;17;1;190,019286294712
15855;1;3;1;13;03;17;17;1;190,019286294712
15855;1;4;1;10;03;17;17;1;190,019286294712
15874;1;1;1;54;03;17;17;1;199,400657835526
15874;1;2;2;47;03;17;17;1;199,400657835526
15874;1;3;2;54;03;17;17;1;199,400657835526
15874;1;4;1;19;03;17;17;1;199,400657835526
15893;1;1;2;46;03;17;17;1;94,983547074338
15893;1;2;1;18;03;17;17;1;94,983547074338
15900;1;1;1;68;03;17;17;1;170,648284196865
15900;1;2;2;72;03;17;17;1;170,648284196865
15900;1;3;1;18;03;17;17;1;170,648284196865
15900;1;4;2;11;03;17;17;1;170,648284196865
15906;1;1;1;26;03;17;17;1;167,903923428869
15906;1;2;2;32;03;17;17;1;167,903923428869
15911;1;1;1;61;03;76;76;1;812,155872546311
15911;1;2;2;49;03;76;76;1;812,155872546311
15911;1;3;1;26;03;76;76;1;812,155872546311
15911;1;4;2;21;03;76;76;1;812,155872546311
15913;1;1;2;38;03;17;17;1;113,469215646967
15913;1;2;1;56;03;17;17;1;113,469215646967
15913;1;3;1;12;03;17;17;1;113,469215646967
15920;1;1;1;77;03;17;17;1;76,6911704764932
15920;1;2;2;67;03;17;17;1;76,6911704764932
15920;1;3;2;51;03;17;17;1;76,6911704764932
15922;1;1;1;64;03;17;17;1;136,265288807235
15922;1;2;2;66;03;17;17;1;136,265288807235
15922;1;3;1;31;03;17;17;1;136,265288807235
15950;1;1;2;41;03;17;17;1;147,866044090581
15950;1;2;2;22;03;17;17;1;147,866044090581
15950;1;3;1;18;03;17;17;1;147,866044090581
15956;1;1;1;51;03;17;17;1;187,015480314227
15956;1;2;2;26;03;17;17;1;187,015480314227
15956;1;3;1;2;03;17;17;1;187,015480314227
15959;1;1;2;31;03;17;17;1;156,850379318123
15967;1;1;1;55;03;17;17;1;41,279050659655
15967;1;2;1;61;03;17;17;1;41,279050659655
15979;1;1;1;24;03;17;17;1;166,763396424457
15979;1;2;2;25;03;17;17;1;166,763396424457
15982;1;1;1;54;03;17;17;1;163,199023484478
15982;1;2;2;55;03;17;17;1;163,199023484478
15983;1;1;1;46;03;17;17;1;149,452604936571
15983;1;2;2;40;03;17;17;1;149,452604936571
15983;1;3;2;19;03;17;17;1;149,452604936571
15986;1;1;1;40;03;17;17;1;83,2876184195723
15990;1;1;1;62;03;17;17;1;110,784150557208
15993;1;1;1;24;03;17;17;1;82,4943379965772
16000;1;1;2;61;03;17;17;1;160,490762306137
16000;1;2;1;63;03;17;17;1;160,490762306137
16000;1;3;1;27;03;17;17;1;160,490762306137
16000;1;4;2;2;03;17;17;1;160,490762306137
16008;1;1;1;40;03;17;17;1;83,1600917741068
16008;1;2;1;16;03;17;17;1;83,1600917741068
16008;1;3;1;12;03;17;17;1;83,1600917741068
16019;1;1;1;53;03;17;17;1;100,954688993421
16023;1;1;2;88;03;17;17;1;165,491636413754
16023;1;2;2;51;03;17;17;1;165,491636413754
16023;1;3;1;24;03;17;17;1;165,491636413754
16030;1;1;2;36;03;17;17;1;134,539609760042
16030;1;2;2;16;03;17;17;1;134,539609760042
16033;2;1;1;53;03;17;17;1;95,9450991022109
16033;2;2;2;46;03;17;17;1;95,9450991022109
16037;1;1;1;58;03;17;17;1;104,596160448143
16037;1;2;2;51;03;17;17;1;104,596160448143
16037;1;3;1;32;03;17;17;1;104,596160448143
16042;1;1;2;63;03;17;17;1;169,203083050325
16042;1;2;2;20;03;17;17;1;169,203083050325
16046;1;1;1;67;03;17;17;1;82,5850235195364
16046;1;2;2;67;03;17;17;1;82,5850235195364
16046;1;3;1;35;03;17;17;1;82,5850235195364
16049;1;1;1;86;03;17;17;1;134,80625460671
16049;1;2;2;84;03;17;17;1;134,80625460671
16051;1;1;2;60;03;17;17;1;124,849842493585
16051;1;2;1;62;03;17;17;1;124,849842493585
16051;1;3;2;30;03;17;17;1;124,849842493585
16051;1;4;1;27;03;17;17;1;124,849842493585
16058;1;1;1;65;03;17;17;1;119,535581942379
16058;1;2;2;66;03;17;17;1;119,535581942379
16083;1;1;2;69;03;20;20;1;96,9465508117527
16083;1;2;1;44;03;20;20;1;96,9465508117527
16086;1;1;1;59;03;20;20;1;87,5092814163635
16086;1;2;2;40;03;20;20;1;87,5092814163635
16102;1;1;1;68;03;76;76;1;1904,52813977109
16102;1;2;2;64;03;76;76;1;1904,52813977109
16102;1;3;2;40;03;76;76;1;1904,52813977109
16102;1;4;1;40;03;76;76;1;1904,52813977109
16102;1;5;2;5;03;76;76;1;1904,52813977109
16102;1;6;2;35;03;76;76;1;1904,52813977109
16102;1;7;1;4;03;76;76;1;1904,52813977109
16102;1;8;2;17;03;76;76;1;1904,52813977109
16104;2;1;2;76;03;17;17;1;175,101587570148
16104;2;2;1;52;03;17;17;1;175,101587570148
16106;1;1;1;31;03;17;17;1;215,876472979974
16106;1;2;2;29;03;17;17;1;215,876472979974
16112;1;1;1;66;03;76;76;1;576,645199558796
16112;1;2;2;64;03;76;76;1;576,645199558796
16112;1;3;1;32;03;76;76;1;576,645199558796
16113;1;1;1;45;03;17;17;1;226,800250293018
16113;1;2;1;20;03;17;17;1;226,800250293018
16113;1;3;1;16;03;17;17;1;226,800250293018
16114;1;1;1;43;03;76;76;1;671,86595823406
16114;1;2;2;39;03;76;76;1;671,86595823406
16114;1;3;2;17;03;76;76;1;671,86595823406
16114;1;4;2;11;03;76;76;1;671,86595823406
16123;1;1;1;88;03;17;17;1;119,535581942379
16123;1;2;2;73;03;17;17;1;119,535581942379
16124;1;1;1;34;03;76;76;1;1540,55813156669
16124;1;2;2;32;03;76;76;1;1540,55813156669
16124;1;3;1;13;03;76;76;1;1540,55813156669
16124;1;4;2;8;03;76;76;1;1540,55813156669
16126;1;1;2;76;03;17;17;1;157,215632539584
16126;1;2;1;79;03;17;17;1;157,215632539584
16126;1;3;2;55;03;17;17;1;157,215632539584
16129;1;1;2;60;03;17;17;1;157,889504674486
16130;1;1;1;33;03;17;17;1;313,638687812185
16130;1;2;2;23;03;17;17;1;313,638687812185
16130;1;3;2;4;03;17;17;1;313,638687812185
16130;1;4;2;2;03;17;17;1;313,638687812185
16130;1;5;2;26;03;17;17;1;313,638687812185
16132;1;1;1;80;03;17;17;1;119,535581942379
16132;1;2;2;75;03;17;17;1;119,535581942379
16140;2;1;2;42;03;17;17;1;297,537082353644
16140;2;2;1;9;03;17;17;1;297,537082353644
16140;2;3;1;7;03;17;17;1;297,537082353644
16141;1;1;2;42;03;17;17;1;533,305919054183
16141;1;2;1;13;03;17;17;1;533,305919054183
16146;1;1;1;40;03;76;76;1;1778,02794285498
16146;1;2;2;38;03;76;76;1;1778,02794285498
16146;1;3;1;8;03;76;76;1;1778,02794285498
16146;1;4;1;3;03;76;76;1;1778,02794285498
16147;1;1;1;32;03;76;76;1;1673,90901978982
16147;1;2;1;32;03;76;76;1;1673,90901978982
16149;1;1;1;51;03;17;17;1;150,293329759311
16149;2;1;1;51;03;17;17;1;150,293329759311
16149;2;2;1;29;03;17;17;1;150,293329759311
16150;1;1;2;21;03;17;17;1;531,728834289609
16156;1;1;1;19;03;17;17;1;561,433358208728
16160;1;1;1;49;03;17;17;1;243,240827835518
16160;1;2;2;44;03;17;17;1;243,240827835518
16160;1;3;2;13;03;17;17;1;243,240827835518
16160;1;4;1;11;03;17;17;1;243,240827835518
16163;1;1;1;19;03;17;17;1;561,433358208728
16174;1;1;2;16;03;17;17;1;531,728834289609
16175;1;1;2;72;03;17;17;1;119,535581942379
16175;1;2;1;66;03;17;17;1;119,535581942379
16180;1;1;1;23;03;17;17;1;561,433358208728
16183;1;1;2;41;03;17;17;1;124,556211528126
16183;1;2;1;37;03;17;17;1;124,556211528126
16183;1;3;1;19;03;17;17;1;124,556211528126
16183;1;4;2;13;03;17;17;1;124,556211528126
16183;1;5;2;18;03;17;17;1;124,556211528126
16184;1;1;1;16;03;17;17;1;561,433358208728
16188;1;1;2;75;03;76;76;1;1074,68338403503
16209;1;1;1;78;03;15;15;1;72,1648419515369
16209;1;2;2;68;03;15;15;1;72,1648419515369
16209;1;3;2;41;03;15;15;1;72,1648419515369
16209;1;4;2;20;03;15;15;1;72,1648419515369
16209;1;5;2;14;03;15;15;1;72,1648419515369
16232;1;1;2;62;03;17;17;1;178,059891632401
16236;1;1;2;47;03;17;17;1;140,263253773303
16236;1;2;1;28;03;17;17;1;140,263253773303
16236;1;3;1;20;03;17;17;1;140,263253773303
16237;1;1;2;47;03;76;76;1;898,783595411451
16237;1;2;2;21;03;76;76;1;898,783595411451
16237;1;3;1;2;03;76;76;1;898,783595411451
16237;1;4;2;18;03;76;76;1;898,783595411451
16237;1;5;1;1;03;76;76;1;898,783595411451
16237;1;6;2;16;03;76;76;1;898,783595411451
16237;1;7;2;15;03;76;76;1;898,783595411451
16237;1;8;2;13;03;76;76;1;898,783595411451
16243;1;1;1;72;03;17;17;1;179,303372913569
16243;1;2;2;68;03;17;17;1;179,303372913569
16244;1;1;1;67;03;17;17;1;143,442698330855
16244;1;2;2;59;03;17;17;1;143,442698330855
16246;1;1;2;38;03;17;17;1;304,695336221226
16246;1;2;1;20;03;17;17;1;304,695336221226
16246;1;3;1;18;03;17;17;1;304,695336221226
16246;1;4;1;11;03;17;17;1;304,695336221226
16246;1;5;1;7;03;17;17;1;304,695336221226
16253;1;1;2;46;03;76;76;1;1184,17716560031
16253;1;2;1;45;03;76;76;1;1184,17716560031
16253;1;3;2;26;03;76;76;1;1184,17716560031
16253;1;4;1;30;03;76;76;1;1184,17716560031
16253;1;5;2;0;03;76;76;1;1184,17716560031
16253;1;6;1;3;03;76;76;1;1184,17716560031
16253;1;7;1;22;03;76;76;1;1184,17716560031
16253;1;8;1;24;03;76;76;1;1184,17716560031
16254;1;1;2;38;03;17;17;1;616,904495679854
16254;1;2;1;22;03;17;17;1;616,904495679854
16254;1;3;2;13;03;17;17;1;616,904495679854
16254;1;4;1;9;03;17;17;1;616,904495679854
16265;1;1;1;75;03;17;17;1;95,6284655539035
16265;1;2;2;68;03;17;17;1;95,6284655539035
16266;1;1;1;73;03;17;17;1;119,535581942379
16266;1;2;2;66;03;17;17;1;119,535581942379
16274;1;1;1;69;03;17;17;1;458,292849878368
16274;1;2;2;63;03;17;17;1;458,292849878368
16274;1;3;1;24;03;17;17;1;458,292849878368
16275;1;1;1;59;03;17;17;1;108,058136768438
16279;1;1;2;75;03;17;17;1;120,357553755457
16279;1;2;2;53;03;17;17;1;120,357553755457
16279;1;3;1;17;03;17;17;1;120,357553755457
16280;1;1;2;47;03;76;76;1;680,361185464536
16280;1;2;1;27;03;76;76;1;680,361185464536
16290;1;1;2;60;03;44;44;1;136,524951572715
16290;1;2;1;22;03;44;44;1;136,524951572715
16294;1;1;1;76;03;17;17;1;179,303372913569
16294;1;2;2;73;03;17;17;1;179,303372913569
16301;1;1;2;53;03;76;76;1;630,603363391671
16301;1;2;1;25;03;76;76;1;630,603363391671
16301;1;3;2;79;03;76;76;1;630,603363391671
16305;1;1;1;59;03;17;17;1;80,4924594306195
16305;1;2;2;43;03;17;17;1;80,4924594306195
16305;1;3;1;20;03;17;17;1;80,4924594306195
16318;1;1;2;39;03;17;17;1;112,301067496412
16318;1;2;1;47;03;17;17;1;112,301067496412
16325;1;1;1;20;03;17;17;1;561,433358208728
16327;1;1;1;55;03;17;17;1;105,922555175892
16327;1;2;2;49;03;17;17;1;105,922555175892
16327;1;3;1;26;03;17;17;1;105,922555175892
16327;1;4;1;27;03;17;17;1;105,922555175892
16329;1;1;1;70;03;17;17;1;60,9312828064645
16333;1;1;2;83;03;17;17;1;286,457206420119
16333;1;2;2;46;03;17;17;1;286,457206420119
16333;1;3;2;7;03;17;17;1;286,457206420119
16337;1;1;1;27;03;17;17;1;83,2876184195723
16342;1;1;1;41;03;17;17;1;112,514903704111
16342;1;2;2;34;03;17;17;1;112,514903704111
16342;1;3;1;12;03;17;17;1;112,514903704111
16342;1;4;1;8;03;17;17;1;112,514903704111
16342;1;5;1;2;03;17;17;1;112,514903704111
16348;1;1;1;24;03;17;17;1;229,732264727721
16348;1;2;1;21;03;17;17;1;229,732264727721
16348;1;3;2;2;03;17;17;1;229,732264727721
16348;1;4;1;0;03;17;17;1;229,732264727721
16348;1;5;2;50;03;17;17;1;229,732264727721
16350;1;1;1;44;03;17;17;1;176,670705738487
16351;1;1;1;29;03;17;17;1;155,684638647663
16351;1;2;2;28;03;17;17;1;155,684638647663
16351;1;3;2;62;03;17;17;1;155,684638647663
16359;1;1;2;67;03;17;17;1;112,911299898951
16359;1;2;2;64;03;17;17;1;112,911299898951
16363;1;1;1;47;03;17;17;1;227,148050235197
16367;1;1;1;22;03;17;17;1;94,7779138392989
16367;1;2;2;20;03;17;17;1;94,7779138392989
16367;1;3;1;2;03;17;17;1;94,7779138392989
16368;1;1;1;71;03;17;17;1;79,6903879615862
16368;1;2;2;65;03;17;17;1;79,6903879615862
16369;1;1;1;48;03;50;50;1;318,529654556615
16369;1;2;2;51;03;50;50;1;318,529654556615
16369;1;3;1;9;03;50;50;1;318,529654556615
16376;1;1;2;86;03;17;17;1;180,445148199412
16382;1;1;1;60;03;17;17;1;112,579229071786
16382;1;2;1;58;03;17;17;1;112,579229071786
16382;1;3;2;38;03;17;17;1;112,579229071786
16382;1;4;1;16;03;17;17;1;112,579229071786
16382;1;5;2;20;03;17;17;1;112,579229071786
16384;1;1;1;38;03;17;17;1;99,228218301349
16384;1;2;2;30;03;17;17;1;99,228218301349
16384;1;3;1;14;03;17;17;1;99,228218301349
16384;1;4;2;9;03;17;17;1;99,228218301349
16385;1;1;1;53;03;17;17;1;159,831194435289
16385;1;2;2;16;03;17;17;1;159,831194435289
16394;1;1;2;48;03;17;17;1;56,7983711462162
16394;1;2;1;59;03;17;17;1;56,7983711462162
16408;1;1;2;39;03;11;11;1;8479,42822526088
16408;1;2;2;16;03;11;11;1;8479,42822526088
16408;1;3;2;15;03;11;11;1;8479,42822526088
16409;1;1;2;44;03;17;17;1;125,174319855834
16411;1;1;2;26;03;17;17;1;159,137141119252
16411;1;2;1;31;03;17;17;1;159,137141119252
16411;1;3;2;30;03;17;17;1;159,137141119252
16412;1;1;2;43;03;17;17;1;151,84828463401
16412;1;2;1;11;03;17;17;1;151,84828463401
16415;1;1;2;43;03;17;17;1;95,5533374364581
16415;1;2;2;25;03;17;17;1;95,5533374364581
16415;1;3;1;28;03;17;17;1;95,5533374364581
16415;1;4;1;71;03;17;17;1;95,5533374364581
16415;1;5;2;73;03;17;17;1;95,5533374364581
16416;1;1;1;28;03;17;17;1;176,670705738487
16420;1;1;1;69;03;17;17;1;91,8201704745678
16420;1;2;2;47;03;17;17;1;91,8201704745678
16420;1;3;1;26;03;17;17;1;91,8201704745678
16423;1;1;1;36;03;17;17;1;261,454600617502
16423;1;2;2;40;03;17;17;1;261,454600617502
16423;1;3;1;9;03;17;17;1;261,454600617502
16426;1;1;2;94;03;17;17;1;141,998781669546
16426;1;2;1;14;03;17;17;1;141,998781669546
16430;1;1;2;52;03;17;17;1;150,247223068653
16430;1;2;2;23;03;17;17;1;150,247223068653
16430;1;3;2;4;03;17;17;1;150,247223068653
16438;1;1;1;44;03;17;17;1;126,338700933463
16438;1;2;2;53;03;17;17;1;126,338700933463
16443;1;1;1;74;03;17;17;1;96,5968824597993
16443;1;2;2;53;03;17;17;1;96,5968824597993
16443;1;3;2;13;03;17;17;1;96,5968824597993
16443;1;4;2;49;03;17;17;1;96,5968824597993
16443;1;5;2;19;03;17;17;1;96,5968824597993
16443;1;6;1;2;03;17;17;1;96,5968824597993
16450;1;1;1;61;03;17;17;1;107,582023748141
16450;1;2;2;55;03;17;17;1;107,582023748141
16451;1;1;1;70;03;17;17;1;84,6683505558057
16451;1;2;1;65;03;17;17;1;84,6683505558057
16451;1;3;1;38;03;17;17;1;84,6683505558057
16451;1;4;2;24;03;17;17;1;84,6683505558057
16451;1;5;1;26;03;17;17;1;84,6683505558057
16451;1;6;1;1;03;17;17;1;84,6683505558057
16462;1;1;2;33;03;44;44;1;96,0670882921043
16462;1;2;1;32;03;44;44;1;96,0670882921043
16462;1;3;1;11;03;44;44;1;96,0670882921043
16462;1;4;1;8;03;44;44;1;96,0670882921043
16557;1;1;1;41;03;17;17;1;215,876472979974
16557;1;2;2;53;03;17;17;1;215,876472979974
16593;1;1;2;65;03;17;17;1;246,788127318342
16593;1;2;1;45;03;17;17;1;246,788127318342
16593;1;3;1;31;03;17;17;1;246,788127318342
16658;1;1;1;59;03;17;17;1;174,613569709672
16658;1;2;2;57;03;17;17;1;174,613569709672
16658;1;3;2;78;03;17;17;1;174,613569709672
16699;1;1;2;58;03;17;17;1;200,665717095887
16699;1;2;2;26;03;17;17;1;200,665717095887
16941;1;1;1;35;03;44;44;1;162,918227226828
17064;1;1;2;49;03;27;27;1;16,2974625085872
17064;1;2;1;63;03;27;27;1;16,2974625085872
17064;1;3;2;12;03;27;27;1;16,2974625085872
17079;1;1;1;44;03;27;27;1;16,2974625085872
17079;1;2;2;37;03;27;27;1;16,2974625085872
17079;1;3;2;10;03;27;27;1;16,2974625085872
17514;1;1;1;32;03;63;63;1;201,206033732295
17514;1;2;2;28;03;63;63;1;201,206033732295
17514;1;3;2;5;03;63;63;1;201,206033732295
17736;1;1;2;40;03;11;11;1;1423,21154534343
17736;1;2;1;21;03;11;11;1;1423,21154534343
17736;1;3;1;8;03;11;11;1;1423,21154534343
17736;1;4;2;77;03;11;11;1;1423,21154534343
17736;1;5;2;75;03;11;11;1;1423,21154534343
17765;1;1;2;50;03;52;52;1;117,204565380762
17765;1;2;1;71;03;52;52;1;117,204565380762
17765;1;3;2;26;03;52;52;1;117,204565380762
17765;1;4;2;26;03;52;52;1;117,204565380762
17765;1;5;1;8;03;52;52;1;117,204565380762
17994;1;1;1;57;03;11;11;1;1609,26048429053
17994;1;2;2;43;03;11;11;1;1609,26048429053
17994;1;3;1;16;03;11;11;1;1609,26048429053
17994;1;4;2;13;03;11;11;1;1609,26048429053
17994;1;5;1;34;03;11;11;1;1609,26048429053
18107;1;1;2;87;03;17;17;1;210,434417383747
18805;1;1;2;50;03;20;20;1;499,593205237018
18805;1;2;1;55;03;20;20;1;499,593205237018
18805;1;3;2;16;03;20;20;1;499,593205237018
18805;1;4;1;27;03;20;20;1;499,593205237018
18805;1;5;1;23;03;20;20;1;499,593205237018
18805;1;6;2;26;03;20;20;1;499,593205237018
18805;1;7;2;2;03;20;20;1;499,593205237018
18805;1;8;2;0;03;20;20;1;499,593205237018
18805;1;9;2;21;03;20;20;1;499,593205237018
18805;1;10;1;21;03;20;20;1;499,593205237018
19029;1;1;1;42;03;50;50;1;109,751431153594
19029;1;2;2;48;03;50;50;1;109,751431153594
19029;1;3;1;17;03;50;50;1;109,751431153594
19029;1;4;1;30;03;50;50;1;109,751431153594
19029;1;5;2;28;03;50;50;1;109,751431153594
19029;1;6;1;33;03;50;50;1;109,751431153594
19102;1;1;2;88;03;44;44;1;36,9464766329267
19102;1;2;2;67;03;44;44;1;36,9464766329267
19102;1;3;2;65;03;44;44;1;36,9464766329267
19102;1;4;2;26;03;44;44;1;36,9464766329267
19221;1;1;1;54;03;47;47;1;236,568969873799
19462;1;1;1;63;03;18;18;1;47,7544445777095
19506;1;1;1;72;03;70;70;1;208,597726471938
19506;1;2;2;66;03;70;70;1;208,597726471938
19506;1;3;2;40;03;70;70;1;208,597726471938
19757;1;1;2;40;03;11;11;1;1423,21154534343
19757;1;2;1;21;03;11;11;1;1423,21154534343
19757;1;3;1;8;03;11;11;1;1423,21154534343
19757;1;4;2;77;03;11;11;1;1423,21154534343
19757;1;5;2;75;03;11;11;1;1423,21154534343
19932;1;1;1;26;03;20;20;1;157,532621950668
19932;1;2;2;28;03;20;20;1;157,532621950668
19932;1;3;1;10;03;20;20;1;157,532621950668
19932;1;4;2;3;03;20;20;1;157,532621950668
19932;1;5;1;1;03;20;20;1;157,532621950668
20084;1;1;1;31;03;05;05;1;652,572088209938
20084;1;2;2;27;03;05;05;1;652,572088209938
20247;1;1;2;80;03;76;76;1;955,274119142244
20285;1;1;2;52;03;76;76;1;943,131811375172
20285;1;2;2;25;03;76;76;1;943,131811375172
20285;1;3;1;17;03;76;76;1;943,131811375172
20368;1;1;1;52;03;44;44;1;135,489531510732
20368;1;2;1;26;03;44;44;1;135,489531510732
20368;1;3;1;7;03;44;44;1;135,489531510732
20433;1;1;2;41;03;41;41;1;90,7646656649288
20433;1;2;1;40;03;41;41;1;90,7646656649288
20433;1;3;1;14;03;41;41;1;90,7646656649288
20433;1;4;2;3;03;41;41;1;90,7646656649288
20535;1;1;2;67;03;76;76;1;249,959809167335
20535;1;2;2;99;03;76;76;1;249,959809167335
20536;1;1;1;55;03;76;76;1;669,48321827468
20622;1;1;1;83;03;50;50;1;210,052947208749
20622;1;2;2;49;03;50;50;1;210,052947208749
20622;1;3;2;18;03;50;50;1;210,052947208749
20622;1;4;1;0;03;50;50;1;210,052947208749
5154638;1;1;1;41;03;05;05;1;1687,91270611615
5154639;1;1;2;45;03;05;05;1;2438,7585048417
5154639;1;2;1;49;03;05;05;1;2438,7585048417
5154639;1;3;2;30;03;05;05;1;2438,7585048417
5154639;1;4;1;13;03;05;05;1;2438,7585048417
5154640;1;1;1;56;03;05;05;1;2854,6952446789
5154640;1;2;2;56;03;05;05;1;2854,6952446789
5154640;1;3;1;25;03;05;05;1;2854,6952446789
5154640;1;4;1;23;03;05;05;1;2854,6952446789
5154640;1;5;1;21;03;05;05;1;2854,6952446789
5154640;1;6;1;12;03;05;05;1;2854,6952446789
5154641;1;1;2;65;03;05;05;1;2063,66051650675
5154641;1;2;1;47;03;05;05;1;2063,66051650675
5154641;1;3;1;88;03;05;05;1;2063,66051650675
5154642;1;1;1;51;03;05;05;1;2102,25006750351
5154642;1;2;2;55;03;05;05;1;2102,25006750351
5154642;1;3;1;13;03;05;05;1;2102,25006750351
5154643;1;1;1;73;03;05;05;1;2664,06270796165
5154643;1;2;2;66;03;05;05;1;2664,06270796165
5154644;1;1;1;55;03;05;05;1;2890,91794582755
5154645;1;1;1;42;03;05;05;1;2580,91884717615
5154645;1;2;2;31;03;05;05;1;2580,91884717615
5154645;1;3;1;0;03;05;05;1;2580,91884717615
5154646;1;1;1;56;03;05;05;1;1617,29675291052
5154647;1;1;2;58;03;05;05;1;2109,50657680093
5154648;1;1;1;44;03;05;05;1;1606,38919750226
5154648;1;2;2;41;03;05;05;1;1606,38919750226
5154648;1;3;1;19;03;05;05;1;1606,38919750226
