DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P388;P6440;P6450;P6460;P6460S1;P6400;P6410;P6410S1;P6422;P6424S1;P6424S2;P6424S3;P6426;P6430;P6430S1;P6480;P6480S1;P9440;P6500;P6510;P6510S1;P6510S2;P6590;P6590S1;P6600;P6600S1;P6610;P6610S1;P6620;P6620S1;P6585S1;P6585S1A1;P6585S1A2;P6585S2;P6585S2A1;P6585S2A2;P6585S3;P6585S3A1;P6585S3A2;P6585S4;P6585S4A1;P6585S4A2;P6545;P6545S1;P6545S2;P6580;P6580S1;P6580S2;P6630S1;P6630S1A1;P6630S2;P6630S2A1;P6630S3;P6630S3A1;P6630S4;P6630S4A1;P6630S6;P6630S6A1;P6640;P6640S1;P6765;P6765S1;P6772;P6772S1;P6773S1;P6775;P6750;P6760;P550;P6780;P6780S1;P6790;P1800;P1800S1;P1801S1;P1801S2;P1801S3;P1802;P1879;P1805;P6800;P6810;P6810S1;P6850;P6830;P6830S1;P6870;P6880;P6880S1;P6915;P6915S1;P6920;P6930;P6940;P6960;P6980;P6980S1;P6980S2;P6980S3;P6980S4;P6980S5;P6980S6;P6980S7;P6980S7A1;P6980S8;P6990;P9450;P7020;P760;P7026;P7028;P7028S1;P7040;P390;P7045;P7050;P7050S1;P7070;P7075;P7077;P1880;P1881;P1882;P7090;P7100;P7110;P7120;P7130;P7140;P7140S1;P7140S2;P7140S3;P7140S4;P7140S5;P7140S6;P7140S7;P7140S8;P7140S9;P7140S9A1;P7150;P7160;P7170S1;P7170S5;P7170S6;P7180;P514;P515;P7240;P7240S1;clase;MES;OCI;RAMA4D_R4;OFICIO;RAMA2D_R4;INGLABO;DPTO;fex_c_2011;RAMA4DP8_R4
5166930;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;180;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;90000;1;4800000;3; ;12;2; ; ; ; ;2;1;1;48; ;.;0;7;COVID 19;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;48;8; ;2; ; ; ; ; ; ; ;1;3;30;2; ; ; ;1;1;2;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;1;8; ;2;04;1;0161;61;01;90000;05;2391,6807983995; 
5166931;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;12;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;2;100000;1;0;3; ;12;2; ; ; ; ;2;1;1;16;1; ;10;6; ;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;8;4;4; ;2; ; ; ; ; ; ; ;1;13;30;1;30;1;1;1;1;2;1;2;1;2;2;2;2;2; ;2;1;1;2;1;2;2;1;5; ;2;04;1;9522;85;95;100000;05;9566,72319359799; 
5166931;1;3;1;60;5;1;1; ; ;1; ; ;1;2;2;2;2;3; ;1; ;2;90000;2; ; ;1;20000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;2; ; ; ; ; ; ; ; ;12;1; ;12; ; ;1;2; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;5;0;4; ;1;5;0;4; ;50000;2;1;1;13;5;1;28;1;1;1;1;2;1;2;1;2;2;2;2;2; ;1;1;1;2;1;2;2;1;3; ;2;04;1;9700;54;97;160000;05;9566,72319359799; 
5166933;1;2;1;60;5;1;1; ; ;1; ; ;1;2;2;2;3;8; ;1; ;2;164000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;3; ; ; ; ; ; ; ; ;19;1; ;33; ; ;7;7; ;10; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;13;90;1;31;2;1;1;1;2;1;2;1;2;2;2;2;2; ;1;1;2;2;2;2;2;1;3; ;2;04;1;0122;62;01;164000;05;4597,08107946489; 
5166933;1;3;1;60;5;1;1; ; ;1; ; ;2;2;2;2;3;1; ;1; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;4; ; ; ; ; ; ; ; ;57; ;.;0;5; ;4;7; ;8; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;1;24;4; ;2; ; ; ; ; ; ; ;9;13;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;3; ;2;04;1;4111;95;41;1400000;05;4597,08107946489; 
5166934;1;1;1;60;5;1;1; ; ;1; ; ;2;1;2;1;36;1; ;1; ;2;1400000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;1;35000;2;2; ; ;2; ; ;2; ; ;1;1400000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID19;4;9; ;1; ;1;1;1;3;1; ; ; ; ; ; ; ; ;1;1;1;1;5;25;4; ;2; ; ; ; ; ; ; ;1;11;45;2; ; ; ;1;1;2;2;2;2;1;2;2;2;2; ;1;1;2;1;1;1;1;2;3; ;2;04;1;4112;95;41;1400000;05;3894,19040524159; 
5166934;1;2;1;60;5;2; ; ; ; ; ; ; ; ; ; ;36;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;800000;1;9600000;3; ;12;2; ; ; ; ;3;3;1;48; ;.;0;7;DESCANSAR COVID19;1;7; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;4; ;2; ; ; ; ; ; ; ;3;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;04;1;9602;57;96;800000;05;3894,19040524159; 
5166936;1;3;1;60;5;1;2;1; ;1; ; ;1;1;2;1;36;1; ;1; ;2;870000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;1;32000;2;2; ; ;2; ; ;2; ; ;1;870000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID 19;5;7; ;1; ;1;1;1;7;1;1; ; ; ; ; ; ; ; ;1;1;1;2;48;1; ;2; ; ; ; ; ; ; ;9;11;50;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;04;1;1522;33;15;870000;05;780,289818654772; 
5166936;1;6;1;60;5;1;2;1; ;1; ; ;1;1;2;1;48;1; ;2; ;2;870000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;1;32000;2;2; ; ;2; ; ;2; ; ;1;870000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID 19;7;7; ;1; ;1;2;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;4;12;2; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;04;1;1312;75;13;870000;05;780,289818654772; 
5166936;1;8;1;60;5;1;2;2;12;1; ; ;1;1;2;1;36;1; ;1; ;2;1000000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;1;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID 19;6;9; ;1; ;1;1;1;3;1; ; ; ; ; ; ; ; ;1;1;2;1;2;12;1; ;2; ; ; ; ; ; ; ;1;4;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;04;1;4111;95;41;1000000;05;780,289818654772; 
5166939;1;1;1;60;5;1;2;2;12;2;4;ASEO Y HOGAR;1;1;2;1;47;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102000;2;1;34800;2;2; ; ;2; ; ;2; ; ;1;850000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;2;7; ;1; ;1;1;1;20;1;1; ; ; ; ; ; ; ; ;1;1;1;3;120;8; ;2; ; ; ; ; ; ; ;5;3;75;1;12;2;1;1;1;2;1;2;2;2;2;1;1;2; ;2;1;1;1;1;2;1;2;5; ;2;04;1;6820;62;68;877803;05;1064,67765884639;7820
5166939;1;2;1;60;5;1;1; ; ;1; ; ;1;2;2;2;12;3; ;1; ;2;500000;2; ; ;1;120000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;200000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;18;1; ;0;5; ;1;2; ;3; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;5;4;1; ;2; ; ; ; ; ; ; ;13;2;60;1;18;2;1;1;1;2;1;2;1;2;2;1;2;1;ESTABILIDAD;2;1;2;1;1;2;2;1;3; ;2;04;1;9700;54;97;620000;05;1064,67765884639; 
5166939;1;4;1;60;5;1;2;1; ;2;1; ;1;1;2;1;9;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;102000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;390000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;4; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;0;5;1; ;2; ; ; ; ; ; ; ;8;11;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;1; ;2;04;1;1089;97;10;877803;05;1064,67765884639;7810
5166941;1;1;1;60;5;1;2;2;12;1; ; ;1;1;2;1;240;1; ;1; ;2;870000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;870000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;9;4; ;1; ;1;2;1;30;1;1; ; ; ; ; ; ; ; ;1;1;1;1;73;1; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;2;1; ;2;04;1;3812;99;38;870000;05;743,470499274508; 
5166941;1;3;1;60;5;1;2;2;4;1; ; ;1;1;2;1;6;1; ;2; ;2;870000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;500000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;1;1;0;1; ; ; ; ; ; ; ; ;1;1;1;1;3;6;1; ;2; ; ; ; ; ; ; ;1;2;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;2;04;1;6110;03;61;870000;05;743,470499274508; 
5166943;1;1;1;60;5;2; ; ; ; ; ; ; ; ; ; ;24;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;2;700000;1;0;3; ;12;2; ; ; ; ;3;3;2;16;2; ;16; ; ;1;3; ;1; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;5;60;1; ;2; ; ; ; ; ; ; ;9;3;5;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;2;04;1;4711;41;47;700000;05;2908,63865868033; 
5166943;1;7;1;60;5;1;2;1; ;1; ; ;1;1;2;1;2;1; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;48; ;.;48; ; ;8;7; ;1; ;1;1;1;0;1;1; ; ; ; ; ; ; ; ;1;1;1;3;24;1; ;1;5;20;4; ;200000;1;1;1;13;30;1;20;2;1;1;1;1;1;2;2;2;2;2;2;2; ;2;1;1;1;1;2;1;1;3; ;2;04;1;4649;97;46;1077803;05;2908,63865868033; 
5166945;1;1;1;60;5;1;2;1; ;1; ; ;1;1;2;1;28;2; ;5; ;2;2400000;1;100000;2;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;1;96000;2;2; ; ;2; ; ;2; ; ;1;2500000;2; ;1;1250000;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID 19;9;5; ;1; ;1;2;1;10;1;1; ; ; ; ; ; ; ; ;1;1;1;0;28;1; ;2; ; ; ; ; ; ; ;3;11;45;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;1;1;1;1; ;2;04;1;3511;85;35;2400000;05;1827,21729016297; 
5166945;1;6;1;60;5;1;2;2;3;1; ; ;2;1;2;1;48;1; ;1; ;2;900000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;900000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;COVID 19;6;7; ;1; ;1;1;1;4;1;1; ; ; ; ; ; ; ; ;1;1;1;3;3;8; ;2; ; ; ; ; ; ; ;1;1;30;2; ; ; ;1;1;2;2;2;1;2;2;1;2;2; ;2;2;2;1;1;2;2;1;8; ;2;04;1;2410;97;24;900000;05;1827,21729016297; 
5166946;1;1;1;60;5;1;2;2;12;1; ; ;1;2;2;2;216;1; ;1; ;2;878000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;103000;2;1;34000;2;2; ; ;2; ; ;2; ; ;1;800000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;60; ; ;8;7; ;1; ;1;1;1;18;1;1; ; ; ; ; ; ; ; ;1;1;1;48;24;4; ;2; ; ; ; ; ; ; ;3;2;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;2;04;1;4923;97;49;878000;05;1705,43942060011; 
5166948;1;2;1;60;66;1;1; ; ;1; ; ;1;2;2;2;313;1; ;1; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;2;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;1; ;2; ; ; ; ; ; ; ;1;3;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2; ;2;04;1;4520;93;45;700000;66;910,000990851293; 
5166949;1;1;1;60;63;1;2;1; ;1; ; ;1;1;2;1;18;1; ;1; ;2;430000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;800000;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;60; ;.;0;7;CUARENTENA POR CORONAVIRUS;9;4; ;1; ;1;2;1;6;1;1; ; ; ; ; ; ; ; ;1;1;1;1;24;1; ;2; ; ; ; ; ; ; ;5;11;45;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;04;1;4921;98;49;430000;66;912,538509099767; 
5166949;1;3;1;60;66;1;1; ; ;1; ; ;1;1;2;1;1;1; ;1; ;2;200000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;1; ; ; ; ; ; ; ; ;40; ;.;0;7;CUARENTENA POR CORONAVIRUS;5;7; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;5;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;3; ;2;04;1;1410;79;14;200000;66;912,538509099767; 
5166949;1;4;1;60;66;1;1; ; ;1; ; ;1;2;2;2;24;8; ;1; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;12;8; ;2; ; ; ; ; ; ; ;1;3;10;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;5; ;2;04;1;0121;62;01;877803;66;912,538509099767; 
5166950;1;2;1;60;66;1;2;1; ;1; ; ;1;1;1;1;6;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;112000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;1;430000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;EN CUARENTENA;8;7; ;1; ;1;1;1;1;1;1; ; ; ; ; ; ; ; ;1;2;1;0;24;1; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;2;04;1;2920;84;29;877803;66;743,470499274508; 
5166950;1;3;1;60;66;1;2;1; ;1; ; ;1;1;1;1;3;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;112000;2;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;EN CUARENTENA;8;7; ;1; ;1;1;1;2;1;1; ; ; ; ; ; ; ; ;1;2;1;0;6;1; ;2; ; ; ; ; ; ; ;1;2;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;2;04;1;9329;33;93;877803;66;743,470499274508; 
5166951;1;2;1;60;66;1;1; ; ;1; ; ;1;2;2;2;2;8; ;1; ;2;840000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;9; ; ; ; ; ; ; ; ;50; ;.;50; ; ;3;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;3;36;8; ;2; ; ; ; ; ; ; ;11;3;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;2;04;1;0121;62;01;840000;66;1409,62742943233; 
5166951;1;3;1;60;66;1;1; ; ;1; ; ;1;2;2;2;19;8; ;2; ;2;800000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;50; ;.;50; ; ;4;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;12;6;4; ;2; ; ; ; ; ; ; ;9;11;30;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;04;1;0123;62;01;800000;66;1409,62742943233; 
5166953;1;3;1;60;66;1;1; ; ;1; ; ;1;2;2;2;12;8; ;1; ;2;740000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;40; ;.;40; ; ;5;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;24;8; ;2; ; ; ; ; ; ; ;1;3;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2; ;2;04;1;0121;62;01;740000;66;743,470499274508; 
5166953;1;4;1;60;66;1;1; ; ;1; ; ;1;2;2;2;2;1; ;1; ;2;700000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;CUARENTENA;2;2; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;1; ;2; ; ; ; ; ; ; ;1;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;3; ;2;04;1;4330;95;43;700000;66;743,470499274508; 
5166953;1;5;1;60;66;1;2;1; ;1; ; ;1;1;1;1;36;1; ;2; ;2;877803;2; ; ;2; ;2; ;2; ;2; ;2; ; ;1;112000;2;2; ; ;2; ; ;2; ; ;2; ; ;1;435000;1;435000;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;0;7;CUARENTENA;6;7; ;1; ;1;1;1;3;1;1; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;11;15;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;04;1;2229;83;22;877803;66;743,470499274508; 
5166954;1;1;1;60;66;1;1; ; ;1; ; ;1;2;2;2;1;3; ;1; ;2;877803;2; ; ;1;200000;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;40; ;.;0;7;CUARENTENA POR CORONAVIRUS;1;2; ;2; ;2; ; ; ;1; ; ; ; ; ;1; ; ; ;2;2;1;2;24;3; ;2; ; ; ; ; ; ; ;3;1;60;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;2;1;8; ;2;04;1;9700;54;97;1077803;66;1177,35635460055; 
5166955;1;1;1;60;66;1;1; ; ;1; ; ;2;2;2;2;0;8; ;1; ;2;120000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;10; ; ; ; ; ; ; ; ;16;1; ;16; ; ;6;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;2; ; ; ; ; ; ; ; ;1;60;2; ; ; ;1;1;1;1;2;1;2;1;2;2;2; ;2;1;2;2;2;2;2;1;2; ;2;04;1;0121;61;01;120000;66;1395,85477665165; 
5166957;1;1;1;60;66;2; ; ; ; ; ; ; ; ; ; ;60;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4; ; ; ; ;3;250000;1;5000000;3; ;12;2; ; ; ; ;3;3;2;40; ;.;0;7;CUARENTENA POR CORONAVIRUS;1;5; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;18;1; ;1;66;0;5; ;50000;2;1;9;11;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;04;1;4719;45;47;300000;66;816,729278468682; 
5166957;1;3;1;60;66;2; ; ; ; ; ; ; ; ; ; ;72;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;45; ;.;7;6; ;3;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;36;12;4; ;2; ; ; ; ; ; ; ;3;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;3; ;2;04;1;4711;45;47; ;66;816,729278468682; 
5166958;1;1;1;60;66;1;1; ; ;1; ; ;1;2;2;2;18;3; ;1; ;2;70000;2; ; ;2; ;2; ;2; ;2; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ;2; ;2; ;2; ;2; ;2; ; ;.; ; ; ; ; ; ; ; ;.;12; ; ; ; ; ; ; ; ;48; ;.;48; ; ;1;1; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;48;1; ;2; ; ; ; ; ; ; ;1;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;2;1;2; ;2;04;1;9700;58;97;70000;66;1175,17086411531; 
5166959;1;2;1;60;66;2; ; ; ; ; ; ; ; ; ; ;76;5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;7; ;2; ; ;3;600000;1;12000000;3; ;12;1;1;1;0;0;1;9;2;48; ;.;48; ; ;2;8; ;1; ;1;1;2;10;1;1; ; ; ; ; ; ; ; ;2;2;1;0;36;1; ;2; ; ; ; ; ; ; ;2;14; ;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;1;2;1;1;2; ;2;04;1;0123;61;01;600000;66;743,470499274508; 
5166960;1;1;1;60;66;2; ; ; ; ; ; ; ; ; ; ;12;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;6; ; ; ; ;3;400000;1;5200000;3; ;12;2; ; ; ; ;2;3;2;40; ;.;18;6; ;1;8; ;2; ;2; ; ; ;1; ; ; ; ; ; ; ; ;1;2;2;1;0;144;4; ;1;66;5;4; ;0;2;8;3;3;20;2; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2;1;1;8; ;2;04;1;0161;62;01;400000;66;1210,53599075279; 
