DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;CLASE;P6230;P6240;P6240S1;P6250;P6260;P6270;P6280;P6290;P6290S1;P6300;P6310;P6310S1;P6320;P6330;P6340;P6350;P6351;DPTO;fex_c_2011
1002299;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;197.907.586.199.068
1002299;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;197.907.586.199.068
1002299;1;6;1;50;2;2;6;PASEANDO;2;2;2;2;;;2;;;;;;;;25;197.907.586.199.068
1002299;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;25;197.907.586.199.068
1002300;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;150.750.776.417.311
1002300;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;150.750.776.417.311
1002302;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;208.091.172.186.216
1002302;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;25;208.091.172.186.216
1002302;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;208.091.172.186.216
1002302;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;25;208.091.172.186.216
1002302;1;7;1;50;2;7;1;;;;;;;;;;;;;;;;25;208.091.172.186.216
1002302;1;10;1;50;2;10;1;;;;;;;;;;;;;;;;25;208.091.172.186.216
1002302;1;11;1;50;2;11;4;;2;2;2;2;;;2;;;;;;;;25;208.091.172.186.216
1002308;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;217.376.050.518.096
1002308;1;2;1;50;2;2;4;;2;2;2;2;;;1;13;EN LO QUE QUIERE TRABAJAR NO ES LA TEMPORADA;;;;;;25;217.376.050.518.096
1002311;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;231.499.458.546.331
1002311;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;231.499.458.546.331
1002312;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;201.445.781.603.087
1002312;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;201.445.781.603.087
1002312;1;3;1;50;2;3;3;;1;;;;;;;;;;;;;;25;201.445.781.603.087
1002312;1;4;1;50;2;2;6;VACACIONES;2;2;2;2;;;2;;;;;;;;25;201.445.781.603.087
1002316;1;1;1;50;2;1;6;DESCANSAR Y ASISTIR AL MEDICO POR ENFERMEDAD;2;2;2;2;;;2;;;;;;;;25;239.043.210.482.189
1002316;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;239.043.210.482.189
1002316;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;239.043.210.482.189
1002318;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;167.637.539.914.572
1002318;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;167.637.539.914.572
1002320;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;194.220.951.918.386
1002320;1;2;1;50;2;2;6;INCAPACIDAD   PO ACCIDENTE;1;;;;;;;;;;;;;;25;194.220.951.918.386
1002321;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002321;1;2;1;50;2;1;4;;2;2;2;2;;;1;5;;2;;2;;;25;192.205.727.976.017
1002321;1;3;1;50;2;1;6;VACACIONES;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002321;1;4;1;50;2;1;6;VACIONES;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002323;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;159.194.158.165.941
1002323;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;159.194.158.165.941
1002324;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;218.969.712.407.015
1002324;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;218.969.712.407.015
1002324;1;3;1;50;2;2;4;;2;2;2;2;;;1;13;ESTA EN  LOS  TRAMITES DE LA  LIBRETA   MILITAR;;;;;;25;218.969.712.407.015
1002326;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;193.764.357.038.903
1002326;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;193.764.357.038.903
1002328;1;1;1;50;2;1;4;;2;1;;;;;;;;;;;;;25;210.415.500.394.937
1002328;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;210.415.500.394.937
1002328;1;3;1;50;2;2;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;25;210.415.500.394.937
1002330;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;219.891.174.163.234
1002330;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;219.891.174.163.234
1002332;1;1;1;50;2;2;6;CUIDANDO  A  LA MAMA;2;2;2;2;;;1;10;;;;;;;25;17.060.831.017.566
1002332;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;17.060.831.017.566
1002334;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;174.147.453.843.212
1002334;1;2;1;50;2;1;6;VACACIONES;2;2;2;2;;;1;12;;;;;;;25;174.147.453.843.212
1002335;1;1;1;50;2;1;6;INCAPACITADO  PO  ENFERMEDAD;2;1;;;;;;;;;;;;;25;150.750.776.417.311
1002335;1;2;1;50;2;2;6;CUIDANDO  AL  ESPOSO  INCAPACITADO POR  ACCIDENTE;1;;;;;;;;;;;;;;25;150.750.776.417.311
1002336;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;21.530.491.006.978
1002338;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;252.583.416.697.724
1002341;1;1;1;50;2;2;6;DESCANSAR;2;1;;;;;;;;;;;;;25;15.726.069.034.595
1002341;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;15.726.069.034.595
1002344;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;278.073.066.515.388
1002344;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;278.073.066.515.388
1002347;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;284.582.980.444.027
1002347;1;2;1;50;2;2;4;;2;2;1;;;;;;;;;;;;25;284.582.980.444.027
1002349;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;218.969.712.407.015
1002349;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;218.969.712.407.015
1002349;1;3;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;25;218.969.712.407.015
1002350;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;161.265.298.614.258
1002350;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;161.265.298.614.258
1002350;1;5;1;50;2;5;4;;2;2;2;2;;;1;13;NO CONOCE EL PUEBLO;;;;;;25;161.265.298.614.258
1002353;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;17.060.831.017.566
1002353;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;17.060.831.017.566
1002356;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;217.376.050.518.096
1002356;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;217.376.050.518.096
1002362;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;223.885.964.446.735
1002362;1;2;1;50;2;2;4;;2;2;2;2;;;1;2;;2;;2;;;25;223.885.964.446.735
1002378;1;1;1;50;2;1;6;ARREGLO DE LA VIVIENDA;2;2;2;2;;;2;;;;;;;;25;19.434.661.058.807
1002378;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;19.434.661.058.807
1002378;1;3;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;19.434.661.058.807
1002378;1;4;1;50;2;1;6;VER TELEVISION;2;2;2;2;;;2;;;;;;;;25;19.434.661.058.807
1002381;1;1;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;186.734.064.752.008
1002381;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;186.734.064.752.008
1002381;1;3;1;50;2;2;6;VIAJAR;2;2;2;2;;;1;12;;;;;;;25;186.734.064.752.008
1002381;1;5;1;50;2;5;1;;;;;;;;;;;;;;;;25;186.734.064.752.008
1002384;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;167.637.539.914.572
1002384;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;167.637.539.914.572
1002385;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;170.665.174.945.141
1002385;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;170.665.174.945.141
1002385;1;3;1;50;2;1;1;;;;;;;;;;;;;;;;25;170.665.174.945.141
1002385;1;5;1;50;2;1;1;;;;;;;;;;;;;;;;25;170.665.174.945.141
1002385;1;6;1;50;2;1;4;;2;2;2;1;2;;;;;;;;;1;25;170.665.174.945.141
1002388;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;15.726.069.034.595
1002388;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;15.726.069.034.595
1002389;1;1;1;50;2;1;6;VISITA FAMILIAR;2;2;2;2;;;2;;;;;;;;25;212.860.881.876.338
1002389;2;1;2;50;2;1;1;;;;;;;;;;;;;;;;25;212.860.881.876.338
1002389;2;2;2;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;212.860.881.876.338
1002389;2;3;2;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;212.860.881.876.338
1002392;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;13.900.982.982.732
1002392;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;13.900.982.982.732
1002393;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;217.376.050.518.096
1002393;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;217.376.050.518.096
1002395;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;146.553.581.763.179
1002395;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;146.553.581.763.179
1002395;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;146.553.581.763.179
1002397;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;207.818.022.903.401
1002397;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;207.818.022.903.401
1002397;1;3;1;50;2;2;6;AYUDA EN EL HOGAR;2;2;2;2;;;2;;;;;;;;25;207.818.022.903.401
1002400;1;1;1;50;2;1;6;ARREGLAR EL JARDIN;2;2;2;2;;;2;;;;;;;;25;219.483.172.055.979
1002400;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;219.483.172.055.979
1002400;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;219.483.172.055.979
1002400;1;4;1;50;2;2;6;CAPACITACION EN INSTITUTO DE NIÑOS ESPECIALES;2;2;2;2;;;2;;;;;;;;25;219.483.172.055.979
1002400;1;5;1;50;2;5;4;;2;1;;;;;;;;;;;;;25;219.483.172.055.979
1002400;1;6;1;50;2;5;1;;;;;;;;;;;;;;;;25;219.483.172.055.979
1002402;1;1;1;50;2;1;6;CAMINAR;2;2;2;2;;;2;;;;;;;;25;252.583.416.697.724
1002404;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;218.332.545.100.348
1002404;1;2;1;50;2;2;4;;2;2;2;1;2;;;;;;;;;1;25;218.332.545.100.348
1002404;1;3;1;50;2;2;6;VIAJAR;2;2;2;2;;;2;;;;;;;;25;218.332.545.100.348
1002404;1;4;1;50;2;2;6;JUGAR Y VER TV;2;2;2;2;;;2;;;;;;;;25;218.332.545.100.348
1002406;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;164.237.017.138.879
1002406;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;164.237.017.138.879
1002406;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;25;164.237.017.138.879
1002408;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;208.932.668.769.465
1002408;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;208.932.668.769.465
1002410;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;169.708.680.362.888
1002410;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;169.708.680.362.888
1002410;1;3;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;169.708.680.362.888
1002413;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;21.530.491.006.978
1002414;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;156.611.509.080.642
1002414;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;156.611.509.080.642
1002414;1;3;1;50;2;2;6;EN EL HOGAR;2;2;2;2;;;2;;;;;;;;25;156.611.509.080.642
1002414;1;4;1;50;2;2;1;;;;;;;;;;;;;;;;25;156.611.509.080.642
1002416;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;188.666.584.308.466
1002416;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;188.666.584.308.466
1002416;1;3;1;50;2;2;6;DORMIR;2;2;1;;;;;;;;;;;;25;188.666.584.308.466
1002416;1;4;1;50;2;2;6;JUGAR Y VER TV;2;2;2;2;;;2;;;;;;;;25;188.666.584.308.466
1002417;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;257.591.566.332.958
1002417;1;2;1;50;2;2;4;;2;2;2;2;;;1;13;FALTA DE TIEMPO;;;;;;25;257.591.566.332.958
1002417;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;257.591.566.332.958
1002417;1;4;1;50;2;2;1;;;;;;;;;;;;;;;;25;257.591.566.332.958
1002417;1;5;1;50;2;5;4;;2;2;2;2;;;1;11;;;;;;;25;257.591.566.332.958
1002417;1;6;1;50;2;2;6;CUIDADO DE ANIMALES;2;2;2;2;;;2;;;;;;;;25;257.591.566.332.958
1002419;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;233.023.378.271.513
1002419;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;233.023.378.271.513
1002419;1;3;1;50;2;2;5;;;;;;;;;;;;;;;;25;233.023.378.271.513
1002419;1;4;1;50;2;2;6;REALIZAR DILIGENCIAS;2;2;2;2;;;1;12;;;;;;;25;233.023.378.271.513
1002421;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;193.764.357.038.903
1002421;1;2;1;50;2;1;4;;2;2;2;2;;;1;2;;1;2;;;;25;193.764.357.038.903
1002422;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;21.530.491.006.978
1002423;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;237.996.495.080.714
1002423;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;237.996.495.080.714
1002423;1;3;1;50;2;2;6;LECTURA;2;2;2;2;;;2;;;;;;;;25;237.996.495.080.714
1002423;1;4;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;237.996.495.080.714
1002423;1;5;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;237.996.495.080.714
1002423;1;6;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;237.996.495.080.714
1002426;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;17.324.782.403.044
1002426;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;25;17.324.782.403.044
1002426;1;4;1;50;2;4;1;;;;;;;;;;;;;;;;25;17.324.782.403.044
1002427;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002427;1;2;1;50;2;2;4;;2;2;2;2;;;1;10;;;;;;;25;192.205.727.976.017
1002427;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002427;1;4;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002431;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;214.793.401.432.796
1002431;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;214.793.401.432.796
1002431;1;3;1;50;2;3;4;;2;2;2;2;;;2;;;;;;;;25;214.793.401.432.796
1002431;1;4;1;50;2;2;6;JUGAR;VIENDO T.V Y AYUDA EN LOS OFICIOS DEL HOGAR;2;2;2;2;;;2;;;;;;;;25;214.793.401.432.796
1002440;1;1;1;50;2;1;6;DESCANSANDO;2;2;2;2;;;2;;;;;;;;25;210.526.330.658.384
1002440;2;1;2;50;2;1;4;;1;;;;;;;;;;;;;;25;210.526.330.658.384
1002440;2;2;2;50;2;1;6;JUGANDO VIENDO TV Y AYUDA EN LA TIENDA DE LA MAMA;2;2;1;;;;;;;;;;;;25;210.526.330.658.384
1002442;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;164.237.017.138.879
1002442;1;2;1;50;2;1;1;;;;;;;;;;;;;;;;25;164.237.017.138.879
1002442;1;3;1;50;2;1;1;;;;;;;;;;;;;;;;25;164.237.017.138.879
1002447;1;1;1;50;2;1;6;SE FUE DE PASEO;2;2;2;2;;;1;7;;1;1;;6;2;25;27.167.994.153.516
1002447;1;2;1;50;2;2;6;SE FUE DE PASEO;2;2;2;2;;;2;;;;;;;;25;27.167.994.153.516
1002447;1;3;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;27.167.994.153.516
1002448;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;164.804.442.281.809
1002448;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;164.804.442.281.809
1002448;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;164.804.442.281.809
1002453;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;247.624.264.859.145
1002453;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;247.624.264.859.145
1002453;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;247.624.264.859.145
1002453;1;4;1;50;2;4;6;LICENCIA DE MATERNIDAD;1;;;;;;;;;;;;;;25;247.624.264.859.145
1002456;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;207.818.022.903.401
1002456;1;2;1;50;2;2;4;;2;1;;;;;;;;;;;;;25;207.818.022.903.401
1002456;1;3;1;50;2;3;6;VER T.V JUGAR Y OFICIOS DEL HOGAR;2;2;2;2;;;1;12;;;;;;;25;207.818.022.903.401
1002457;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;178.152.062.111.519
1002457;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;178.152.062.111.519
1002457;1;3;1;50;2;2;3;;2;2;2;1;1;;;;;;;;;1;25;178.152.062.111.519
1002459;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002459;1;2;1;50;2;1;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002459;1;3;1;50;2;1;6;DESCANSAR;2;2;2;2;;;1;12;;;;;;;25;192.205.727.976.017
1002459;1;4;1;50;2;1;6;DESCANNSAR;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002460;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;17.060.831.017.566
1002460;1;2;1;50;2;1;6;SE FUE  DE  PASEO;2;2;2;2;;;2;;;;;;;;25;17.060.831.017.566
1002462;1;1;1;50;2;1;4;;2;1;;;;;;;;;;;;;25;209.958.905.515.454
1002462;1;2;1;50;2;1;1;;;;;;;;;;;;;;;;25;209.958.905.515.454
1002462;1;3;1;50;2;1;1;;;;;;;;;;;;;;;;25;209.958.905.515.454
1002463;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;235.925.354.632.398
1002463;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;235.925.354.632.398
1002463;1;3;1;50;2;2;1;;;;;;;;;;;;;;;;25;235.925.354.632.398
1002463;1;4;1;50;2;2;6;ESTAN EN VACACIONES;2;2;2;2;;;2;;;;;;;;25;235.925.354.632.398
1002463;1;5;1;50;2;2;6;JUGAR;2;2;2;2;;;2;;;;;;;;25;235.925.354.632.398
1002465;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;212.279.226.051.192
1002465;1;2;1;50;2;1;2;;2;2;1;;;;;;;;;;;;25;212.279.226.051.192
1002465;1;3;1;50;2;1;1;;;;;;;;;;;;;;;;25;212.279.226.051.192
1002465;1;4;1;50;2;1;6;ESTA EN VACACIONES;2;2;2;2;;;1;12;;;;;;;25;212.279.226.051.192
1002467;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;152.163.865.879.046
1002467;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;152.163.865.879.046
1002467;1;3;1;50;2;2;6;DESCANSAR Y VET TV;2;2;2;2;;;2;;;;;;;;25;152.163.865.879.046
1002467;1;5;1;50;2;2;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;25;152.163.865.879.046
1002471;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;17.324.782.403.044
1002471;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;17.324.782.403.044
1002471;1;3;1;50;2;2;6;MONTAR BICICLETA Y  JUGAR FUTBOL;2;2;2;2;;;2;;;;;;;;25;17.324.782.403.044
1002473;1;1;1;50;2;2;6;CUIDANDO LA ESPOSA;1;;;;;;;;;;;;;;25;231.499.458.546.331
1002473;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;25;231.499.458.546.331
1002475;1;1;1;50;2;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;25;239.043.210.482.189
1002475;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;239.043.210.482.189
1002475;1;3;1;50;2;3;4;;1;;;;;;;;;;;;;;25;239.043.210.482.189
1002477;1;1;1;50;2;1;6;DESCANSAR;2;2;2;2;;;2;;;;;;;;25;183.832.088.391.123
1002477;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;183.832.088.391.123
1002477;1;3;1;50;2;3;4;;1;;;;;;;;;;;;;;25;183.832.088.391.123
1002479;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;158.592.023.685.308
1002479;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;158.592.023.685.308
1002479;1;3;1;50;2;2;6;JUGANDO FUTBOL;2;2;1;;;;;;;;;;;;25;158.592.023.685.308
1002479;1;4;1;50;2;2;6;JUGANDO FUTBOL;2;2;1;;;;;;;;;;;;25;158.592.023.685.308
1002479;1;5;1;50;2;2;6;VIENDO TV;2;2;2;2;;;2;;;;;;;;25;158.592.023.685.308
1002479;1;6;1;50;2;2;5;;;;;;;;;;;;;;;;25;158.592.023.685.308
1002482;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;193.764.357.038.903
1002482;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;193.764.357.038.903
1002483;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;167.637.539.914.572
1002483;1;2;1;50;2;2;4;;2;2;1;;;;;;;;;;;;25;167.637.539.914.572
1002485;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002485;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;192.205.727.976.017
1002485;1;3;1;50;2;2;6;VER TV;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002485;1;4;1;50;2;2;6;JUGANDO;2;2;2;2;;;2;;;;;;;;25;192.205.727.976.017
1002486;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;305.806.562.235.726
1002486;1;2;1;50;2;1;4;;1;;;;;;;;;;;;;;25;305.806.562.235.726
1002486;1;3;1;50;2;1;6;CORTANDO MALEZAY JUGANDO;2;2;1;;;;;;;;;;;;25;305.806.562.235.726
1002486;1;4;1;50;2;1;6;JUGANDO; VIENDO T.V Y  OFICIOS DEL HOGAR;2;2;2;2;;;2;;;;;;;;25;305.806.562.235.726
1002486;1;5;1;50;2;1;6;JUGANDO Y VIENDO T.V;2;2;2;2;;;2;;;;;;;;25;305.806.562.235.726
1002486;1;7;1;50;2;1;1;;;;;;;;;;;;;;;;25;305.806.562.235.726
1002486;1;8;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;25;305.806.562.235.726
1002486;1;10;1;50;2;10;4;;2;2;1;;;;;;;;;;;;25;305.806.562.235.726
1002492;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;231.499.458.546.331
1002492;1;2;1;50;2;2;4;;1;;;;;;;;;;;;;;25;231.499.458.546.331
1002493;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;21.530.491.006.978
1002494;1;1;1;50;2;3;1;;;;;;;;;;;;;;;;25;231.429.716.382.594
1002494;1;2;1;50;2;3;1;;;;;;;;;;;;;;;;25;231.429.716.382.594
1002494;1;3;1;50;2;3;4;;1;;;;;;;;;;;;;;25;231.429.716.382.594
1002496;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;25;157.248.676.387.309
1002496;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;25;157.248.676.387.309
1002496;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;25;157.248.676.387.309
1002498;1;1;1;50;2;2;1;;;;;;;;;;;;;;;;25;243.502.867.642.426
1002498;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;1;25;243.502.867.642.426
1003102;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;503.581.940.325.846
1003102;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;503.581.940.325.846
1003104;1;1;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;44;782.397.004.143.674
1003105;1;1;1;50;2;1;5;;;;;;;;;;;;;;;;44;597.737.944.491.641
1003105;1;2;1;50;2;2;4;;2;2;2;1;1;;;;;;;;;2;44;597.737.944.491.641
1003105;1;3;1;50;2;3;1;;;;;;;;;;;;;;;;44;597.737.944.491.641
1003107;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;533.501.156.227.538
1003191;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;480.605.094.085.778
1003191;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;44;480.605.094.085.778
1003191;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;480.605.094.085.778
1003193;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;63.555.223.476.936
1003193;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;63.555.223.476.936
1003194;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;69.931.629.520.432
1003194;1;2;1;50;2;2;1;;;;;;;;;;;;;;;;44;69.931.629.520.432
1003194;1;3;1;50;2;3;3;;2;2;2;2;;;2;;;;;;;;44;69.931.629.520.432
1003194;1;4;1;50;2;4;3;;2;2;2;2;;;2;;;;;;;;44;69.931.629.520.432
1003350;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;566.701.691.093.791
1003352;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;560.232.049.261.307
1003353;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;44;801.217.620.247.445
1003353;1;2;1;50;2;2;3;;2;2;2;2;;;2;;;;;;;;44;801.217.620.247.445
1003466;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;508.786.252.661.434
1003466;1;2;1;50;2;1;4;;2;2;2;2;;;2;;;;;;;;50;508.786.252.661.434
1003467;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;450.286.780.153.969
1003467;1;2;1;50;2;2;4;;2;2;2;2;;;2;;;;;;;;50;450.286.780.153.969
1003467;1;3;1;50;2;3;4;;1;;;;;;;;;;;;;;50;450.286.780.153.969
1003468;1;1;1;50;2;1;1;;;;;;;;;;;;;;;;50;815.714.760.064.091
