DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
5582836;1;3;1;80;73;1;;;;2;;;;2;;;.;;;;2;;1;10;;73;310.94867876
5582837;1;3;1;80;73;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;73;301.65069688
5582837;1;4;1;80;73;1;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;73;301.65069688
5582838;1;2;1;80;73;1;;;;2;;;;2;;;.;;;;2;;1;10;;73;373.26955772
5582839;1;1;1;80;73;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;73;164.91646464
5582843;1;3;1;80;73;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;73;489.7620224
5582850;1;2;1;80;76;1;2;;908526;1;4;;2;;;4;;2;2;;2;;1;10;4;76;1121.7318595
5582851;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1254.3087088
5582851;1;4;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1254.3087088
5582851;1;6;1;80;76;1;;;;1;9;POR LA EDAD;2;;;8;;2;2;;2;;1;10;4;76;1254.3087088
5582851;1;7;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1254.3087088
5582856;1;1;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;935.23697582
5582856;1;2;1;80;76;1;;;;1;7;;2;;;4;;2;2;;2;;1;10;4;76;935.23697582
5582868;1;5;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1163.6575528
5582870;1;3;1;80;76;1;;;;1;9;OCACIONAL;2;;;2;;2;2;;1;100000;1;10;1.2;76;1049.4757023
5582873;1;2;1;80;76;1;2;;908526;1;1;;2;;;4;;2;2;;2;;1;10;2;76;652.82213377
5582873;1;4;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;652.82213377
5582874;1;1;1;80;76;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;76;1612.8368285
5582877;1;3;1;80;76;1;;;;1;9;CAMBIO DE CIUDAD;2;;;2;;2;2;;2;;1;10;3;76;1008.1277945
5582877;1;4;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1008.1277945
5582878;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;947.7285108
5582881;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;3;76;776.66049437
5582881;1;2;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;776.66049437
5582881;1;3;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;776.66049437
5582882;1;2;1;80;76;1;2;;800000;1;7;;2;;;9;;2;2;;2;;1;10;2;76;1318.6131172
5582884;1;2;1;80;76;1;1;30;400000;1;2;;2;;;2;;2;2;;1;350000;1;10;1.1;76;1376.7298542
5582884;1;3;1;80;76;1;;;;2;;;;1;1;2;;2;2;;2;;1;10;;76;1376.7298542
5582885;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;836.40340091
5582885;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;836.40340091
5582886;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1850.3461046
5582887;1;5;1;80;76;1;2;;1200000;1;8;;2;;;4;;2;2;;2;;1;10;1.1;76;1052.244575
5582892;1;5;1;80;76;1;1;48;1000000;1;8;;1;;1;12;VIAJE AL EXTERIOR;2;2;;2;;1;10;1.2;76;1434.2790335
5582892;1;8;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;2;76;1434.2790335
5582894;1;1;1;80;76;1;;;;1;4;;2;;;4;;1;2;;2;;1;10;1.3;76;853.31433392
5582897;1;1;1;80;76;1;;;;1;3;;2;;;4;;2;2;;2;;1;10;4;76;762.66317791
5582899;1;2;1;80;76;1;1;24;600000;2;;;;2;;;.;2;2;;2;;1;10;;76;1195.4720825
5582899;1;4;1;80;76;1;2;;908526;1;7;;2;;;2;;2;2;;2;;1;10;2;76;1195.4720825
5582902;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;683.73038326
5582902;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;683.73038326
5582902;1;5;1;80;76;1;;;;1;1;;2;;;2;;2;2;;2;;1;10;1.2;76;683.73038326
5582903;1;1;1;80;76;1;1;48;1000000;1;5;;1;;1;10;;3;3;;2;;1;10;1.3;76;1018.2017344
5582904;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;76;1121.7318595
5582905;1;1;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;76;1563.4457124
5582909;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.2;76;2060.3726344
5582912;1;1;1;80;76;1;;;;1;4;;2;;;4;;3;3;;2;;1;10;4;76;1143.8898791
5582913;1;3;1;80;76;1;;;;1;7;;2;;;2;;;;;2;;1;10;1.3;76;1088.6325228
5582915;1;1;1;80;76;1;1;48;1800000;1;4;;2;;;4;;1;2;;2;;1;10;1.3;76;1435.2096695
5582916;1;1;1;80;76;1;;;;1;1;;2;;;8;;1;2;;2;;1;10;4;76;1280.308341
5582919;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;1084.1469726
5582919;1;2;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;1084.1469726
5582921;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1301.3391058
5582922;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;1042.7990649
5582922;1;4;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1042.7990649
5582922;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1042.7990649
5582923;1;1;1;80;76;1;1;8;400000;1;8;;2;;;12;FALTA DE RECURSOS PARA INSTALAR NEGOCIO;2;2;;2;;1;10;1.4;76;926.29038049
5582924;1;4;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1179.2836789
5582927;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;1146.11819
5582927;1;3;1;80;76;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;4;76;1146.11819
5582927;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1146.11819
5582933;1;1;1;80;76;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;76;1010.4067496
5582936;1;2;1;80;76;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;76;1312.6563691
5582936;2;3;2;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1312.6563691
5582937;1;3;1;80;76;1;1;40;908526;2;;;;2;;;.;2;2;;2;;1;10;;76;1030.3736821
5582937;1;4;1;80;76;1;;;;1;8;;2;;;2;;;;;2;;1;10;1.3;76;1030.3736821
5582938;2;3;2;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1252.2597254
5582939;1;1;1;80;76;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;76;1387.9582979
5582940;1;1;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;867.31165039
5582940;1;2;1;80;76;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;76;867.31165039
5582940;1;4;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;867.31165039
5582940;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;867.31165039
5582941;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;1200.6113699
5582947;1;2;1;80;76;1;1;48;1000000;2;;;;2;;;.;2;2;;2;;1;10;;76;1297.219274
5582948;1;2;1;80;76;1;;;;1;6;;2;;;11;;2;2;;2;;1;10;4;76;1617.3197387
5582948;1;4;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1617.3197387
5582948;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1617.3197387
5582949;1;3;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1736.5184251
5582952;1;2;1;80;76;1;;;;1;8;;2;;;5;;2;2;;2;;1;10;3;76;1243.5338513
5582952;1;3;1;80;76;1;2;;98;1;2;;2;;;2;;2;2;;1;98;1;10;1.2;76;1243.5338513
5582952;1;4;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1243.5338513
5582953;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;1581.9285791
5582953;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1581.9285791
5582953;1;4;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1581.9285791
5582953;1;5;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1581.9285791
5582955;1;1;1;80;76;1;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;76;1233.0569694
5582961;1;8;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1585.0170391
5582964;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1067.958569
5582965;1;2;1;80;76;1;;;;1;4;;2;;;4;;3;3;;2;;1;10;2;76;1070.1496561
5582969;1;2;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;938.15059238
5582971;1;3;1;80;76;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.2;76;1204.3770308
5582973;1;1;1;80;76;1;1;48;900000;2;;;;1;1;12;NO TIENE EL PERMISO ESPECIAL DE PERMANENCIA;2;2;;2;;1;10;;76;1429.2183378
5582973;1;2;1;80;76;1;1;70;908526;1;8;;1;;1;12;NO TIENE EL PERMISO ESPECIAL DE PERMANENCIA;2;2;;2;;1;10;3;76;1429.2183378
5582976;1;2;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1616.6451779
5582976;2;3;2;80;76;1;1;40;500000;2;;;;2;;;.;2;2;;2;;1;10;;76;1616.6451779
5582976;3;2;3;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1616.6451779
5582977;1;1;1;80;76;1;1;48;900000;2;;;;1;1;12;NO TIENE EL PERMISO ESPECIAL DE PERMANENCIA;2;2;;2;;1;10;;76;1225.0509847
5582979;1;3;1;80;76;1;1;48;650000;1;8;;2;;;8;;;;;2;;1;10;1.2;76;1295.1160547
5582981;1;2;1;80;76;1;;;;1;7;;2;;;8;;;;;2;;1;10;1.4;76;1491.277423
5582981;1;3;1;80;76;1;;;;1;7;;2;;;8;;;;;2;;1;10;1.3;76;1491.277423
5582986;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;2;76;1700.5840635
5582991;1;2;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;989.73279574
5582995;1;2;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1165.9400995
5582995;1;3;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1165.9400995
5582998;1;3;1;80;76;1;;;;2;;;;2;;;.;;;;2;;1;10;;76;1049.4757023
5582999;1;1;1;80;76;1;1;48;908526;1;8;;2;;;8;;2;2;;2;;1;10;4;76;1121.7318595
5583000;1;1;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;603.28405898
5583000;1;6;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;603.28405898
5583004;1;2;1;80;76;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;76;814.24538127
5583006;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;76;1318.6131172
5583014;1;8;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.1;76;1445.1986348
5583015;1;1;1;80;76;1;2;;908560;1;9;PANDEMIA;1;;1;4;;3;3;;2;;1;10;2;76;938.8704817
5583016;1;5;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;964.63944382
5583023;1;1;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;1.4;76;972.82186272
5583023;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;972.82186272
5583030;1;3;1;80;76;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;76;925.57049116
5583031;1;1;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;741.98922403
5583031;1;3;1;80;76;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.2;76;741.98922403
5583035;1;1;1;80;76;1;1;48;908526;1;7;;2;;;5;;2;2;;2;;1;10;2;76;1187.4660978
5583035;1;2;1;80;76;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;76;1187.4660978
5583035;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1187.4660978
5583036;1;3;1;80;76;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;76;1584.8395556
5583038;1;1;1;80;76;1;;;;1;7;;2;;;8;;2;2;;2;;1;10;4;76;1168.9832311
5583331;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;2182.1074496
5583334;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;2227.0582847
5583334;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;2227.0582847
5583335;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.4;13;3903.7041308
5583335;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;3903.7041308
5583336;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;1.3;13;2602.5945969
5583336;1;4;1;80;;1;;;;1;3;;2;;;4;;2;2;;2;;1;10;1.4;13;2602.5945969
5583338;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;13;1251.6324028
5583338;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;1251.6324028
5583341;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;1251.6324028
5583341;1;4;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;1251.6324028
5583342;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;2743.6418127
5583342;1;4;1;80;;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.4;13;2743.6418127
5583343;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;2705.5447913
5583343;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;2705.5447913
5583343;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;2705.5447913
5583343;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;2705.5447913
5583352;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;3276.3925503
5583362;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;2714.387169
5583362;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;2714.387169
5583362;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;2714.387169
5583363;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;1.3;13;2977.3735386
5583364;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;2086.1267605
5583368;1;1;1;80;;1;;;;1;8;;2;;;4;;2;2;;2;;1;10;3;15;1147.2299241
5583369;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;15;1591.1143475
5583369;1;2;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;15;1591.1143475
5583369;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1591.1143475
5583369;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1591.1143475
5583370;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;3;15;1672.8536162
5583373;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;2;15;1042.1854839
5583373;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1042.1854839
5583374;1;1;1;80;;1;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;15;1628.6229548
5583374;1;2;1;80;;1;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;15;1628.6229548
5583374;1;5;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;10;1.1;15;1628.6229548
5583376;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1015.3185398
5583376;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;10;;15;1015.3185398
5583376;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1015.3185398
5583377;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;15;814.85149441
5583377;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;814.85149441
5583378;1;2;1;80;;1;;;;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;2;;1;10;1.4;15;1746.9969042
5583378;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1746.9969042
5583379;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1508.0663562
5583380;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;1118.6693087
5583381;1;2;1;80;;1;1;48;300000;2;;;;2;;;.;2;2;;2;;1;10;;15;901.36939645
5583383;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;15;645.43150276
5583383;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;645.43150276
5583389;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;15;1004.6768766
5583391;1;1;1;80;;1;1;48;2000000;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;1;1500000;1;10;1.2;15;918.348165
5583391;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;15;918.348165
5583392;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;15;1525.0451248
5583394;1;1;1;80;;1;;;;1;3;;2;;;1;;2;2;;2;;1;10;2;15;2521.2295405
5583397;1;1;1;80;05;1;;;;1;4;;2;;;10;;3;3;;2;;1;10;4;05;1180.58449
5583398;1;3;1;80;05;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;05;1271.4949793
5583403;1;1;1;80;05;1;1;72;1000000;1;3;;2;;;9;;2;2;;2;;1;10;1.2;05;1488.3366953
5583415;1;1;1;80;05;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;05;1129.3943555
5583418;1;1;1;80;05;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;05;1180.58449
5583418;1;2;1;80;05;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;05;1180.58449
5583421;1;3;1;80;05;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;05;1604.9778074
5583425;1;4;1;80;05;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;05;1501.3607174
5583428;1;1;1;80;05;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;05;2361.16898
5583428;1;2;1;80;05;1;;;;1;4;;2;;;4;;3;3;;2;;1;10;4;05;2361.16898
5583429;1;1;1;80;05;1;;;;1;2;;2;;;2;;2;2;;2;;1;10;1.3;05;808.65865962
5583429;1;2;1;80;05;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;05;808.65865962
5583430;1;2;1;80;05;1;2;;2000000;1;1;;2;;;8;;2;2;;2;;1;10;2;05;2440.9193054
5583437;1;2;1;80;05;1;2;;98;1;2;;2;;;2;;2;2;;1;500000;1;10;1.2;05;1209.9026354
5583437;1;3;1;80;05;1;2;;99;2;;;;1;1;2;;2;2;;2;;1;10;;05;1209.9026354
5583451;1;4;1;80;05;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;05;1211.9485702
5583453;1;1;1;80;05;1;;;;1;7;;2;;;11;;2;2;;2;;1;10;4;05;1330.7239669
5583454;1;3;1;80;05;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;05;985.02206633
5583459;1;2;1;80;05;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;05;1117.305358
5583460;1;1;1;80;05;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;2;05;1330.7239669
5583462;1;1;1;80;08;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;08;509.54687637
5583462;1;3;1;80;08;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;08;509.54687637
5583462;1;4;1;80;08;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;08;509.54687637
5583463;1;2;1;80;08;1;1;24;908000;1;6;;2;;;11;;2;2;;2;;1;10;1.2;08;621.57105592
5583463;1;3;1;80;08;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;08;621.57105592
5583463;1;5;1;80;08;1;;;;2;;;;2;;;.;;;;2;;1;10;;08;621.57105592
5583466;1;1;1;80;11;1;;;;2;;;;1;4;9;;2;2;;2;;1;10;;11;4047.6533139
5583466;1;5;1;80;11;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;4047.6533139
5583467;1;3;1;80;11;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;2940.6022757
5583467;1;4;1;80;11;1;;;;2;;;;2;;;.;;;;2;;1;10;;11;2940.6022757
5583467;1;5;1;80;11;1;;;;2;;;;2;;;.;;;;2;;1;10;;11;2940.6022757
5583468;1;3;1;80;11;1;;;;2;;;;2;;;.;;;;2;;1;10;;11;3789.5189023
5583469;1;1;1;80;11;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;11;2719.2691552
5583469;1;2;1;80;11;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;2719.2691552
5583469;1;4;1;80;11;1;;;;2;;;;2;;;.;;;;2;;1;10;;11;2719.2691552
5583470;1;3;1;80;11;1;;;;2;;;;2;;;.;;;;2;;1;10;;11;3275.4536345
5583471;1;4;1;80;11;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;11;2583.9768311
5583473;1;1;1;80;11;1;;;;2;;;;1;4;10;;3;3;;2;;1;10;;11;3448.3847671
5583475;1;2;1;80;13;1;2;;908526;2;;;;2;;;.;2;2;;2;;1;10;;13;463.49920853
5583476;1;2;1;80;13;1;;;;1;6;;2;;;8;;2;2;;2;;1;10;4;13;516.82907448
5583476;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;516.82907448
5583476;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;516.82907448
5583477;1;2;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;482.84969593
5583479;1;2;1;80;13;1;;;;1;1;;2;;;12;PANDEMIA;2;2;;2;;1;10;3;13;536.35987522
5583479;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.35987522
5583479;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;536.35987522
5583480;1;2;1;80;13;1;1;48;400000;1;3;;2;;;9;;2;2;;2;;1;10;3;13;521.99927422
5583480;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;521.99927422
5583481;1;4;1;80;13;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;532.61774901
5583482;1;1;1;80;13;1;;;;1;3;;2;;;8;;2;2;;2;;1;10;4;13;501.66298822
5583482;1;2;1;80;13;1;;;;1;4;;2;;;4;;2;2;;2;;1;10;4;13;501.66298822
5583483;1;2;1;80;13;1;;;908526;1;7;;1;;1;9;;2;2;;2;;1;10;2;13;464.83494554
5583484;1;2;1;80;13;1;1;35;908526;1;3;;2;;;9;;2;2;;2;;1;10;4;13;518.07683468
5583484;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;518.07683468
5583487;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;516.82907448
5583488;1;1;1;80;13;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;309.38070553
5583488;1;2;1;80;13;1;1;24;908526;1;8;;1;;3;5;;2;2;;2;;1;10;3;13;309.38070553
5583488;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;309.38070553
5583489;1;2;1;80;13;1;;;;1;8;;2;;;6;;2;2;;2;;1;10;4;13;633.06941022
5583489;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;633.06941022
5583490;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5583490;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;532.43743568
5583491;1;1;1;80;13;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;13;655.81605699
5583491;1;2;1;80;13;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;13;655.81605699
5583492;1;1;1;80;13;1;;;;1;4;;2;;;8;;2;2;;2;;1;10;4;13;404.96436816
5583492;1;2;1;80;13;1;1;40;908526;1;8;;2;;;1;;2;2;;2;;1;10;2;13;404.96436816
5583493;1;1;1;80;13;1;2;;600000;1;9;CAMBIO DE RESIDENCIA;1;;2;9;;2;2;;2;;1;10;3;13;525.9326287
5583493;1;3;1;80;13;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;525.9326287
5583494;1;3;1;80;13;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;3;13;573.05442396
5583495;1;3;1;80;13;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;494.80390773
5583497;1;1;1;80;13;1;1;32;800000;1;6;;1;;2;1;;2;2;;2;;1;10;2;13;410.74882488
5583498;1;3;1;80;13;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;431.80546113
5583499;1;1;1;80;13;1;2;;908526;1;4;;2;;;4;;2;2;;2;;1;10;3;13;501.66298822
5583501;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.30058727
5583501;1;5;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;458.30058727
5583502;1;4;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;447.68211248
5583503;1;3;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;525.74140042
5583505;1;1;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;602.29496277
5583506;1;1;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;519.95694371
5583506;1;2;1;80;13;1;;;;1;5;;2;;;10;;3;3;;2;;1;10;4;13;519.95694371
5583507;1;1;1;80;13;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;349.98677888
5583507;1;2;1;80;13;1;;;;1;5;;2;;;8;;2;2;;2;;1;10;4;13;349.98677888
5583508;1;2;1;80;13;1;;;;2;;;;2;;;.;2;2;;2;;1;10;;13;440.22628159
5583509;1;1;1;80;13;1;;;;1;3;;2;;;9;;2;2;;2;;1;10;4;13;521.99927422
5583509;1;3;1;80;13;1;;;;2;;;;2;;;.;;;;2;;1;10;;13;521.99927422
