DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P7250;P7260;P1806;P7280;P7280S1;P7310;P7320;P7350;P7350S1;P7360;P9460;P7390;P7390S1;P1519;P1883;P7420;P7420S7A1;P7420S1;P7420S2;P7420S3;P7420S4;P7420S5;P7420S6;P7420S7;P7420S8;P7422;P7422S1;RAMA2D_D_R4;OFICIO1;OFICIO2;DSI;DSCY;MES;RAMA4D_D_R4;DPTO;fex_c_2011
6,013,678;1;5;1;70;52;1;20;20;500,000;1;;2;26;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;45;59;1;2;11;9700;52;182.4838816
6,013,680;1;1;1;70;52;1;3;4;800,000;1;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4722;52;241.99529637
6,013,688;1;1;1;70;52;1;16;48;908,526;1;;2;12;1;;5;2;8;;2;;;;;;;;;;;1;2;;56;45;53;1;2;11;5611;52;240.84078087
6,013,692;1;1;1;70;52;1;40;48;1,500,000;1;;2;24;1;;6;2;1;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;52;271.28849086
6,013,697;1;1;1;70;52;1;17;40;800,000;1;;2;17;1;;3;2;7;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;52;211.83050317
6,013,697;1;3;1;70;52;1;26;40;400,000;1;;2;26;1;;2;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;52;211.83050317
6,013,703;1;1;1;70;52;1;5;40;900,000;1;;2;5;1;;1;2;1;;2;;;;;;;;;;;1;1;500000;49;98;98;1;1;11;4921;52;280.10831592
6,013,707;1;4;1;70;52;1;8;48;300,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;1;11;;52;263.89959095
6,013,712;1;5;1;70;52;1;12;48;400,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;52;211.88460916
6,013,713;1;2;1;70;52;1;104;48;1,800,000;1;;2;26;4;;1;2;7;;1;2;;;;;1;;;;;;2;;95;02;03;1;2;11;9511;52;217.03804148
6,013,715;1;1;1;70;52;1;54;40;6,000,000;1;;2;54;1;;8;2;3;;3;;;;;;1;;;;;;2;;41;02;02;1;2;11;4111;52;240.28883923
6,013,715;1;3;1;70;52;1;24;40;908,000;1;;2;24;1;;2;2;4;;2;;;;;;;;;;;1;2;;47;03;03;1;2;11;4773;52;240.28883923
6,013,720;1;1;1;70;52;1;12;40;400,000;4;;2;24;4;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;1;11;8121;52;210.18961761
6,013,720;1;3;1;70;52;1;8;40;1,300,000;2;;2;20;1;;3;2;1;;2;;;;;;;;;;;1;2;;42;02;32;1;1;11;4210;52;210.18961761
6,013,721;1;4;1;70;52;1;12;48;600,000;1;;2;24;1;;4;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4761;52;204.47557292
6,013,725;1;2;1;70;52;1;17;40;1,500,000;1;;2;17;1;;9;2;8;;2;;;;;;;;;;;1;2;;86;59;59;1;2;11;8610;52;329.65406087
6,013,727;1;8;1;70;52;1;8;40;400,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;11;;52;480.60060965
6,013,740;1;2;1;70;52;1;20;40;908,000;1;;2;45;1;;9;2;1;;2;;;;;;;;;;;1;2;;36;58;58;1;2;11;3600;52;247.48575147
6,013,745;1;2;1;70;52;1;3;20;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;1;11;;52;207.4411365
6,013,745;1;4;1;70;52;1;4;40;700,000;1;;2;4;3;;1;2;1;;2;;;;;;;;;;;1;1;130000;97;32;59;1;1;11;9700;52;207.4411365
6,013,766;1;5;1;70;52;1;4;24;600,000;1;;2;4;4;;2;2;1;;2;;;;;;;;;;;1;1;50000;56;45;77;1;1;11;5619;52;222.01548305
6,013,770;1;4;1;70;54;1;52;48;900,000;4;;2;52;1;;9;2;1;;2;;;;;;;;;;;1;2;;85;13;58;1;2;11;8544;54;572.50156772
6,013,771;1;1;1;70;54;1;4;48;1,014,980;1;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4724;54;280.03725624
6,013,772;1;2;1;70;54;1;5;48;2,000,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;07;;1;1;11;;54;280.03725624
6,013,773;1;2;1;70;54;1;8;48;900,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4741;54;433.6577508
6,013,774;1;3;1;70;54;1;2;50;600,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;84;;1;1;11;;54;498.55465527
6,013,778;1;2;1;70;54;1;8;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;39;;1;1;11;;54;447.91154475
6,013,793;1;2;1;70;54;1;2;48;900,000;1;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;60000;85;13;13;1;1;11;8559;54;277.45460908
6,013,793;1;3;1;70;54;1;40;48;900,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;97;;1;2;11;;54;277.45460908
6,013,794;1;1;1;70;54;1;2;48;1,014,980;4;;2;5;4;;1;2;4;;2;;;;;;;;;;;1;2;;41;80;95;1;1;11;4111;54;443.9597935
6,013,796;1;2;1;70;54;1;2;48;400,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;300000;41;95;95;1;1;11;4111;54;384.266675
6,013,798;1;1;1;70;54;1;4;48;900,000;4;;2;4;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;56;80;53;1;1;11;5619;54;508.84111596
6,013,800;1;3;1;70;54;1;30;48;908,526;1;;2;53;1;;5;2;1;;2;;;;;;;;;;;1;2;;47;45;33;1;2;11;4711;54;403.39082649
6,013,801;1;2;1;70;54;1;15;48;800,000;4;;2;10;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;54;589.41572455
6,013,803;1;2;1;70;54;1;40;48;700,000;4;;2;12;4;;1;2;8;;2;;;;;;;;;;;1;2;;15;80;80;1;2;11;1521;54;483.94985307
6,013,805;1;1;1;70;54;1;2;48;400,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;120000;81;45;55;1;1;11;8121;54;379.35587572
6,013,810;1;1;1;70;63;1;8;48;908,526;1;;2;48;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;45;54;1;1;11;9700;63;148.33038501
6,013,837;1;2;1;70;63;1;48;48;2,500,000;1;;2;50;4;;9;2;2;;2;;;;;;;;;;;1;2;;86;05;05;1;2;11;8691;63;129.17882861
6,013,842;1;1;1;70;63;1;4;48;1,000,000;1;;2;6;1;;8;1;1;;1;1;;;1;;;;;;;;2;;79;39;39;1;1;11;7911;63;148.33038501
6,013,853;1;1;1;70;63;1;6;40;700,000;1;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;41;95;93;1;1;11;4111;63;164.57639222
6,013,857;1;3;1;70;63;1;2;48;908,526;1;;2;2;4;;1;2;2;;2;;;;;;;;;;;1;1;250000;56;33;97;1;1;11;5611;63;144.82477682
6,013,858;1;2;1;70;63;1;48;48;500,000;4;;2;480;1;;6;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;2;11;8121;63;137.67410282
6,013,859;1;1;1;70;63;1;24;48;900,000;1;;2;66;1;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;2;11;8412;63;188.49158222
6,013,865;1;2;1;70;63;1;4;48;700,000;1;;2;4;1;;2;2;1;;2;;;;;;;;;;;1;1;700000;41;95;95;1;1;11;4111;63;153.32005103
6,013,880;1;2;1;70;63;1;52;48;908,526;1;;2;52;1;;9;2;7;;2;;;;;;;;;;;1;2;;80;33;33;1;2;11;8010;63;156.87619834
6,013,887;1;1;1;70;63;1;24;48;908,000;1;;2;6;4;;3;2;1;;2;;;;;;;;;;;1;2;;55;39;39;1;2;11;5511;63;144.82477682
6,013,888;1;3;1;70;63;1;12;54;910,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;600000;25;83;83;1;1;11;2599;63;162.81367504
6,013,890;1;1;1;70;63;1;48;48;908,526;3;;2;216;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;63;122.24300211
6,013,893;1;1;1;70;63;1;1;48;800,000;1;;2;1;1;;3;2;1;;2;;;;;;;;;;;1;1;800000;68;55;55;1;1;11;6820;63;106.19760967
6,013,893;1;3;1;70;63;1;20;48;908,526;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;63;106.19760967
6,013,893;1;4;1;70;63;1;16;48;908,526;1;;2;16;1;;3;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;63;106.19760967
6,013,896;1;3;1;70;63;1;55;40;1,200,000;1;;2;55;1;;5;2;7;;2;;;;;;;;;;;1;2;;68;13;55;1;2;11;6820;63;98.896860023
6,013,913;1;5;1;70;63;1;24;48;1,200,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;12;;1;2;11;;63;179.19857297
6,013,919;1;2;1;70;63;1;16;48;900,000;3;;2;40;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;54;55;1;2;11;8121;63;142.2669793
6,013,919;1;3;1;70;63;1;48;48;900,000;1;;2;40;1;;2;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;63;142.2669793
6,013,925;1;2;1;70;63;1;20;48;908,526;1;;2;20;4;;3;2;4;;2;;;;;;;;;;;1;2;;45;39;39;1;2;11;4530;63;142.2669793
6,013,936;1;2;1;70;63;1;16;48;900,000;4;;2;96;3;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;2;11;8121;63;89.403236013
6,013,943;1;2;1;70;63;1;30;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;63;115.49061892
6,013,944;1;1;1;70;63;1;55;48;908,000;1;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;2;11;5611;63;133.47951714
6,013,944;1;2;1;70;63;1;20;48;908,000;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;53;;1;2;11;;63;133.47951714
6,013,945;1;2;1;70;63;1;54;54;908,000;1;;2;54;1;;9;2;2;;2;;;;;;;;;;;1;2;;92;33;50;1;2;11;9200;63;147.38257433
6,013,952;1;1;1;70;63;1;8;48;1,600,000;1;;2;30;1;;7;2;4;;2;;;;;;;;;;;1;2;;85;13;13;1;1;11;8544;63;133.47951714
6,013,966;1;1;1;70;63;1;5;45;900,000;4;;2;5;4;;1;2;7;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;63;129.28493146
6,013,966;1;2;1;70;63;1;8;48;908,526;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;81;55;55;1;1;11;8121;63;129.28493146
6,013,966;1;4;1;70;63;1;68;40;908,526;1;;2;72;1;;8;2;1;;2;;;;;;;;;;;1;2;;41;45;03;1;2;11;4111;63;129.28493146
6,013,971;1;2;1;70;63;1;24;48;908,526;1;;2;24;1;;2;2;2;;2;;;;;;;;;;;1;2;;96;98;59;1;2;11;9609;63;196.31810671
6,013,988;1;3;1;70;63;1;3;48;1,200,000;4;;2;5;4;;1;2;2;;2;;;;;;;;;;;1;1;600000;86;59;59;1;1;11;8622;63;123.34745476
6,013,991;1;2;1;70;63;1;24;48;900,000;4;;2;96;4;;1;2;4;;2;;;;;;;;;;;1;2;;86;59;59;1;2;11;8699;63;147.38257433
6,014,005;1;3;1;70;63;1;8;48;908,526;4;;2;8;2;;9;2;1;;2;;;;;;;;;;;1;2;;84;95;58;1;1;11;8423;63;111.18421938
6,014,007;1;2;1;70;63;1;104;48;908,526;1;;2;104;1;;6;2;8;;2;;;;;;;;;;;1;2;;85;13;13;1;2;11;8530;63;112.10828503
6,014,009;1;1;1;70;63;1;3;48;908,526;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;81;55;55;1;1;11;8121;63;118.04841643
6,014,020;1;1;1;70;63;1;3;4;908,526;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;100000;56;53;53;1;1;11;5619;63;127.54204044
6,014,028;1;2;1;70;63;1;6;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;34;;1;1;11;;63;176.02775474
6,014,030;1;1;1;70;63;1;58;48;900,000;1;;2;54;4;;1;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;2;11;5611;63;171.85034052
6,014,032;2;2;2;70;63;1;72;48;908,526;1;;2;54;1;;7;2;2;;2;;;;;;;;;;;1;2;;47;33;33;1;2;11;4711;63;191.89483391
6,014,044;1;3;1;70;63;1;8;48;700,000;4;;2;24;4;;1;2;2;;2;;;;;;;;;;;1;2;;81;55;55;1;1;11;8121;63;120.48028493
6,014,047;1;3;1;70;63;1;4;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;84;;1;1;11;;63;130.92171963
6,014,049;1;1;1;70;63;1;12;48;908,000;1;;2;60;4;;9;2;1;;2;;;;;;;;;;;1;2;;85;33;33;1;1;11;8530;63;119.6852046
6,014,056;1;2;1;70;63;1;48;40;908,526;1;;2;52;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;45;99;1;2;11;5611;63;118.04841643
6,014,066;1;3;1;70;63;1;8;48;908,526;1;;2;32;1;;6;2;2;;2;;;;;;;;;;;1;2;;49;39;39;1;1;11;4921;63;142.2669793
6,014,074;1;1;1;70;63;1;3;48;908,000;1;;2;52;1;;6;2;2;;2;;;;;;;;;;;1;2;;41;34;34;1;1;11;4111;63;150.88818253
6,014,092;1;1;1;70;63;1;16;48;900,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;360000;56;53;53;1;2;11;5611;63;156.87619834
6,014,100;1;1;1;70;63;1;16;48;700,000;1;;2;60;1;;2;2;3;;2;;;;;;;;;;;1;2;;41;33;95;1;2;11;4111;63;169.96434903
6,014,100;1;2;1;70;63;1;20;48;700,000;1;;2;60;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;53;54;1;2;11;9700;63;169.96434903
6,014,100;1;3;1;70;63;1;16;48;800,000;1;;2;20;4;;1;2;4;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;63;169.96434903
6,014,100;1;4;1;70;63;1;40;48;750,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;95;;1;2;11;;63;169.96434903
6,014,101;1;2;1;70;63;1;4;48;908,526;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;1;11;;63;118.04841643
6,014,122;1;1;1;70;63;1;3;48;908,526;4;;2;3;4;;1;2;1;;2;;;;;;;;;;;1;1;100000;47;45;45;1;1;11;4721;63;164.57639222
6,014,125;1;1;1;70;63;1;6;54;800,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;93;93;1;1;11;4520;63;156.66135084
6,014,126;1;2;1;70;63;1;48;24;600,000;4;;2;50;4;;1;2;2;;2;;;;;;;;;;;1;2;;55;53;55;1;2;11;5511;63;148.33038501
6,014,128;1;3;1;70;63;1;4;48;908,000;1;;2;4;1;;7;2;1;;2;;;;;;;;;;;1;1;700000;41;95;95;1;1;11;4111;63;126.6210311
6,014,129;1;1;1;70;63;1;4;54;1,000,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;1000000;41;93;93;1;1;11;4111;63;180.22234043
6,014,132;1;1;1;70;63;1;48;48;600,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;85;95;1;2;11;4111;63;164.57639222
6,014,133;1;1;1;70;63;1;8;45;908,526;1;;2;12;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;63;118.04841643
6,014,139;1;1;1;70;63;1;2;45;908,526;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;200000;01;95;62;1;1;11;0123;63;154.44167513
6,014,143;1;6;1;70;63;1;2;48;908,000;4;;2;2;4;;1;2;8;;2;;;;;;;;;;;1;1;800000;45;84;84;1;1;11;4520;63;154.16815991
6,014,143;1;8;1;70;63;1;8;48;908,000;4;;2;36;1;;4;2;8;;2;;;;;;;;;;;1;2;;46;53;33;1;1;11;4649;63;154.16815991
6,014,150;1;3;1;70;63;1;52;48;908,000;1;;1;;;;;;;;;;.;.;;;;;;;;;;.;;45;;1;2;11;;63;127.54204044
6,014,163;1;2;1;70;63;1;3;30;908,526;1;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;33;77;1;1;11;5619;63;196.31810671
6,014,174;1;2;1;70;63;1;8;48;908,000;4;;2;40;2;;9;2;8;;2;;;;;;;;;;;1;2;;84;95;58;1;1;11;8423;63;138.08650878
6,014,178;1;1;1;70;63;1;5;54;908,526;4;;2;5;4;;1;2;7;;2;;;;;;;;;;;1;2;;71;95;03;1;1;11;7120;63;171.85034052
6,014,191;1;1;1;70;63;1;16;48;1,000,000;1;;2;16;1;;7;2;2;;2;;;;;;;;;;;1;2;;64;21;30;1;2;11;6412;63;113.85383075
6,014,198;1;2;1;70;63;1;24;48;908,500;1;;2;96;4;;1;2;4;;2;;;;;;;;;;;1;2;;84;55;39;1;2;11;8412;63;141.42527147
6,014,198;1;4;1;70;63;1;8;48;908,500;1;;2;8;1;;5;2;4;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4754;63;141.42527147
6,014,198;1;5;1;70;63;1;24;48;908,500;4;;2;48;4;;1;2;1;;2;;;;;;;;;;;1;2;;01;95;62;1;2;11;0122;63;141.42527147
6,014,210;1;2;1;70;63;1;2;48;900,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;250000;14;56;56;1;1;11;1410;63;169.29254301
6,014,213;1;3;1;70;63;1;105;48;908,526;1;;2;156;1;;9;2;8;;2;;;;;;;;;;;1;2;;94;33;33;1;2;11;9491;63;104.83433672
6,014,214;1;2;1;70;63;1;24;28;908,526;1;;2;16;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;02;53;1;2;11;5611;63;77.541384104
6,014,216;1;2;1;70;63;1;48;40;900,000;3;;2;72;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;63;140.63019113
6,014,220;1;2;1;70;63;1;50;48;1,200,000;4;;2;72;4;;1;2;2;;2;;;;;;;;;;;1;2;;74;05;05;1;2;11;7490;63;137.67410282
6,014,223;1;1;1;70;63;1;40;48;908,526;1;;2;288;1;;8;2;2;;2;;;;;;;;;;;1;2;;46;39;39;1;2;11;4663;63;169.29254301
6,014,245;1;3;1;70;63;1;8;48;908,000;4;;2;48;4;;1;2;1;;2;;;;;;;;;;;1;2;;45;95;99;1;1;11;4520;63;181.89233098
6,014,245;1;7;1;70;63;1;30;60;900,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;2;;68;95;55;1;2;11;6820;63;181.89233098
6,014,264;1;3;1;70;63;1;2;54;908,526;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;550000;41;95;95;1;1;11;4111;63;106.57722774
6,014,276;1;2;1;70;63;1;36;48;908,526;3;;2;72;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;55;54;1;2;11;9700;63;153.32005103
6,014,281;1;3;1;70;63;1;8;54;1,000,000;1;;2;8;4;;1;2;4;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;63;156.87619834
6,014,290;1;1;1;70;63;1;36;48;908,526;4;;2;36;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;55;53;1;2;11;5611;63;142.51618262
6,014,333;1;1;1;70;63;1;48;48;1,000,000;1;;2;8;4;;1;2;2;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;63;187.69384719
6,014,336;1;2;1;70;63;1;8;54;1,200,000;1;;2;8;4;;1;2;8;;2;;;;;;;;;;;1;2;;47;40;45;1;1;11;4771;63;117.92248742
6,014,338;1;2;1;70;63;1;3;48;908,000;1;;2;3;1;;8;2;4;;1;2;;;1;;;;;;;;1;98;41;95;95;1;1;11;4111;63;98.877033863
6,014,342;1;1;1;70;63;1;4;48;908,526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;900000;47;45;45;1;1;11;4771;63;147.38257433
6,014,347;1;3;1;70;63;1;4;48;908,526;1;;2;4;1;;3;2;1;;2;;;;;;;;;;;1;1;900000;41;38;95;1;1;11;4111;63;296.14874738
6,014,351;1;5;1;70;63;1;24;54;908,000;4;;2;24;4;;1;2;1;;2;;;;;;;;;;;1;2;;49;98;98;1;2;11;4921;63;175.64859886
6,014,354;1;2;1;70;63;1;8;48;900,000;4;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;93;93;1;1;11;4111;63;149.12546535
6,014,361;1;1;1;70;63;1;4;55;908,526;4;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;1;550000;41;95;95;1;1;11;4111;63;169.29254301
6,014,365;1;6;1;70;63;1;3;48;910,000;4;;2;4;4;;1;2;1;;2;;;;;;;;;;;1;1;640000;56;53;53;1;1;11;5613;63;225.42317589
6,014,371;1;3;1;70;63;1;16;48;908,526;1;;2;72;1;;3;2;8;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4771;63;147.81522095
6,014,373;1;3;1;70;63;1;2;30;600,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;400000;81;55;55;1;1;11;8121;63;150.1379303
6,014,392;1;5;1;70;63;1;52;48;908,526;1;;2;76;4;;1;2;1;;2;;;;;;;;;;;1;2;;55;45;55;1;2;11;5511;63;137.57134471
6,014,409;1;7;1;70;63;1;3;48;908,500;1;;2;8;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;63;271.50773464
6,014,409;1;9;1;70;63;1;3;48;908,500;1;;2;3;1;;2;2;1;;2;;;;;;;;;;;1;1;800000;47;45;45;1;1;11;4741;63;271.50773464
6,014,416;1;1;1;70;63;1;48;48;908,526;3;;2;72;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;63;190.12837039
6,014,427;1;1;1;70;63;1;1;48;1,700,000;1;;2;3;1;;9;2;1;;1;1;;;1;;;;;;;;1;2300000;42;98;98;1;1;11;4210;63;183.08685555
6,014,432;1;2;1;70;63;1;35;54;908,526;1;;2;50;4;;1;2;1;;2;;;;;;;;;;;1;2;;93;18;18;1;2;11;9311;63;174.26503757
6,014,450;1;2;1;70;63;1;3;48;1,000,000;1;;2;3;1;;9;2;1;;1;1;;;1;;;;;;;;1;1080000;46;97;97;1;1;11;4631;63;140.75346544
6,014,450;1;5;1;70;63;1;8;48;910,000;4;;2;75;1;;7;2;1;;1;4;;;;1;;;;;;;2;;96;53;56;1;1;11;9609;63;140.75346544
6,014,452;1;1;1;70;63;1;2;25;500,000;4;;2;2;4;;1;2;1;;2;;;;;;;;;;;1;1;200000;56;53;53;1;1;11;5611;63;184.314168
6,014,456;1;2;1;70;63;1;12;48;908,526;1;;2;25;4;;1;2;1;;2;;;;;;;;;;;1;2;;56;53;53;1;1;11;5611;63;153.32005103
6,014,461;1;5;1;70;63;1;28;28;908,526;1;;2;28;4;;1;2;8;;2;;;;;;;;;;;1;2;;41;95;95;1;2;11;4111;63;138.8327254
6,014,471;1;2;1;70;63;1;20;48;1,200,000;1;;2;20;4;;1;2;2;;2;;;;;;;;;;;1;2;;47;45;45;1;2;11;4759;63;118.04841643
6,014,474;1;1;1;70;63;1;28;40;1,000,000;2;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;1;600000;69;33;12;1;2;11;6910;63;146.7107683
6,014,475;1;5;1;70;63;1;4;48;908,526;4;;2;24;4;;9;2;1;;2;;;;;;;;;;;1;2;;84;39;39;1;1;11;8424;63;182.21332901
6,014,478;1;1;1;70;63;1;48;48;908,000;1;;2;60;1;;4;2;2;;2;;;;;;;;;;;1;2;;68;59;44;1;2;11;6820;63;192.6861679
6,014,491;1;3;1;70;63;1;4;48;908,000;4;;2;16;4;;1;2;2;;2;;;;;;;;;;;1;2;;45;84;84;1;1;11;4542;63;144.82477682
6,014,494;1;2;1;70;63;1;4;54;1,000,000;1;;2;5;4;;1;2;1;;2;;;;;;;;;;;1;1;500000;41;95;95;1;1;11;4111;63;153.32005103
6,014,496;1;1;1;70;63;1;18;48;4,500,000;1;;2;75;1;;9;2;1;;2;;;;;;;;;;;1;2;;42;02;02;1;2;11;4210;63;104.83433672
6,014,505;1;3;1;70;66;1;36;48;908,000;1;;2;36;1;;9;2;2;;2;;;;;;;;;;;1;2;;14;79;79;1;2;11;1410;66;498.83823344
6,014,506;1;2;1;70;66;1;12;48;908,526;1;;2;12;1;;6;2;2;;2;;;;;;;;;;;1;2;;55;55;55;1;1;11;5511;66;306.43839619
6,014,511;1;2;1;70;66;1;96;48;700,000;3;;2;98;3;;1;2;8;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;66;336.00378607
6,014,512;1;1;1;70;66;1;52;48;908,526;3;;2;52;1;;6;2;2;;2;;;;;;;;;;;1;2;;01;54;62;1;2;11;0123;66;301.55346948
6,014,516;1;1;1;70;66;1;12;48;908,526;1;;2;12;1;;6;2;1;;2;;;;;;;;;;;1;2;;25;87;87;1;1;11;2511;66;401.60993096
6,014,523;1;1;1;70;66;1;20;48;800,000;3;;2;20;3;;1;2;1;;2;;;;;;;;;;;1;2;;97;54;54;1;2;11;9700;66;494.43680761
6,014,524;1;2;1;70;66;1;24;48;908,526;1;;2;24;1;;9;2;2;;2;;;;;;;;;;;1;2;;46;34;39;1;2;11;4645;66;236.3429907
6,014,524;1;5;1;70;66;1;104;48;908,526;1;;2;104;1;;9;2;1;;2;;;;;;;;;;;1;2;;61;38;45;1;2;11;6120;66;236.3429907
6,014,526;1;1;1;70;66;1;3;48;1,000,000;3;;2;3;3;;1;2;4;;2;;;;;;;;;;;1;1;320000;97;54;54;1;1;11;9700;66;658.4917776
6,014,526;1;3;1;70;66;1;1;48;908,526;1;;2;1;1;;6;2;1;;2;;;;;;;;;;;1;1;900000;47;45;45;1;1;11;4769;66;658.4917776
6,014,540;1;2;1;70;66;1;32;48;908,526;1;;2;32;1;;9;2;9;Esta afiliado al regimen  contributivo por medio de una cooperativa;2;;;;;;;;;;;1;2;;10;97;97;1;2;11;1040;66;385.03119927
6,014,560;1;1;1;70;66;1;6;48;908,526;4;;2;6;4;;1;2;1;;2;;;;;;;;;;;1;2;;41;95;95;1;1;11;4111;66;347.9315894
6,014,561;1;3;1;70;66;1;48;48;900,000;1;;2;48;1;;6;2;1;;2;;;;;;;;;;;1;2;;14;79;79;1;2;11;1410;66;437.1140136
6,014,562;1;4;1;70;66;1;6;48;908,000;1;;2;6;1;;5;2;4;;2;;;;;;;;;;;1;1;200000;41;95;95;1;1;11;4111;66;357.46744447
6,014,569;1;2;1;70;66;1;51;48;908,526;1;;2;51;1;;7;2;1;;2;;;;;;;;;;;1;2;;85;55;55;1;2;11;8530;66;258.18674253
6,014,569;1;3;1;70;66;1;2;48;908,526;1;;2;2;1;;2;2;1;;2;;;;;;;;;;;1;1;900000;56;53;53;1;1;11;5611;66;258.18674253
6,014,578;1;4;1;70;66;1;48;48;908,526;4;;1;;;;;;;;;;.;.;;;;;;;;;;.;;54;;1;2;11;;66;407.93174854
6,014,580;1;1;1;70;66;1;2;48;900,000;1;;2;2;1;;9;2;8;;2;;;;;;;;;;;1;2;;15;80;80;1;1;11;1521;66;620.79776347
6,014,581;1;1;1;70;66;1;12;48;908,526;1;;2;12;1;;9;2;1;;2;;;;;;;;;;;1;2;;47;45;45;1;1;11;4771;66;422.50884515
