DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;P744;P1884;P1807;P7430;P7450;P7450S1;P7452;P7454;P7456;P7458;P7458S1;P7460;P6921;P7470;P7472;P7472S1;INI;MES;p7440;DPTO;fex_c_2011
6,017,801;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;697.93947141
6,017,802;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;604.96861251
6,017,802;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.4;54;604.96861251
6,017,802;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;604.96861251
6,017,803;1;2;1;80;;1;;;;1;3;;2;;;1;;2;2;;2;;1;11;3;54;910.00202871
6,017,804;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;54;607.080792
6,017,804;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;54;607.080792
6,017,805;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;897.50571051
6,017,805;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;897.50571051
6,017,806;1;2;1;80;;1;2;;600,000;1;3;;2;;;9;;2;2;;2;;1;11;3;54;953.22828576
6,017,807;1;2;1;80;;1;;;;1;3;;2;;;9;;2;3;;2;;1;11;4;54;962.05868529
6,017,807;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;962.05868529
6,017,808;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;745.70838986
6,017,809;1;1;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;11;4;54;602.99292911
6,017,809;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;602.99292911
6,017,809;1;3;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;54;602.99292911
6,017,810;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;54;782.12670678
6,017,810;1;2;1;80;;1;;;;1;7;;2;;;9;;2;2;;2;;1;11;4;54;782.12670678
6,017,811;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;697.93947141
6,017,812;1;1;1;80;;1;;;;1;7;;2;;;1;;2;2;;2;;1;11;2;54;760.99029214
6,017,813;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;779.69622487
6,017,813;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;779.69622487
6,017,814;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;791.36512882
6,017,816;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;806.6470311
6,017,816;1;3;1;80;;1;1;40;350,000;1;3;;2;;;1;;2;2;;2;;1;11;3;54;806.6470311
6,017,820;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;981.68124604
6,017,821;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;823.43108742
6,017,821;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;823.43108742
6,017,822;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;602.99292911
6,017,823;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;918.37762972
6,017,825;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;607.080792
6,017,826;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;1124.7810224
6,017,828;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;587.71102684
6,017,828;1;3;1;80;;1;;;;1;7;;2;;;1;;2;2;;2;;1;11;1.4;54;587.71102684
6,017,829;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;54;812.77638016
6,017,829;1;8;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;812.77638016
6,017,830;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1084.593145
6,017,830;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1084.593145
6,017,833;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;628.30174024
6,017,833;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;628.30174024
6,017,833;1;6;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;628.30174024
6,017,834;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;700.0516509
6,017,835;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;602.99292911
6,017,835;1;2;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;602.99292911
6,017,838;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;700.0516509
6,017,843;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;648.64966807
6,017,843;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;648.64966807
6,017,843;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;648.64966807
6,017,844;1;4;1;80;;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;1.4;54;979.12596786
6,017,851;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;1164.2377189
6,017,851;1;6;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;1164.2377189
6,017,854;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;607.080792
6,017,854;1;2;1;80;;1;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;54;607.080792
6,017,856;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;54;607.080792
6,017,868;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;607.080792
6,017,868;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;607.080792
6,017,869;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;54;816.11454178
6,017,869;1;2;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;54;816.11454178
6,017,870;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;804.53485161
6,017,871;1;2;1;80;;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;2;54;830.55732997
6,017,871;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;830.55732997
6,017,872;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;745.70838986
6,017,873;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;849.73679205
6,017,873;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;849.73679205
6,017,874;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;1.4;54;700.0516509
6,017,882;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;695.96378801
6,017,883;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;54;607.080792
6,017,883;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;607.080792
6,017,888;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;54;743.78651346
6,017,888;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;743.78651346
6,017,891;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;607.080792
6,017,892;1;1;1;80;;1;2;;900,000;1;3;;2;;;9;;2;2;;2;;1;11;4;54;937.69358789
6,017,895;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1041.7032593
6,017,896;1;2;1;80;;1;;;;1;6;;2;;;1;;2;2;;2;;1;11;2;54;816.11454178
6,017,896;1;4;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;54;816.11454178
6,017,897;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;895.39353101
6,017,897;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;895.39353101
6,017,897;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;895.39353101
6,017,899;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;697.93947141
6,017,900;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;1062.7243323
6,017,900;1;2;1;80;;1;2;;600,000;1;4;;2;;;4;;2;2;;1;350,000;1;11;1.1;54;1062.7243323
6,017,900;2;2;2;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1062.7243323
6,017,900;3;2;3;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1062.7243323
6,017,902;1;1;1;80;;1;;;;1;4;;2;;;9;;2;2;;2;;1;11;4;54;849.71806122
6,017,902;1;4;1;80;;1;;;;1;8;;2;;;1;;2;2;;1;200,000;1;11;1.1;54;849.71806122
6,017,902;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;849.71806122
6,017,903;1;1;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;54;849.06338747
6,017,904;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;2;54;607.080792
6,017,904;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;607.080792
6,017,905;1;1;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;11;1.3;54;1067.0827637
6,017,906;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;851.84897154
6,017,907;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;54;797.20660613
6,017,907;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;1.2;54;797.20660613
6,017,907;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;797.20660613
6,017,908;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;54;607.080792
6,017,909;1;2;1;80;;1;;;;1;7;;2;;;8;;2;2;;2;;1;11;3;54;449.08342898
6,017,909;1;3;1;80;;1;;;;1;3;;2;;;4;;2;2;;2;;1;11;4;54;449.08342898
6,017,910;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;3;54;710.43578961
6,017,911;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;878.32624843
6,017,911;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;878.32624843
6,017,912;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1000.8607081
6,017,912;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;1000.8607081
6,017,914;1;2;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;11;1.1;54;897.50571051
6,017,914;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;897.50571051
6,017,915;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;54;765.07815503
6,017,916;1;2;1;80;;1;;;;1;8;;2;;;1;;2;2;;2;;1;11;1.4;54;878.32624843
6,017,916;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;878.32624843
6,017,948;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;54;745.70838986
6,017,951;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;54;832.66950947
6,017,952;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;54;962.05868529
6,017,952;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;54;962.05868529
6,017,970;1;2;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;54;607.080792
6,018,012;1;1;1;80;;1;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;76;1623.2740736
6,018,012;1;3;1;80;;1;;;;1;5;;2;;;4;;3;3;;2;;1;11;4;76;1623.2740736
6,018,012;1;4;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;76;1623.2740736
6,018,013;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2565.9022076
6,018,015;1;3;1;80;;1;1;48;98;2;;;;2;;;.;2;2;;2;;1;11;;76;4801.1161387
6,018,015;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;4801.1161387
6,018,016;1;1;1;80;;1;;;;1;5;;2;;;8;;2;2;;2;;1;11;4;76;2073.0990149
6,018,018;1;2;1;80;;1;2;;900,000;1;6;;2;;;9;;2;2;;2;;1;11;3;76;6493.0962945
6,018,019;1;2;1;80;;1;2;;98;2;;;;2;;;.;2;2;;2;;1;11;;76;2545.5701025
6,018,020;1;1;1;80;;1;1;60;98;1;1;;1;;3;5;;2;2;;2;;1;11;4;76;2739.2052457
6,018,022;1;1;1;80;;1;2;;908,526;1;6;;2;;;9;;2;2;;2;;1;11;4;76;3841.1492417
6,018,022;1;4;1;80;;1;2;;908,526;2;;;;2;;;.;2;2;;2;;1;11;;76;3841.1492417
6,018,026;1;2;1;80;;1;2;;98;1;3;;2;;;9;;2;2;;2;;1;11;4;76;1623.2740736
6,018,027;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;3452.1725396
6,018,028;1;1;1;80;;1;2;;800,000;1;1;;2;;;9;;2;2;;1;400,000;1;11;1.1;76;3258.5373965
6,018,028;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;3258.5373965
6,018,030;1;1;1;80;;1;;;;1;5;;2;;;1;;3;3;;2;;1;11;4;76;1623.2740736
6,018,030;1;2;1;80;;1;1;28;98;1;3;;2;;;9;;2;2;;2;;1;11;4;76;1623.2740736
6,018,032;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;2565.9022076
6,018,036;1;1;1;80;;1;;;;2;;;;1;4;4;;2;2;;2;;1;11;;76;1983.2903624
6,018,037;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;1623.2740736
6,018,039;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;1623.2740736
6,018,039;1;2;1;80;;1;;;;1;6;;2;;;8;;2;2;;2;;1;11;4;76;1623.2740736
6,018,040;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;2545.5701025
6,018,043;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;76;2696.2576563
6,018,044;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;76;1623.2740736
6,018,055;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;2545.5701025
6,018,074;1;1;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;3;76;2063.8383289
6,018,074;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,075;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,077;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2371.0733944
6,018,077;1;4;1;80;;1;;;600,000;2;;;;1;1;12;NO HA DEJADO DE BUSCAR SOLO QUE NO TENIA DISPONIBILIDAD PARA TRABAJAR LA SEMANA PASADA PORQUE TODAVIA ESTABA ESTUDIANDO BUSCA PARA LAS VACACIONES;2;2;;2;;1;11;;76;2371.0733944
6,018,078;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;5790.1252864
6,018,078;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;5790.1252864
6,018,078;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;5790.1252864
6,018,079;1;2;1;80;;1;2;;908,526;1;3;;2;;;9;;1;2;;1;98;1;11;1.3;76;5115.0681144
6,018,081;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;2063.8383289
6,018,081;1;2;1;80;;1;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;4;76;2063.8383289
6,018,082;1;1;1;80;;1;1;40;2,000,000;1;5;;2;;;10;;3;3;;2;;1;11;4;76;2063.8383289
6,018,082;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;76;2063.8383289
6,018,082;1;3;1;80;;1;;;;1;4;;1;;4;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,083;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,083;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,083;1;5;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;76;2063.8383289
6,018,086;1;1;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;76;2635.7478851
6,018,089;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,095;1;4;1;80;;1;;;;1;3;;2;;;6;;1;2;;1;400,000;1;11;1.1;76;3729.2944982
6,018,096;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;3982.4554515
6,018,096;1;2;1;80;;1;2;;1,000,000;1;4;;2;;;4;;1;2;;2;;1;11;2;76;3982.4554515
6,018,096;1;3;1;80;;1;2;;908,526;1;4;;2;;;9;;2;2;;2;;1;11;2;76;3982.4554515
6,018,097;1;1;1;80;;1;;;;1;5;;2;;;4;;3;3;;2;;1;11;4;76;2063.8383289
6,018,097;1;2;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;76;2063.8383289
6,018,099;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2521.5647399
6,018,101;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;76;2063.8383289
6,018,101;1;2;1;80;;1;;;;1;8;;2;;;8;;3;3;;2;;1;11;4;76;2063.8383289
6,018,102;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;5448.0665227
6,018,103;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;1.4;76;3337.1227585
6,018,103;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;3337.1227585
6,018,103;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;3337.1227585
6,018,103;1;5;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;3337.1227585
6,018,105;1;2;1;80;;1;1;48;908,526;1;7;;2;;;6;;2;2;;2;;1;11;2;76;7917.1017232
6,018,105;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;7917.1017232
6,018,106;1;7;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;76;2063.8383289
6,018,108;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;2063.8383289
6,018,108;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;2063.8383289
6,018,108;1;5;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;1.2;76;2063.8383289
6,018,113;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;76;2063.8383289
6,018,113;1;3;1;80;;1;1;24;98;1;1;;1;;3;5;;2;2;;2;;1;11;2;76;2063.8383289
6,018,115;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;3730.9966763
6,018,115;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;3730.9966763
6,018,126;1;2;1;80;;1;2;;99;2;;;;2;;;.;2;2;;2;;1;11;;76;3648.3730285
6,018,128;1;2;1;80;;1;2;;98;2;;;;2;;;.;2;2;;2;;1;11;;76;2948.7310976
6,018,128;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;76;2948.7310976
6,018,128;1;4;1;80;;1;;;;1;7;;2;;;12;LA HIJA NO LA DEJO SEGUIR TRABAJANDO;2;2;;2;;1;11;2;76;2948.7310976
6,018,131;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;08;1435.1841621
6,018,131;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1435.1841621
6,018,132;1;2;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;08;786.60883043
6,018,132;1;3;1;80;;1;1;48;908,526;1;9;CAMBIO DE RESIDENCIA;2;;;1;;2;2;;2;;1;11;2;08;786.60883043
6,018,133;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;08;1655.3115177
6,018,138;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;909.40707173
6,018,138;1;2;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;08;909.40707173
6,018,138;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;909.40707173
6,018,138;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;909.40707173
6,018,138;1;6;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;909.40707173
6,018,139;1;1;1;80;;1;;;;1;9;PANDEMIA;2;;;12;HASTA QUE NO PASE TOTALMENTE LA PANDEMIA;2;2;;2;;1;11;2;08;1045.3604494
6,018,139;1;2;1;80;;1;;;;1;1;;2;;;10;;3;3;;2;;1;11;4;08;1045.3604494
6,018,140;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;08;1576.206173
6,018,140;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1576.206173
6,018,141;1;2;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;08;1250.0427141
6,018,143;1;2;1;80;;1;;;;1;8;;1;;4;1;;2;2;;2;;1;11;4;08;1500.5791758
6,018,145;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1565.4255072
6,018,146;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;4;08;1045.3604494
6,018,146;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1045.3604494
6,018,148;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;995.41052652
6,018,149;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1404.775056
6,018,150;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1589.9165039
6,018,150;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1589.9165039
6,018,151;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;08;1045.3604494
6,018,151;1;2;1;80;;1;;;;1;9;RETIRO VOLUNTARIO;2;;;10;;3;3;;2;;1;11;3;08;1045.3604494
6,018,152;1;1;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;08;721.21381664
6,018,152;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;4;08;721.21381664
6,018,152;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;721.21381664
6,018,153;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1589.9165039
6,018,155;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1554.8168308
6,018,156;1;1;1;80;;1;;;;1;6;;2;;;11;;2;2;;2;;1;11;4;08;1045.3604494
6,018,156;1;2;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;3;08;1045.3604494
6,018,158;1;4;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;08;815.65104201
6,018,159;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1686.4250705
6,018,159;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1686.4250705
6,018,160;1;2;1;80;;1;;;;1;4;;2;;;9;;2;2;;2;;1;11;3;08;1045.3604494
6,018,162;1;3;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1789.1035951
6,018,163;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;08;874.19779297
6,018,163;1;2;1;80;;1;2;;908,526;1;3;;2;;;9;;2;2;;2;;1;11;3;08;874.19779297
6,018,165;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1272.9411097
6,018,165;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1272.9411097
6,018,165;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1272.9411097
6,018,166;1;2;1;80;;1;;;;1;7;;2;;;4;;2;2;;2;;1;11;4;08;1045.3604494
6,018,167;1;1;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1687.4689892
6,018,167;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1687.4689892
6,018,169;1;1;1;80;;1;;;;1;5;;2;;;10;;3;3;;2;;1;11;4;08;1200.0927912
6,018,170;1;2;1;80;;1;1;40;500,000;1;9;PANDEMIA;2;;;12;PANDEMIA;2;2;;2;;1;11;2;08;1322.8910326
6,018,170;1;3;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1322.8910326
6,018,170;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1322.8910326
6,018,171;1;2;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1382.1325846
6,018,174;1;2;1;80;;1;;;;1;2;;2;;;2;;2;2;;2;;1;11;3;08;704.44724367
6,018,175;1;1;1;80;;1;;;;1;6;;2;;;11;;2;2;;2;;1;11;4;08;1618.4770846
6,018,175;1;3;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;4;08;1618.4770846
6,018,175;1;4;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1618.4770846
6,018,177;1;1;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;2;08;1667.904467
6,018,177;1;3;1;80;;1;;;;1;4;;2;;;4;;2;2;;2;;1;11;3;08;1667.904467
6,018,177;1;4;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1667.904467
6,018,177;1;5;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1667.904467
6,018,177;1;6;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1667.904467
6,018,179;1;1;1;80;;1;;;;1;3;;2;;;8;;2;2;;2;;1;11;4;08;995.41052652
6,018,180;1;1;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;3;08;704.44724367
6,018,180;1;5;1;80;;1;;;;1;4;;2;;;8;;2;2;;2;;1;11;3;08;704.44724367
6,018,181;1;2;1;80;;1;;;;1;3;;2;;;9;;2;2;;2;;1;11;2;08;1270.8697684
6,018,182;1;6;1;80;;1;;;;2;;;;2;;;.;2;2;;2;;1;11;;08;1851.6790204
6,018,183;1;1;1;80;;1;;;;1;9;PANDEMIA;2;;;10;;3;3;;2;;1;11;3;08;1045.3604494
6,018,184;1;2;1;80;;1;;;;2;;;;2;;;.;;;;2;;1;11;;08;1694.1040818
